Open Contracting ID,Entrega compilada:ID de Entrega,Entrega compilada:Adjudicaciones:ID de Adjudicación,Entrega compilada:Adjudicaciones:Valor:Monto,Entrega compilada:Adjudicaciones:Valor:Moneda,Entrega compilada:Adjudicaciones:Valor:Nombre de Moneda,Entrega compilada:Adjudicaciones:Fecha de adjudicación
ocds-dgv273-seacev3-1191122,ocds-dgv273-seacev3-1191122-2026-04-02T10:15:12.634724-05:00,1191122-20511037001,43373.0,PEN,Soles,2026-03-11T00:00:00-05:00
ocds-dgv273-seacev3-1187377,ocds-dgv273-seacev3-1187377-2026-04-02T10:15:12.028051-05:00,1187377-20501887286,316575.0,PEN,Soles,2026-03-16T00:00:00-05:00
ocds-dgv273-seacev3-1189336,ocds-dgv273-seacev3-1189336-2026-04-02T10:15:07.079747-05:00,1189336-1768615,120916.23,PEN,Soles,2026-03-12T00:00:00-05:00
ocds-dgv273-seacev3-2026-1689-3,ocds-dgv273-seacev3-2026-1689-3-2026-04-02T10:15:06.395051-05:00,1185056-20448497047,1802179.63,PEN,Soles,2026-03-11T00:00:00-05:00
ocds-dgv273-seacev3-1191190,ocds-dgv273-seacev3-1191190-2026-04-02T10:15:06.200539-05:00,1191190-20612337170,74490.0,PEN,Soles,2026-03-09T16:39:38-05:00
ocds-dgv273-seacev3-1187730,ocds-dgv273-seacev3-1187730-2026-04-02T10:15:01.587426-05:00,1187730-20606961261,330630.0,PEN,Soles,2026-03-05T00:00:00-05:00
ocds-dgv273-seacev3-1187381,ocds-dgv273-seacev3-1187381-2026-04-02T10:15:01.538695-05:00,1187381-20613363379,84244.6,PEN,Soles,2026-02-23T18:48:46-05:00
ocds-dgv273-seacev3-1188388,ocds-dgv273-seacev3-1188388-2026-04-02T10:14:57.319162-05:00,1188388-1768504,461139.82,PEN,Soles,2026-03-03T00:00:00-05:00
ocds-dgv273-seacev3-2026-808-2,ocds-dgv273-seacev3-2026-808-2-2026-04-02T10:14:57.292705-05:00,1190976-20601558042,153900.0,PEN,Soles,2026-03-10T00:00:00-05:00
ocds-dgv273-seacev3-1191065,ocds-dgv273-seacev3-1191065-2026-04-02T10:14:56.324978-05:00,1191065-20100018625,52250.0,PEN,Soles,2026-03-12T00:00:00-05:00
ocds-dgv273-seacev3-2026-10211-9,ocds-dgv273-seacev3-2026-10211-9-2026-04-02T10:14:55.255018-05:00,1188435-20610306315,439100.0,PEN,Soles,2026-02-27T00:00:00-05:00
ocds-dgv273-seacev3-1190336,ocds-dgv273-seacev3-1190336-2026-04-02T10:14:54.873542-05:00,1190336-10402449034,413231.83999999997,PEN,Soles,2026-03-11T00:00:00-05:00
ocds-dgv273-seacev3-1190336,ocds-dgv273-seacev3-1190336-2026-04-02T10:14:54.873542-05:00,1190336-10427951508,73236.15,PEN,Nuevos Soles,2026-03-11T00:00:00-05:00
ocds-dgv273-seacev3-1189919,ocds-dgv273-seacev3-1189919-2026-04-02T10:14:53.296647-05:00,1189919-10405959971,141749.33,PEN,Soles,2026-03-16T00:00:00-05:00
ocds-dgv273-seacev3-2026-1952-43,ocds-dgv273-seacev3-2026-1952-43-2026-04-02T10:14:52.158477-05:00,1194759-10083563091,60000.0,PEN,Soles,2026-03-12T00:00:00-05:00
ocds-dgv273-seacev3-1186367,ocds-dgv273-seacev3-1186367-2026-04-02T10:14:50.664793-05:00,1186367-20608423690,297253.41,PEN,Soles,2026-03-13T00:00:00-05:00
ocds-dgv273-seacev3-2026-10184-2,ocds-dgv273-seacev3-2026-10184-2-2026-04-02T10:14:45.852541-05:00,1189544-20486379066,56680.0,PEN,Soles,2026-03-11T00:00:00-05:00
ocds-dgv273-seacev3-1191147,ocds-dgv273-seacev3-1191147-2026-04-02T10:14:43.383092-05:00,1191147-20610707247,63000.0,PEN,Soles,2026-03-09T16:12:15-05:00
ocds-dgv273-seacev3-1189390,ocds-dgv273-seacev3-1189390-2026-04-02T10:14:42.647826-05:00,1189390-20607074497,230992.58,PEN,Soles,2026-03-02T00:00:00-05:00
ocds-dgv273-seacev3-1188573,ocds-dgv273-seacev3-1188573-2026-04-02T10:14:41.624594-05:00,1188573-20602750371,82500.0,PEN,Soles,2026-03-03T00:00:00-05:00
ocds-dgv273-seacev3-1185739,ocds-dgv273-seacev3-1185739-2026-04-02T10:14:39.682887-05:00,1185739-20607424773,1168017.62,PEN,Soles,2026-03-06T00:00:00-05:00
ocds-dgv273-seacev3-2026-1593-32,ocds-dgv273-seacev3-2026-1593-32-2026-04-02T10:14:39.533407-05:00,1187681-10461806011,165880.0,PEN,Soles,2026-03-03T00:00:00-05:00
ocds-dgv273-seacev3-2026-2352-6,ocds-dgv273-seacev3-2026-2352-6-2026-04-02T10:14:38.985866-05:00,1186551-20440302689,140515.2,PEN,Soles,2026-02-26T00:00:00-05:00
ocds-dgv273-seacev3-1191462,ocds-dgv273-seacev3-1191462-2026-04-02T10:14:35.028483-05:00,1191462-10420963756,48800.0,PEN,Soles,2026-03-12T00:00:00-05:00
ocds-dgv273-seacev3-2026-1922-19,ocds-dgv273-seacev3-2026-1922-19-2026-04-02T10:14:34.932626-05:00,1191843-20519286794,159000.0,PEN,Soles,2026-03-16T00:00:00-05:00
ocds-dgv273-seacev3-1190154,ocds-dgv273-seacev3-1190154-2026-04-02T10:14:34.789325-05:00,1190154-1769572,156067.73,PEN,Soles,2026-03-06T00:00:00-05:00
ocds-dgv273-seacev3-1188416,ocds-dgv273-seacev3-1188416-2026-04-02T10:14:34.775064-05:00,1188416-20409411852,125127.25,PEN,Soles,2026-02-26T00:00:00-05:00
ocds-dgv273-seacev3-2026-200206-6,ocds-dgv273-seacev3-2026-200206-6-2026-04-02T10:14:34.670876-05:00,1189989-20609792591,55484.2,PEN,Soles,2026-03-04T00:00:00-05:00
ocds-dgv273-seacev3-1189091,ocds-dgv273-seacev3-1189091-2026-04-02T10:14:33.384292-05:00,1189091-20490040952,617000.0,PEN,Soles,2026-02-27T00:00:00-05:00
ocds-dgv273-seacev3-1189108,ocds-dgv273-seacev3-1189108-2026-04-02T10:14:33.040659-05:00,1189108-20601397553,528300.0,PEN,Soles,2026-03-02T00:00:00-05:00
ocds-dgv273-seacev3-1189110,ocds-dgv273-seacev3-1189110-2026-04-02T10:14:31.318444-05:00,1189110-20603782756,67740.0,PEN,Soles,2026-02-27T00:00:00-05:00
ocds-dgv273-seacev3-1189205,ocds-dgv273-seacev3-1189205-2026-04-02T10:14:29.915025-05:00,1189205-20610766731,779999.9,PEN,Soles,2026-03-16T00:00:00-05:00
ocds-dgv273-seacev3-1185975,ocds-dgv273-seacev3-1185975-2026-04-02T10:14:29.023956-05:00,1185975-10454536997,120000.0,PEN,Soles,2026-03-13T00:00:00-05:00
ocds-dgv273-seacev3-1184406,ocds-dgv273-seacev3-1184406-2026-04-02T10:14:28.970153-05:00,1184406-1768216,706618.36,PEN,Soles,2026-03-03T00:00:00-05:00
ocds-dgv273-seacev3-1186737,ocds-dgv273-seacev3-1186737-2026-04-02T10:14:28.836657-05:00,1186737-20539916379,424425.2,PEN,Soles,2026-02-26T00:00:00-05:00
ocds-dgv273-seacev3-2026-144-4,ocds-dgv273-seacev3-2026-144-4-2026-04-02T10:14:28.826303-05:00,1186721-1767759,368776.62,PEN,Soles,2026-03-02T00:00:00-05:00
ocds-dgv273-seacev3-1186667,ocds-dgv273-seacev3-1186667-2026-04-02T10:14:28.768724-05:00,1186667-20451375548,17021025.5,PEN,Soles,2026-03-11T00:00:00-05:00
ocds-dgv273-seacev3-1187818,ocds-dgv273-seacev3-1187818-2026-04-02T10:14:28.388888-05:00,1187818-20600008812,95161.44,PEN,Soles,2026-03-02T00:00:00-05:00
ocds-dgv273-seacev3-2026-104-2,ocds-dgv273-seacev3-2026-104-2-2026-04-02T10:14:24.042624-05:00,1190475-20613954504,84480.0,PEN,Soles,2026-03-09T00:00:00-05:00
ocds-dgv273-seacev3-1189872,ocds-dgv273-seacev3-1189872-2026-04-02T10:14:23.816027-05:00,1189872-20523905679,89175.0,PEN,Soles,2026-03-12T00:00:00-05:00
ocds-dgv273-seacev3-1189520,ocds-dgv273-seacev3-1189520-2026-04-02T10:14:23.800078-05:00,1189520-1768921,85975.0,PEN,Soles,2026-03-04T00:00:00-05:00
ocds-dgv273-seacev3-2026-10601-1,ocds-dgv273-seacev3-2026-10601-1-2026-04-02T10:14:23.773448-05:00,1190929-20452857236,123879.5,PEN,Soles,2026-03-06T00:00:00-05:00
ocds-dgv273-seacev3-2026-1877-4,ocds-dgv273-seacev3-2026-1877-4-2026-04-02T10:14:23.439355-05:00,1190385-20607120511,113215.68,PEN,Soles,2026-03-12T00:00:00-05:00
ocds-dgv273-seacev3-1191577,ocds-dgv273-seacev3-1191577-2026-04-02T10:14:22.977082-05:00,1191577-20101984291,3910482.0,PEN,Soles,2026-03-09T00:00:00-05:00
ocds-dgv273-seacev3-1191934,ocds-dgv273-seacev3-1191934-2026-04-02T10:14:22.212247-05:00,1191934-20601797471,49995.0,PEN,Soles,2026-03-11T00:00:00-05:00
ocds-dgv273-seacev3-1192124,ocds-dgv273-seacev3-1192124-2026-04-02T10:14:21.406576-05:00,1192124-20605417249,387966.3,PEN,Soles,2026-03-12T00:00:00-05:00
ocds-dgv273-seacev3-1190186,ocds-dgv273-seacev3-1190186-2026-04-02T10:14:19.583340-05:00,1190186-20528919813,77274.02,PEN,Soles,2026-03-06T00:00:00-05:00
ocds-dgv273-seacev3-1191195,ocds-dgv273-seacev3-1191195-2026-04-02T10:14:19.437652-05:00,1191195-20604662657,95000.0,PEN,Soles,2026-03-16T00:00:00-05:00
ocds-dgv273-seacev3-1187472,ocds-dgv273-seacev3-1187472-2026-04-02T10:14:18.498000-05:00,1187472-20534001593,410555.67,PEN,Soles,2026-02-16T00:00:00-05:00
ocds-dgv273-seacev3-1187714,ocds-dgv273-seacev3-1187714-2026-04-02T10:14:18.059466-05:00,1187714-10439232281,222000.0,PEN,Soles,2026-02-24T00:00:00-05:00
ocds-dgv273-seacev3-1186265,ocds-dgv273-seacev3-1186265-2026-04-02T10:14:18.040819-05:00,1186265-1765660,883000.0,PEN,Soles,2026-02-16T00:00:00-05:00
ocds-dgv273-seacev3-1190972,ocds-dgv273-seacev3-1190972-2026-04-02T10:14:12.424269-05:00,1190972-20606469633,66310.0,PEN,Soles,2026-03-19T00:00:00-05:00
ocds-dgv273-seacev3-2026-713-1,ocds-dgv273-seacev3-2026-713-1-2026-04-02T10:14:12.409655-05:00,1189821-20481770182,85464.0,PEN,Soles,2026-03-04T00:00:00-05:00
ocds-dgv273-seacev3-1197476,ocds-dgv273-seacev3-1197476-2026-04-02T10:14:11.809526-05:00,1197476-20536301381,80802.96,PEN,Soles,2026-03-19T00:00:00-05:00
ocds-dgv273-seacev3-2026-2000-7,ocds-dgv273-seacev3-2026-2000-7-2026-04-02T10:14:11.616698-05:00,1188501-20512636854,116666.0,PEN,Soles,2026-03-13T00:00:00-05:00
ocds-dgv273-seacev3-1190853,ocds-dgv273-seacev3-1190853-2026-04-02T10:14:10.955030-05:00,1190853-20600203127,65000.0,PEN,Soles,2026-03-20T00:00:00-05:00
ocds-dgv273-seacev3-2026-1689-5,ocds-dgv273-seacev3-2026-1689-5-2026-04-02T10:14:10.422985-05:00,1191890-1772049,170143.78,PEN,Soles,2026-03-17T00:00:00-05:00
ocds-dgv273-seacev3-2026-10049-16,ocds-dgv273-seacev3-2026-10049-16-2026-04-02T10:14:10.342060-05:00,1189988-20542625741,199790.0,PEN,Soles,2026-03-13T00:00:00-05:00
ocds-dgv273-seacev3-2026-90-2,ocds-dgv273-seacev3-2026-90-2-2026-04-02T10:14:09.469047-05:00,1190157-20613423134,112741.2,PEN,Soles,2026-03-10T00:00:00-05:00
ocds-dgv273-seacev3-2026-90229-0,ocds-dgv273-seacev3-2026-90229-0-2026-04-02T10:14:09.427433-05:00,1190364-20565412257,361900.0,PEN,Soles,2026-03-05T00:00:00-05:00
ocds-dgv273-seacev3-2026-1003000934-1,ocds-dgv273-seacev3-2026-1003000934-1-2026-04-02T10:14:09.316048-05:00,1191245-20604662657,105000.0,PEN,Soles,2026-03-16T00:00:00-05:00
ocds-dgv273-seacev3-1188637,ocds-dgv273-seacev3-1188637-2026-04-02T10:14:05.803821-05:00,1188637-1770299,115140.24,PEN,Soles,2026-03-11T00:00:00-05:00
ocds-dgv273-seacev3-2026-1468-7,ocds-dgv273-seacev3-2026-1468-7-2026-04-01T10:15:21.640680-05:00,1191861-10803736460,363690.0,PEN,Soles,2026-03-17T00:00:00-05:00
ocds-dgv273-seacev3-1189629,ocds-dgv273-seacev3-1189629-2026-04-01T10:15:21.239917-05:00,1189629-20455403759,52920.0,PEN,Soles,2026-03-06T00:00:00-05:00
ocds-dgv273-seacev3-1189581,ocds-dgv273-seacev3-1189581-2026-04-01T10:15:17.038355-05:00,1189581-20601198232,60000.0,PEN,Soles,2026-03-06T00:00:00-05:00
ocds-dgv273-seacev3-2026-200374-4,ocds-dgv273-seacev3-2026-200374-4-2026-04-01T10:15:16.821764-05:00,1189241-20488961382,108760.17,PEN,Soles,2026-03-04T00:00:00-05:00
ocds-dgv273-seacev3-1190396,ocds-dgv273-seacev3-1190396-2026-04-01T10:15:16.577966-05:00,1190396-20509860981,1337700.0,PEN,Nuevos Soles,2026-03-06T12:29:20-05:00
ocds-dgv273-seacev3-1186722,ocds-dgv273-seacev3-1186722-2026-04-01T10:15:14.952121-05:00,1186722-20506744874,112100.0,PEN,Soles,2026-03-04T00:00:00-05:00
ocds-dgv273-seacev3-1187781,ocds-dgv273-seacev3-1187781-2026-04-01T10:15:14.586267-05:00,1187781-1769373,1049518.82,PEN,Soles,2026-03-05T00:00:00-05:00
ocds-dgv273-seacev3-1187118,ocds-dgv273-seacev3-1187118-2026-04-01T10:15:14.532440-05:00,1187118-1766515,68406.3,PEN,Soles,2026-02-24T00:00:00-05:00
ocds-dgv273-seacev3-1191119,ocds-dgv273-seacev3-1191119-2026-04-01T10:15:10.358170-05:00,1191119-20607713651,50873.6,PEN,Soles,2026-03-12T00:00:00-05:00
ocds-dgv273-seacev3-1190736,ocds-dgv273-seacev3-1190736-2026-04-01T10:15:09.580256-05:00,1190736-20602503152,1714109.04,PEN,Soles,2026-03-06T00:00:00-05:00
ocds-dgv273-seacev3-1188228,ocds-dgv273-seacev3-1188228-2026-04-01T10:15:08.523275-05:00,1188228-20600852346,67136.0,PEN,Soles,2026-02-26T19:43:06-05:00
ocds-dgv273-seacev3-1191766,ocds-dgv273-seacev3-1191766-2026-04-01T10:15:07.814190-05:00,1191766-20604943052,336000.0,PEN,Soles,2026-03-23T00:00:00-05:00
ocds-dgv273-seacev3-1191509,ocds-dgv273-seacev3-1191509-2026-04-01T10:15:06.938540-05:00,1191509-1770686,170430.0,PEN,Soles,2026-03-12T00:00:00-05:00
ocds-dgv273-seacev3-1191509,ocds-dgv273-seacev3-1191509-2026-04-01T10:15:06.938540-05:00,1191509-20538403378,149340.0,PEN,Soles,2026-03-12T00:00:00-05:00
ocds-dgv273-seacev3-2026-1116-6,ocds-dgv273-seacev3-2026-1116-6-2026-04-01T10:15:03.757720-05:00,1187895-10426291377,50000.0,PEN,Soles,2026-02-27T00:00:00-05:00
ocds-dgv273-seacev3-2026-1116-6,ocds-dgv273-seacev3-2026-1116-6-2026-04-01T10:15:03.757720-05:00,1187895-10461580501,50000.0,PEN,Soles,2026-02-27T00:00:00-05:00
ocds-dgv273-seacev3-2026-1116-6,ocds-dgv273-seacev3-2026-1116-6-2026-04-01T10:15:03.757720-05:00,1187895-10462793907,50000.0,PEN,Soles,2026-02-27T00:00:00-05:00
ocds-dgv273-seacev3-2026-1116-6,ocds-dgv273-seacev3-2026-1116-6-2026-04-01T10:15:03.757720-05:00,1187895-10471325690,50000.0,PEN,Soles,2026-02-27T00:00:00-05:00
ocds-dgv273-seacev3-2026-1116-6,ocds-dgv273-seacev3-2026-1116-6-2026-04-01T10:15:03.757720-05:00,1187895-10763032065,50000.0,PEN,Soles,2026-02-27T00:00:00-05:00
ocds-dgv273-seacev3-2026-1116-6,ocds-dgv273-seacev3-2026-1116-6-2026-04-01T10:15:03.757720-05:00,1187895-20602295908,50000.0,PEN,Soles,2026-02-27T00:00:00-05:00
ocds-dgv273-seacev3-1187894,ocds-dgv273-seacev3-1187894-2026-04-01T10:15:03.629377-05:00,1187894-20612903043,51980.0,PEN,Soles,2026-03-03T00:00:00-05:00
ocds-dgv273-seacev3-1189831,ocds-dgv273-seacev3-1189831-2026-04-01T10:14:59.505419-05:00,1189831-20603358211,134980.0,PEN,Soles,2026-03-03T00:00:00-05:00
ocds-dgv273-seacev3-1189266,ocds-dgv273-seacev3-1189266-2026-04-01T10:14:58.289837-05:00,1189266-20449458436,295998.0,PEN,Soles,2026-02-27T00:00:00-05:00
ocds-dgv273-seacev3-1190834,ocds-dgv273-seacev3-1190834-2026-04-01T10:14:57.890046-05:00,1190834-20542675251,79200.0,PEN,Soles,2026-03-11T00:00:00-05:00
ocds-dgv273-seacev3-1190016,ocds-dgv273-seacev3-1190016-2026-04-01T10:14:57.635887-05:00,1190016-20393953129,42770.0,PEN,Soles,2026-03-05T00:00:00-05:00
ocds-dgv273-seacev3-1189446,ocds-dgv273-seacev3-1189446-2026-04-01T10:14:57.201386-05:00,1189446-20491113805,121000.0,PEN,Soles,2026-03-10T00:00:00-05:00
ocds-dgv273-seacev3-1190410,ocds-dgv273-seacev3-1190410-2026-04-01T10:14:57.113094-05:00,1190410-10718023004,186740.4,PEN,Soles,2026-03-06T00:00:00-05:00
ocds-dgv273-seacev3-2026-326-21,ocds-dgv273-seacev3-2026-326-21-2026-04-01T10:14:57.096016-05:00,1189822-20611606991,53042.0,PEN,Soles,2026-03-04T00:00:00-05:00
ocds-dgv273-seacev3-1191686,ocds-dgv273-seacev3-1191686-2026-04-01T10:14:55.488396-05:00,1191686-20419385442,62400.0,PEN,Soles,2026-03-13T12:41:03-05:00
ocds-dgv273-seacev3-2026-10536-4,ocds-dgv273-seacev3-2026-10536-4-2026-04-01T10:14:54.953284-05:00,1188449-20603645007,440200.0,PEN,Soles,2026-03-04T00:00:00-05:00
ocds-dgv273-seacev3-1190772,ocds-dgv273-seacev3-1190772-2026-04-01T10:14:54.743581-05:00,1190772-20490419692,122448.0,PEN,Soles,2026-03-05T00:00:00-05:00
ocds-dgv273-seacev3-2026-200374-8,ocds-dgv273-seacev3-2026-200374-8-2026-04-01T10:14:54.410660-05:00,1189249-20604290881,67411.02,PEN,Soles,2026-03-03T00:00:00-05:00
ocds-dgv273-seacev3-1191511,ocds-dgv273-seacev3-1191511-2026-04-01T10:14:54.219696-05:00,1191511-20603032498,79067.9,PEN,Soles,2026-03-12T00:00:00-05:00
ocds-dgv273-seacev3-1188661,ocds-dgv273-seacev3-1188661-2026-04-01T10:14:53.811926-05:00,1188661-10105425916,1008000.0,PEN,Soles,2026-02-19T00:00:00-05:00
ocds-dgv273-seacev3-1190932,ocds-dgv273-seacev3-1190932-2026-04-01T10:14:53.265519-05:00,1190932-10707543146,246293.6,PEN,Soles,2026-03-10T00:00:00-05:00
ocds-dgv273-seacev3-1188257,ocds-dgv273-seacev3-1188257-2026-04-01T10:14:52.860103-05:00,1188257-20614208610,64822.43,PEN,Soles,2026-02-27T16:11:28-05:00
ocds-dgv273-seacev3-1187805,ocds-dgv273-seacev3-1187805-2026-04-01T10:14:52.816404-05:00,1187805-20604179115,827400.0,PEN,Soles,2026-02-20T00:00:00-05:00
ocds-dgv273-seacev3-2026-1052-8,ocds-dgv273-seacev3-2026-1052-8-2026-04-01T10:14:52.798580-05:00,1186859-1767292,986992.33,PEN,Soles,2026-02-26T00:00:00-05:00
ocds-dgv273-seacev3-2026-1514-4,ocds-dgv273-seacev3-2026-1514-4-2026-04-01T10:14:52.755504-05:00,1187628-1766978,135682.18,PEN,Soles,2026-02-25T00:00:00-05:00
ocds-dgv273-seacev3-1189053,ocds-dgv273-seacev3-1189053-2026-04-01T10:14:52.740181-05:00,1189053-20519131243,459600.0,PEN,Soles,2026-02-27T15:37:51-05:00
ocds-dgv273-seacev3-1188264,ocds-dgv273-seacev3-1188264-2026-04-01T10:14:52.488618-05:00,1188264-20614208610,176665.06,PEN,Soles,2026-02-26T00:00:00-05:00
ocds-dgv273-seacev3-1186883,ocds-dgv273-seacev3-1186883-2026-04-01T10:14:51.815205-05:00,1186883-10407233382,73000.0,PEN,Soles,2026-02-20T00:00:00-05:00
ocds-dgv273-seacev3-2026-1245-4,ocds-dgv273-seacev3-2026-1245-4-2026-04-01T10:14:51.537253-05:00,1190713-20615129993,2689000.0,PEN,Soles,2026-03-10T00:00:00-05:00
ocds-dgv273-seacev3-1188949,ocds-dgv273-seacev3-1188949-2026-04-01T10:14:48.273007-05:00,1188949-20609495627,116060.0,PEN,Soles,2026-03-04T00:00:00-05:00
ocds-dgv273-seacev3-2026-200124-1,ocds-dgv273-seacev3-2026-200124-1-2026-04-01T10:14:47.462575-05:00,1190630-20480771452,174879.0,PEN,Soles,2026-03-09T00:00:00-05:00
ocds-dgv273-seacev3-2026-200124-1,ocds-dgv273-seacev3-2026-200124-1-2026-04-01T10:14:47.462575-05:00,1190630-20487831477,233750.0,PEN,Soles,2026-03-09T00:00:00-05:00
ocds-dgv273-seacev3-2026-200374-5,ocds-dgv273-seacev3-2026-200374-5-2026-04-01T10:14:46.635364-05:00,1189237-20604290881,57872.03,PEN,Soles,2026-03-04T00:00:00-05:00
ocds-dgv273-seacev3-1190415,ocds-dgv273-seacev3-1190415-2026-04-01T10:14:44.498267-05:00,1190415-L0611180110,138390.0,USD,Dólar Norteamericano,2026-03-13T00:00:00-05:00
ocds-dgv273-seacev3-1189577,ocds-dgv273-seacev3-1189577-2026-04-01T10:14:44.429076-05:00,1189577-20100241022,79000.0,PEN,Soles,2026-03-05T00:00:00-05:00
ocds-dgv273-seacev3-1189517,ocds-dgv273-seacev3-1189517-2026-04-01T10:14:44.200168-05:00,1189517-20600111150,116500.0,PEN,Soles,2026-03-04T00:00:00-05:00
ocds-dgv273-seacev3-2026-10151-18,ocds-dgv273-seacev3-2026-10151-18-2026-04-01T10:14:42.405860-05:00,1187718-20500333414,57841.55,PEN,Soles,2026-02-27T00:00:00-05:00
ocds-dgv273-seacev3-1187670,ocds-dgv273-seacev3-1187670-2026-04-01T10:14:42.261148-05:00,1187670-20609932636,175078.8,PEN,Soles,2026-02-26T00:00:00-05:00
ocds-dgv273-seacev3-2026-1714-1,ocds-dgv273-seacev3-2026-1714-1-2026-04-01T10:14:42.230406-05:00,1188596-1768323,4895126.01,PEN,Soles,2026-03-03T00:00:00-05:00
ocds-dgv273-seacev3-2026-652-1,ocds-dgv273-seacev3-2026-652-1-2026-04-01T10:14:42.215523-05:00,1188556-20453701191,89109.5,PEN,Soles,2026-03-03T17:32:22-05:00
ocds-dgv273-seacev3-1187262,ocds-dgv273-seacev3-1187262-2026-04-01T10:14:36.633346-05:00,1187262-1768784,19702895.05,PEN,Soles,2026-03-03T00:00:00-05:00
ocds-dgv273-seacev3-1187262,ocds-dgv273-seacev3-1187262-2026-04-01T10:14:36.633346-05:00,1187262-1768786,14885666.05,PEN,Soles,2026-03-03T00:00:00-05:00
ocds-dgv273-seacev3-1187262,ocds-dgv273-seacev3-1187262-2026-04-01T10:14:36.633346-05:00,1187262-1768810,15957846.24,PEN,Soles,2026-03-03T00:00:00-05:00
ocds-dgv273-seacev3-1187262,ocds-dgv273-seacev3-1187262-2026-04-01T10:14:36.633346-05:00,1187262-20565738951,5080268.74,PEN,Soles,2026-03-03T00:00:00-05:00
ocds-dgv273-seacev3-1187262,ocds-dgv273-seacev3-1187262-2026-04-01T10:14:36.633346-05:00,1187262-20568059825,4464331.99,PEN,Soles,2026-03-03T00:00:00-05:00
ocds-dgv273-seacev3-1187262,ocds-dgv273-seacev3-1187262-2026-04-01T10:14:36.633346-05:00,1187262-20568119828,1543695.37,PEN,Soles,2026-03-03T00:00:00-05:00
ocds-dgv273-seacev3-1187262,ocds-dgv273-seacev3-1187262-2026-04-01T10:14:36.633346-05:00,1187262-20568143290,10207000.29,PEN,Soles,2026-03-03T00:00:00-05:00
ocds-dgv273-seacev3-1187262,ocds-dgv273-seacev3-1187262-2026-04-01T10:14:36.633346-05:00,1187262-20609511851,4150215.44,PEN,Soles,2026-03-03T00:00:00-05:00
ocds-dgv273-seacev3-1187262,ocds-dgv273-seacev3-1187262-2026-04-01T10:14:36.633346-05:00,1187262-20610065571,1925719.04,PEN,Soles,2026-03-03T00:00:00-05:00
ocds-dgv273-seacev3-1187262,ocds-dgv273-seacev3-1187262-2026-04-01T10:14:36.633346-05:00,1187262-20610390880,1279514.71,PEN,Soles,2026-03-03T00:00:00-05:00
ocds-dgv273-seacev3-1187262,ocds-dgv273-seacev3-1187262-2026-04-01T10:14:36.633346-05:00,1187262-20611309954,3270049.1,PEN,Soles,2026-03-03T00:00:00-05:00
ocds-dgv273-seacev3-1187262,ocds-dgv273-seacev3-1187262-2026-04-01T10:14:36.633346-05:00,1187262-20612178195,12461981.129999999,PEN,Soles,2026-03-03T00:00:00-05:00
ocds-dgv273-seacev3-1187262,ocds-dgv273-seacev3-1187262-2026-04-01T10:14:36.633346-05:00,1187262-20612856860,3196449.4,PEN,Soles,2026-03-03T00:00:00-05:00
ocds-dgv273-seacev3-1190877,ocds-dgv273-seacev3-1190877-2026-04-01T10:14:34.523841-05:00,1190877-20332970411,44665.95,USD,Dólar Norteamericano,2026-03-13T00:00:00-05:00
ocds-dgv273-seacev3-2026-1952-35,ocds-dgv273-seacev3-2026-1952-35-2026-04-01T10:14:32.828333-05:00,1195662-10479922051,54000.0,PEN,Soles,2026-03-16T00:00:00-05:00
ocds-dgv273-seacev3-2026-1717-2,ocds-dgv273-seacev3-2026-1717-2-2026-04-01T10:14:32.673805-05:00,1191601-20601927111,67132.8,PEN,Soles,2026-03-12T00:00:00-05:00
ocds-dgv273-seacev3-1190028,ocds-dgv273-seacev3-1190028-2026-04-01T10:14:31.958360-05:00,1190028-20517318168,262078.0,PEN,Soles,2026-03-23T00:00:00-05:00
ocds-dgv273-seacev3-2026-552-3,ocds-dgv273-seacev3-2026-552-3-2026-04-01T10:14:31.561408-05:00,1190058-20527637628,158700.0,PEN,Soles,2026-03-11T00:00:00-05:00
ocds-dgv273-seacev3-2026-1476-1,ocds-dgv273-seacev3-2026-1476-1-2026-04-01T10:14:30.843709-05:00,1187901-1768004,180396.89,PEN,Soles,2026-02-26T00:00:00-05:00
ocds-dgv273-seacev3-1193482,ocds-dgv273-seacev3-1193482-2026-04-01T10:14:30.510344-05:00,1193482-20100210909,427939.81,USD,Dólar Norteamericano,2026-03-18T00:00:00-05:00
ocds-dgv273-seacev3-2026-696-2,ocds-dgv273-seacev3-2026-696-2-2026-04-01T10:14:30.400835-05:00,1187512-20608188020,40922.8,PEN,Soles,2026-02-24T00:00:00-05:00
ocds-dgv273-seacev3-2026-51-108,ocds-dgv273-seacev3-2026-51-108-2026-04-01T10:14:25.345016-05:00,1190153-20518759079,222053.78,PEN,Soles,2026-03-06T00:00:00-05:00
ocds-dgv273-seacev3-2026-108794-5,ocds-dgv273-seacev3-2026-108794-5-2026-04-01T10:14:25.232977-05:00,1190252-20449314868,65835.0,PEN,Soles,2026-03-10T09:52:45-05:00
ocds-dgv273-seacev3-1190670,ocds-dgv273-seacev3-1190670-2026-04-01T10:14:24.740714-05:00,1190670-20534912600,759925.54,PEN,Soles,2026-03-05T00:00:00-05:00
ocds-dgv273-seacev3-2026-51-16,ocds-dgv273-seacev3-2026-51-16-2026-04-01T10:14:24.372682-05:00,1189478-20449458436,463431.9,PEN,Soles,2026-03-02T00:00:00-05:00
