Open Contracting ID,Entrega compilada:ID de Entrega,Entrega compilada:Adjudicaciones:ID de Adjudicación,Entrega compilada:Adjudicaciones:Artículos Adjudicados:ID,compiledRelease/awards/0/items/0/position,Entrega compilada:Adjudicaciones:Artículos Adjudicados:Descripción,compiledRelease/awards/0/items/0/statusDetails,compiledRelease/awards/0/items/0/status,Entrega compilada:Adjudicaciones:Artículos Adjudicados:Clasificación:ID,Entrega compilada:Adjudicaciones:Artículos Adjudicados:Clasificación:Descripción,Entrega compilada:Adjudicaciones:Artículos Adjudicados:Clasificación:Esquema,Entrega compilada:Adjudicaciones:Artículos Adjudicados:Cantidad,compiledRelease/awards/0/items/0/totalValue/amount,compiledRelease/awards/0/items/0/totalValue/currency,compiledRelease/awards/0/items/0/totalValue/currencyName,Entrega compilada:Adjudicaciones:Artículos Adjudicados:Unidad:ID,Entrega compilada:Adjudicaciones:Artículos Adjudicados:Unidad:Nombre,Entrega compilada:Adjudicaciones:Artículos Adjudicados:Unidad:Esquema
ocds-dgv273-seacev3-2026-212-8,ocds-dgv273-seacev3-2026-212-8-2026-09-11T10:23:40.796766-05:00,1187528-1766790,21201378,1,"consultoría de supervisión de obra, para el proyecto: ¿MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE RURAL EN LA LOCALIDAD DE CASCAY DE CENTRO POBLADO CASCAY DISTRITO DE ANRA DE LA PROVINCIA DE HUARI DEL DEPARTAMENTO DE ANCASH¿ PRIMERA ETAPA",CONTRATADO,active,8110151500362884,SUPERVISION DE OBRA DE AMPLIACION DE RESERVORIOS DE AGUA POTABLE,CUBSO,1.0,151437.66,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1185679,ocds-dgv273-seacev3-1185679-2026-09-11T10:23:28.812784-05:00,1185679-20311069072,21199182,1,LECHE EVAPORADA ENTERA,CONTRATADO,active,5013170200307453,LECHE EVAPORADA ENTERA X 400 g  APROX.,CUBSO,70272.0,272620.36,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1185679,ocds-dgv273-seacev3-1185679-2026-09-11T10:23:28.812784-05:00,1185679-20613443526,21199183,2,"HOJUELAS DE KIWICHA, MAÍZ BLAN-CO, CHUFLA, SOYA Y SÉMOLA",CONTRATADO,active,5019210900393074,"HOJUELAS PRECOCIDA DE QUINUA, MIJO, KIWICHA HARINA DE TARWI  FORTIFICADAS CON VITAMINAS Y MINERALES.",CUBSO,21277.56,170220.0,PEN,Soles,18,Kilogramo,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1189566,ocds-dgv273-seacev3-1189566-2026-09-11T10:23:18.447940-05:00,1189566-20608081390,21206372,1,"EJECUCIÓN DE OBRA DENOMINADA: RENOVACION DE SISTEMA DE ABASTECIMIENTO DE AGUA POTABLE; CONSTRUCCION DE SISTEMA DE ABASTECIMIENTO DE AGUA POTABLE; EN EL(LA) RED DE AGUA POTABLE TRES ESQUINAS EN EL CENTRO POBLADO TRES ESQUINAS, DISTRITO DE SUBTANJALLA,",CONTRATADO,active,7214112100379726,CONSTRUCCION DE REDES DE AGUA POTABLE Y ALCANTARILLADO,CUBSO,1.0,169573.66,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1191516,ocds-dgv273-seacev3-1191516-2026-09-11T10:23:18.141620-05:00,1191516-20601025869,21211582,1,"CONTRATACIÓN DEL SERVICIO DE EJECUCIÓN DE LA IOARR: ¿RENOVACIÓN DE ALCANTARILLADO PLUVIAL; EN EL(LA) ALCANTARILLA ENTRE LAS CA. JOSÉ MARÍA ARGUEDAS Y CA. ANDRÉS AVELINO CACERES DE CIUDAD CONSTITUCIÓN DISTRITO DE CONSTITUCION, PROVINCIA OXAPAMPA, DEPA",CONTRATADO,active,7214112000372678,CONSTRUCCION DE ALCANTARILLAS,CUBSO,1.0,86227.8,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-2026-1731-31,ocds-dgv273-seacev3-2026-1731-31-2026-09-11T10:23:17.652620-05:00,1187287-20600423607,21200840,1,SERVICIO DE ALQUILER DE CAMIÓN VOLQUETE PARA LA OBRA \tMEJORAMIENTO DEL SERVICIO DE LA MOVILIDAD URBANA DE LAS URBANIZACIONES SAUL CANTORAL Y VALLECITO DEL DISTRITO DE JULIACA - PROVINCIA DE SAN ROMÁN - DEPARTAMENTO DE PUNO CON CUI N° 2560133,CONTRATADO,active,7810180500232933,SERVICIO DE ALQUILER DE CAMION VOLQUETE,CUBSO,1.0,176580.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1248060,ocds-dgv273-seacev3-1248060-2026-09-10T10:20:31.425577-05:00,1248060-20602526675,21364874,1,ADQUISICION DE INFOGRAFIA DE CAPACTITACION DE PERSONAL EG 2026,CONTRATADO,active,6012100800322671,AFICHE INFORMATIVO DE CAPACITACION,CUBSO,996.0,76969.2,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1244568,ocds-dgv273-seacev3-1244568-2026-09-10T10:20:26.220442-05:00,1244568-10251808967,21356085,1,"CONTRATACIÓN DEL SERVICIO DE CONSULTORÍA PARA LA SUPERVISIÓN DE LA OBRA: MEJORAMIENTO SERVICIO EDUCATIVO DEL NIVEL PRIMARIO Y SECUNDARIO EN LA INSTITUCION EDUCATIVA NUESTRA SRA DE FATIMA DEL DISTRITO DE EL TAMBO, PROVINCIA DE HUANCAYO, REGION JUNIN, CON CUI 2377329",CONSENTIDO,active,8110150800362877,SUPERVISION DE OBRA DE AMPLIACION DE CENTROS EDUCATIVOS,CUBSO,1.0,1319381.11,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1190781,ocds-dgv273-seacev3-1190781-2026-09-10T10:20:23.360913-05:00,1190781-1768508,21209889,1,"Ejecución de la IOARR: ¿RENOVACION DE PANEL INFORMATIVO; EN EL(LA) EN EL PATRONATO DEL PARQUE DE LAS LEYENDAS DISTRITO DE SAN MIGUEL, PROVINCIA LIMA, DEPARTAMENTO LIMA DISTRITO DE SAN MIGUEL, PROVINCIA LIMA, DEPARTAMENTO LIMA",CONTRATADO,active,7212141100391326,CONSTRUCCION DE INFRAESTRUCTURA TURISTICA,CUBSO,1.0,275799.52,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-2026-176869-3,ocds-dgv273-seacev3-2026-176869-3-2026-09-10T10:20:01.324475-05:00,1188553-20393884054,21203805,1,"CONTRATACIÓN DEL SERVICIO DE ALIMENTACIÓN DE CONSUMO HUMANO PARA PERSONAL PNP DE LA DUE, UNEME, ESCUADRON VERDE Y USE PNP UCAYALI PNP DE LA REGION POLICIAL UCAYALI",CONTRATADO,active,9111160300225304,SERVICIO DE CONCESIONARIO (A) DE ALIMENTOS,CUBSO,1.0,374283.86,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1190521,ocds-dgv273-seacev3-1190521-2026-09-10T10:20:00.891303-05:00,1190521-20605941371,21209117,1,CONTRATACIÓN DE SERVICIO DE INJERTADO DE CACAO INCLUYE VARAS YEMERAS A TODO COSTO PARA EL PROYECTO,CONTRATADO,active,7011160100375942,SERVICIO DE INJERTADO DE PLANTON DE CACAO - THEOBROMA CACAO,CUBSO,1.0,450000.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-2026-200-12,ocds-dgv273-seacev3-2026-200-12-2026-09-10T10:19:50.295858-05:00,1190404-1769530,21208765,1,"MEJORAMIENTO DEL SERVICIO DE PRÁCTICA DEPORTIVA Y/O RECREATIVA EN AREA RECREATIVA UBICADA EN LA MZ J LOTE 1 FRENTE A LA AV. VILLARREAL (CARRETERA BUENAVISTA - MOJON)  DE CENTRO POBLADO BUENA VISTA ALTA DISTRITO DE BUENA VISTA ALTA DE LA PROVINCIA DE CASMA DEL DEPARTAMENTO DE ANCASH, CUI 2648430",CONTRATADO,active,7215310200233127,CONSTRUCCION DE LOSA DEPORTIVA,CUBSO,1.0,693158.87,PEN,Soles,25,M2,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1229434,ocds-dgv273-seacev3-1229434-2026-09-10T10:19:43.042292-05:00,1229434-1806657,21317983,1,CONTRATACIÓN DE LA EJECUCIÓN Y FINANCIAMIENTO DEL PROYECTO DE INVERSIÓN: AMPLIACION DEL SERVICIO DE SUMINISTRO ELÉCTRICO DOMICILIARIO EN ZONAS URBANAS EN MEDIANTE EL SISTEMA CONVENCIONAL EN PICHARI CAPITAL DISTRITO DE PICHARI DE LA PROVINCIA DE LA CO,CONTRATADO,active,7215150200364783,AMPLIACION DE REDES DE DISTRIBUCION ELECTRICA AEREA DE BAJA TENSION,CUBSO,1.0,5101094.46,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1247828,ocds-dgv273-seacev3-1247828-2026-09-10T10:19:40.646401-05:00,1247828-20602143016,21364418,1,SERVICIO DE TRANSPORTE Y TRASLADO DE CARGA TERRESTRE NACIONAL PARA LAS OFICINAS REGIONALES DE COORDINACIÓN ¿ EG 2026,CONTRATADO,active,7810180200232499,SERVICIO DE TRANSPORTE DE CARGA TERRESTRE NACIONAL,CUBSO,1.0,90209.76,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-2026-1694-1,ocds-dgv273-seacev3-2026-1694-1-2026-09-10T10:19:38.798056-05:00,1190989-1769825,21210364,1,HOJUELA DE AVENA PRECOCIDA ENRIQUECIDA CON VITAMINAS Y MINERALES,CONTRATADO,active,5022110100002693,HOJUELA PRECOCIDA DE AVENA,CUBSO,14800.0,96200.0,PEN,Soles,18,Kilogramo,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-2026-1694-1,ocds-dgv273-seacev3-2026-1694-1-2026-09-10T10:19:38.798056-05:00,1190989-20601927111,21210365,2,LECHE EVAPORADA ENTERA X 410 GR,CONTRATADO,active,5013170200307453,LECHE EVAPORADA ENTERA X 400 g  APROX.,CUBSO,14845.0,65318.0,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-2026-200202-1,ocds-dgv273-seacev3-2026-200202-1-2026-09-10T10:19:38.617030-05:00,1188576-20404553292,21204054,1,ADQUISICION DE COMBUSTIBLE PARA LOS ESTABLECIMIENTOS DE SALUD DE LA RED HUANUCO,CONTRATADO,active,,,,6095.0,88377.5,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1186598,ocds-dgv273-seacev3-1186598-2026-09-10T10:19:38.534927-05:00,1186598-20525089917,21197897,1,"CONTRATACION PARA LA EJECUCION DE OBRA: RENOVACION DE PAVIMENTO; EN EL(LA) EN LA ZONA 42 EN EL CENTRO POBLADO LA VICTORIA, DISTRITO DE LA VICTORIA, PROVINCIA LIMA, DEPARTAMENTO LIMA CON CUI Nº 2705259",CONTRATADO,active,7214100300342329,MEJORAMIENTO DE PISTAS Y VEREDAS,CUBSO,1.0,2523389.16,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1187808,ocds-dgv273-seacev3-1187808-2026-09-10T10:19:38.359247-05:00,1187808-20548938768,21201949,1,CONTRATACIÓN DE LA EJECUCIÓN DE LA IOARR REPARACION DE SENDERO Y AREA VERDE EN EL LA AMBIENTE DEL TAPIR EN EL PARQUE DE LAS LEYENDAS - SEDE HUACHIPA DISTRITO DE ATE PROVINCIA LIMA DEPARTAMENTO LIMA CON CUI 2667973,CONSENTIDO,active,7212141100391326,CONSTRUCCION DE INFRAESTRUCTURA TURISTICA,CUBSO,1.0,465175.61,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1187808,ocds-dgv273-seacev3-1187808-2026-09-10T10:19:38.359247-05:00,1187808-20605066713,21201949,1,CONTRATACIÓN DE LA EJECUCIÓN DE LA IOARR REPARACION DE SENDERO Y AREA VERDE EN EL LA AMBIENTE DEL TAPIR EN EL PARQUE DE LAS LEYENDAS - SEDE HUACHIPA DISTRITO DE ATE PROVINCIA LIMA DEPARTAMENTO LIMA CON CUI 2667973,CONTRATADO,active,7212141100391326,CONSTRUCCION DE INFRAESTRUCTURA TURISTICA,CUBSO,1.0,465175.61,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1190966,ocds-dgv273-seacev3-1190966-2026-09-10T10:19:28.242180-05:00,1190966-20609302012,21210279,1,"CONTRATACIÓN DE SERVICIO DE REUBICACION DE POSTES DE LUZ DE BAJA Y MEDIANA TENSION (A TODO COSTO) PARA EL PROYECTO: II ETAPA ""CREACION DEL SERVICIO DE MOVILIDAD URBANA EN LA ASOCIACION 09 DE DICIEMBRE, MICAELA BASTIDAS, INTEGRACION PICHARI Y PROLONGA",CONTRATADO,active,,,,48.0,145000.0,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-2026-1313-2,ocds-dgv273-seacev3-2026-1313-2-2026-09-10T10:19:15.461436-05:00,1191939-20521188244,21212568,1,ADQUISICIÓN DE DIESEL B5-S50,CONTRATADO,active,1510150500233280,DIESEL B5 S-50,CUBSO,13280.0,237579.0,PEN,Soles,13,Galon,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-2026-1313-2,ocds-dgv273-seacev3-2026-1313-2-2026-09-10T10:19:15.461436-05:00,1191939-20521188244,21212569,2,ADQUISICIÓN DE GASOHOL REGULAR,CONTRATADO,active,1510150600390516,GASOHOL REGULAR,CUBSO,3770.49,63260.0,PEN,Soles,13,Galon,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1244204,ocds-dgv273-seacev3-1244204-2026-09-09T10:24:31.716630-05:00,1244204-20603786301,21355287,1,SERVICIO DE ALQUILER DE COMPUTADORA PARA OFICINA,CONTRATADO,active,8116180100232695,SERVICIO DE ALQUILER DE COMPUTADORA DE ESCRITORIO,CUBSO,1.0,71116.7,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1214612,ocds-dgv273-seacev3-1214612-2026-09-09T10:24:27.297155-05:00,1214612-10283144475,21273918,1,SERVICIO DE MANTENIMIENTO DE SISTEMA DE RIEGO,CONTRATADO,active,7017170900360092,SERVICIO DE MANTENIMIENTO DE SISTEMA DE RIEGO,CUBSO,1.0,24000.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1190734,ocds-dgv273-seacev3-1190734-2026-09-09T10:24:27.256211-05:00,1190734-1769902,21209646,1,CONTRATACIÓN PARA LA EJECUCIÓN DE LA OBRA: MEJORAMIENTO DEL SERVICIOS DE ESPACIOS PÚBLICOS URBANOS EN PLAZA CIVICA SANTA ROSA DISTRITO DE MASISEA DE LA PROVINCIA DE CORONEL PORTILLO DEL DEPARTAMENTO DE UCAYALI- CUI N° 2664056,CONTRATADO,active,7214112800364494,REMODELACION DE PARQUES Y PLAZAS,CUBSO,1.0,2184378.0,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1194048,ocds-dgv273-seacev3-1194048-2026-09-09T10:24:27.239525-05:00,1194048-1770969,21218049,1,"CONTRATACIÓN DE CONSULTORÍA DE OBRA PARA SUPERVISIÓN DE DISEÑO Y CONSTRUCCIÓN DEL SALDO DE OBRA: MEJORAMIENTO Y AMPLIACION DEL ESTADIO MUNICIPAL COLON DEL DISTRITO DE LLATA - PROVINCIA DE HUAMALIES - DEPARTAMENTO DE HUANUCO, CUI 2505917",CONTRATADO,active,8110150800357780,SUPERVISION DE OBRA DE CONSTRUCCION DE INFRAESTRUCTURA DEPORTIVA,CUBSO,1.0,464508.9,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-2026-99-2,ocds-dgv273-seacev3-2026-99-2-2026-09-09T10:24:27.005938-05:00,1190163-10167059380,21208372,1,"ADQUISICIÓN DE COMBUSTIBLE DIESEL B5 S50 UV PARA LAS UNIDADES VEHICULARES DE LA MUNICIPALIDAD DISTRITAL DE FLORIDA, PROVINCIA DE BONGARÁ, REGIÓN AMAZONAS¿ PÉRIODO FISCAL 2026",CONTRATADO,active,1510150500233280,DIESEL B5 S-50,CUBSO,10449.0,182857.5,PEN,Soles,13,Galon,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-2026-2384-4,ocds-dgv273-seacev3-2026-2384-4-2026-09-09T10:24:26.929073-05:00,1189889-20100257298,21207205,1,SULFATO DE ALUMINIO TIPO A  X 1000 KG,CONTRATADO,active,1235231100024770,SULFATO DE ALUMINIO TIPO B,CUBSO,3150000.0,5612670.0,PEN,Soles,18,Kilogramo,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-2026-1735-17,ocds-dgv273-seacev3-2026-1735-17-2026-09-09T10:24:04.945734-05:00,1186793-1770577,21200395,1,"CONTRATACION DE LA EJECUCION DE LA OBRA: ""MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE MOVILIDAD URBANA EN LAS VÍAS LOCALES DE LOS BARRIOS JOSE CARLOS MARIATEGUI, VISTA ALEGRE Y SANTA BARBARA SECTOR I DE LA CIUDAD DE YUNGUYO DEL DISTRITO DE YUNGUYO DE",CONTRATADO,active,7214110600393491,SERVICIO DE REPARACION DE VIAS VECINALES,CUBSO,1.0,3998264.43,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1198436,ocds-dgv273-seacev3-1198436-2026-09-09T10:23:54.084412-05:00,1198436-20602522998,21228582,1,ADQUISICIÓN DE PLANCHAS DE FIBROCEMENTO Y PLANCHAS DE POLIPROPILENO ULTRA RESISTENTE TRASLUCIDO PARA LA COBERTURA DE GALPONES Y COBERTIZOS EN LOS CASERIOS DE INTERVENCION PARA LA EJECUCION DE LOS DIFERENTES PLANES DE NEGOCIO DE LAS CADENAS PRODUCTIVA,CONTRATADO,active,3016150300392447,PLANCHA DE FIBROCEMENTO DE 10mm X 1.22 m X 2.44 m,CUBSO,3212.0,258489.6,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1247442,ocds-dgv273-seacev3-1247442-2026-09-09T10:23:49.448931-05:00,1247442-20469028314,21363181,1,SERVICIO DE TRANSPORTE Y TRASLADO DE CARGA TERRESTRE NACIONAL EG 2026,CONTRATADO,active,7810180200232499,SERVICIO DE TRANSPORTE DE CARGA TERRESTRE NACIONAL,CUBSO,1.0,157368.76,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1243948,ocds-dgv273-seacev3-1243948-2026-09-09T10:23:23.303337-05:00,1243948-20603724519,21354599,1,SERVICIO DE INSTALACION DE EQUIPO DE AIRE ACONDICIONADO,CONTRATADO,active,7210151100230216,SERVICIO DE INSTALACION DE EQUIPOS DE AIRE ACONDICIONADO,CUBSO,1.0,129860.0,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1187297,ocds-dgv273-seacev3-1187297-2026-09-09T10:23:19.287195-05:00,1187297-1812459,21200917,24,ASEO Y LIMPIEZA AREA HOSPITALARIA - AYACUCHO,CONSENTIDO,active,7611150100390420,SERVICIO DE LIMPIEZA DE AREAS ADMINISTRATIVAS U OFICINAS.,CUBSO,36.0,6482381.4,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1187297,ocds-dgv273-seacev3-1187297-2026-09-09T10:23:19.287195-05:00,1187297-20100362598,21200870,6,ASEO Y LIMPIEZA AREA HOSPITALARIA - LAMBAYEQUE,CONSENTIDO,active,7611150100390420,SERVICIO DE LIMPIEZA DE AREAS ADMINISTRATIVAS U OFICINAS.,CUBSO,36.0,49870833.48,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1187297,ocds-dgv273-seacev3-1187297-2026-09-09T10:23:19.287195-05:00,1187297-20100362598,21200871,10,ASEO Y LIMPIEZA AREA HOSPITALARIA - LA LIBERTAD,CONSENTIDO,active,7611150100390420,SERVICIO DE LIMPIEZA DE AREAS ADMINISTRATIVAS U OFICINAS.,CUBSO,36.0,51011656.2,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1187297,ocds-dgv273-seacev3-1187297-2026-09-09T10:23:19.287195-05:00,1187297-20100362598,21200892,13,ASEO Y LIMPIEZA AREA HOSPITALARIA - AREQUIPA,CONSENTIDO,active,7611150100390420,SERVICIO DE LIMPIEZA DE AREAS ADMINISTRATIVAS U OFICINAS.,CUBSO,36.0,34596567.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1187297,ocds-dgv273-seacev3-1187297-2026-09-09T10:23:19.287195-05:00,1187297-20100362598,21200896,3,ASEO Y LIMPIEZA AREA HOSPITALARIA - REBAGLIATI,CONSENTIDO,active,7611150100390420,SERVICIO DE LIMPIEZA DE AREAS ADMINISTRATIVAS U OFICINAS.,CUBSO,36.0,132014526.48,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1187297,ocds-dgv273-seacev3-1187297-2026-09-09T10:23:19.287195-05:00,1187297-20100362598,21200897,2,ASEO Y LIMPIEZA AREA HOSPITALARIA - ALMENARA,CONSENTIDO,active,7611150100390420,SERVICIO DE LIMPIEZA DE AREAS ADMINISTRATIVAS U OFICINAS.,CUBSO,36.0,123385656.6,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1187297,ocds-dgv273-seacev3-1187297-2026-09-09T10:23:19.287195-05:00,1187297-20100362598,21200898,1,ASEO Y LIMPIEZA AREA HOSPITALARIA - SABOGAL,CONSENTIDO,active,7611150100390420,SERVICIO DE LIMPIEZA DE AREAS ADMINISTRATIVAS U OFICINAS.,CUBSO,36.0,89100522.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1187297,ocds-dgv273-seacev3-1187297-2026-09-09T10:23:19.287195-05:00,1187297-20100362598,21200900,17,ASEO Y LIMPIEZA AREA HOSPITALARIA - ICA,CONSENTIDO,active,7611150100390420,SERVICIO DE LIMPIEZA DE AREAS ADMINISTRATIVAS U OFICINAS.,CUBSO,36.0,36940323.6,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1187297,ocds-dgv273-seacev3-1187297-2026-09-09T10:23:19.287195-05:00,1187297-20609481791,21200904,21,ASEO Y LIMPIEZA AREA HOSPITALARIA - JUNIN,CONSENTIDO,active,7611150100390420,SERVICIO DE LIMPIEZA DE AREAS ADMINISTRATIVAS U OFICINAS.,CUBSO,36.0,27037470.24,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1187297,ocds-dgv273-seacev3-1187297-2026-09-09T10:23:19.287195-05:00,1187297-20609481791,21200867,5,ASEO Y LIMPIEZA AREA HOSPITALARIA - PIURA,CONSENTIDO,active,7611150100390420,SERVICIO DE LIMPIEZA DE AREAS ADMINISTRATIVAS U OFICINAS.,CUBSO,36.0,21791400.84,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1187297,ocds-dgv273-seacev3-1187297-2026-09-09T10:23:19.287195-05:00,1187297-20609481791,21200868,16,ASEO Y LIMPIEZA AREA HOSPITALARIA - PUNO,CONSENTIDO,active,7611150100390420,SERVICIO DE LIMPIEZA DE AREAS ADMINISTRATIVAS U OFICINAS.,CUBSO,36.0,13136196.24,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1187297,ocds-dgv273-seacev3-1187297-2026-09-09T10:23:19.287195-05:00,1187297-20609481791,21200869,22,ASEO Y LIMPIEZA AREA HOSPITALARIA - PASCO,CONSENTIDO,active,7611150100390420,SERVICIO DE LIMPIEZA DE AREAS ADMINISTRATIVAS U OFICINAS.,CUBSO,36.0,7483614.48,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1187297,ocds-dgv273-seacev3-1187297-2026-09-09T10:23:19.287195-05:00,1187297-20609481791,21200912,9,ASEO Y LIMPIEZA AREA HOSPITALARIA - AMAZONAS,CONSENTIDO,active,7611150100390420,SERVICIO DE LIMPIEZA DE AREAS ADMINISTRATIVAS U OFICINAS.,CUBSO,36.0,6378533.64,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1187297,ocds-dgv273-seacev3-1187297-2026-09-09T10:23:19.287195-05:00,1187297-20609481791,21200893,15,ASEO Y LIMPIEZA AREA HOSPITALARIA - TACNA,CONSENTIDO,active,7611150100390420,SERVICIO DE LIMPIEZA DE AREAS ADMINISTRATIVAS U OFICINAS.,CUBSO,36.0,10283856.48,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1187297,ocds-dgv273-seacev3-1187297-2026-09-09T10:23:19.287195-05:00,1187297-20609481791,21200894,18,ASEO Y LIMPIEZA AREA HOSPITALARIA - CUSCO,CONSENTIDO,active,7611150100390420,SERVICIO DE LIMPIEZA DE AREAS ADMINISTRATIVAS U OFICINAS.,CUBSO,36.0,23063238.72,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1187297,ocds-dgv273-seacev3-1187297-2026-09-09T10:23:19.287195-05:00,1187297-20609481791,21200895,8,ASEO Y LIMPIEZA AREA HOSPITALARIA - CAJAMARCA,CONSENTIDO,active,7611150100390420,SERVICIO DE LIMPIEZA DE AREAS ADMINISTRATIVAS U OFICINAS.,CUBSO,36.0,8006696.64,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1187297,ocds-dgv273-seacev3-1187297-2026-09-09T10:23:19.287195-05:00,1187297-20609481791,21200899,11,ASEO Y LIMPIEZA AREA HOSPITALARIA - ANCASH,CONSENTIDO,active,7611150100390420,SERVICIO DE LIMPIEZA DE AREAS ADMINISTRATIVAS U OFICINAS.,CUBSO,36.0,12061606.32,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1187297,ocds-dgv273-seacev3-1187297-2026-09-09T10:23:19.287195-05:00,1187297-20609481791,21200901,19,ASEO Y LIMPIEZA AREA HOSPITALARIA - APURIMAC,CONSENTIDO,active,7611150100390420,SERVICIO DE LIMPIEZA DE AREAS ADMINISTRATIVAS U OFICINAS.,CUBSO,36.0,12140398.08,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1187297,ocds-dgv273-seacev3-1187297-2026-09-09T10:23:19.287195-05:00,1187297-20609481791,21200902,28,ASEO Y LIMPIEZA AREA HOSPITALARIA - JULIACA,CONSENTIDO,active,7611150100390420,SERVICIO DE LIMPIEZA DE AREAS ADMINISTRATIVAS U OFICINAS.,CUBSO,36.0,14289864.12,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1187297,ocds-dgv273-seacev3-1187297-2026-09-09T10:23:19.287195-05:00,1187297-20609481791,21200903,31,ASEO Y LIMPIEZA AREA HOSPITALARIA - INCOR,CONSENTIDO,active,7611150100390420,SERVICIO DE LIMPIEZA DE AREAS ADMINISTRATIVAS U OFICINAS.,CUBSO,36.0,13129332.48,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida
