Open Contracting ID,Entrega compilada:ID de Entrega,Entrega compilada:Adjudicaciones:ID de Adjudicación,Entrega compilada:Adjudicaciones:Artículos Adjudicados:ID,Entrega compilada:Adjudicaciones:Artículos Adjudicados:Clasificaciones adicionales:ID,Entrega compilada:Adjudicaciones:Artículos Adjudicados:Clasificaciones adicionales:Descripción,Entrega compilada:Adjudicaciones:Artículos Adjudicados:Clasificaciones adicionales:Esquema,_mes_origen
ocds-dgv273-seacev3-2026-10484-1,ocds-dgv273-seacev3-2026-10484-1-2026-06-04T10:35:21.647235-05:00,1196870-20541393651,21224878,83121703.0,Servicios relacionados con Internet,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1200405,ocds-dgv273-seacev3-1200405-2026-06-04T10:35:21.452668-05:00,1200405-20532593248,21235005,80161504.0,Servicios de oficina,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-10484-3,ocds-dgv273-seacev3-2026-10484-3-2026-06-04T10:35:21.408154-05:00,1200588-20608823337,21235306,92101501.0,Servicios de vigilancia,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1196236,ocds-dgv273-seacev3-1196236-2026-06-04T10:35:21.331288-05:00,1196236-1777928,21223256,81101508.0,Ingeniería arquitectónica,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1194777,ocds-dgv273-seacev3-1194777-2026-06-04T10:35:11.488124-05:00,1194777-20602939881,21219856,78111804.0,Servicios de taxi,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-200248-6,ocds-dgv273-seacev3-2026-200248-6-2026-06-04T10:35:11.444401-05:00,1199173-20601829607,21230936,72141003.0,Servicios de mantenimiento de pistas y carreteras,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-10405-1,ocds-dgv273-seacev3-2026-10405-1-2026-06-04T10:35:11.428279-05:00,1199329-20123704585,21231209,25101901.0,Tractores agrícolas,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-200139-1,ocds-dgv273-seacev3-2026-200139-1-2026-06-04T10:35:11.178108-05:00,1199996-20539144201,21233227,92101501.0,Servicios de vigilancia,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1200135,ocds-dgv273-seacev3-1200135-2026-06-04T10:35:11.064763-05:00,1200135-10469644788,21233817,78111808.0,Alquiler de vehículos,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1194211,ocds-dgv273-seacev3-1194211-2026-06-04T10:35:10.761144-05:00,1194211-10712293913,21218405,80131502.0,Alquiler de instalaciones comerciales o industriales,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1211209,ocds-dgv273-seacev3-1211209-2026-06-04T10:35:01.045651-05:00,1211209-20559641571,21264878,49121603.0,Catres plegables para campamento,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-200248-8,ocds-dgv273-seacev3-2026-200248-8-2026-06-04T10:35:00.657257-05:00,1199231-1778128,21230984,72141003.0,Servicios de mantenimiento de pistas y carreteras,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-200248-7,ocds-dgv273-seacev3-2026-200248-7-2026-06-04T10:35:00.640820-05:00,1199212-20601829607,21230957,72141003.0,Servicios de mantenimiento de pistas y carreteras,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1197507,ocds-dgv273-seacev3-1197507-2026-06-04T10:35:00.249124-05:00,1197507-1780714,21226442,73152108.0,Servicio de reparación y mantenimiento de equipo eléctrico,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1200970,ocds-dgv273-seacev3-1200970-2026-06-04T10:35:00.203475-05:00,1200970-20614485311,21236376,78111808.0,Alquiler de vehículos,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-2543-193,ocds-dgv273-seacev3-2026-2543-193-2026-06-04T10:34:59.562159-05:00,1194302-20377339461,21218760,51241505.0,Solución salina balanceada/bicarbonato/dextrosa/glutatión,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1195020,ocds-dgv273-seacev3-1195020-2026-06-04T10:34:59.459387-05:00,1195020-1777455,21220768,81101510.0,Ingeniería de carreteras,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-2543-588,ocds-dgv273-seacev3-2026-2543-588-2026-06-04T10:34:59.361884-05:00,1198117-20611135301,21227853,78101802.0,Servicios de transporte regional o nacional en camión,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-200192-316,ocds-dgv273-seacev3-2026-200192-316-2026-06-04T10:34:59.306930-05:00,1194943-20348511824,21220348,53102799.0,Uniformes,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-200192-316,ocds-dgv273-seacev3-2026-200192-316-2026-06-04T10:34:59.306930-05:00,1194943-20600822668,21220526,53102799.0,Uniformes,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-200192-316,ocds-dgv273-seacev3-2026-200192-316-2026-06-04T10:34:59.306930-05:00,1194943-20601328624,21220907,53101602.0,Camisas para caballeros,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1201439,ocds-dgv273-seacev3-1201439-2026-06-04T10:34:59.034964-05:00,1201439-20611570334,21237767,73152108.0,Servicio de reparación y mantenimiento de equipo eléctrico,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1199136,ocds-dgv273-seacev3-1199136-2026-06-04T10:34:49.279829-05:00,1199136-10454889571,21230901,30121601.0,Asfalto,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1193219,ocds-dgv273-seacev3-1193219-2026-06-04T10:34:49.227539-05:00,1193219-20100028698,21215760,22101526.0,Excavadoras sobre orugas,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-10568-6,ocds-dgv273-seacev3-2026-10568-6-2026-06-04T10:34:49.105963-05:00,1197270-1775998,21225648,72141003.0,Servicios de mantenimiento de pistas y carreteras,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-200190-160,ocds-dgv273-seacev3-2026-200190-160-2026-06-04T10:34:48.636338-05:00,1198465-20600414250,21228603,81101701.0,Servicios de ingeniería eléctrica,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1197196,ocds-dgv273-seacev3-1197196-2026-06-04T10:34:48.356649-05:00,1197196-1787129,21225531,72121203.0,Servicios de construcción de silos y de edificaciones para servicio agrícola,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-1510-16,ocds-dgv273-seacev3-2026-1510-16-2026-06-04T10:34:48.339066-05:00,1194561-1781645,21219492,81101510.0,Ingeniería de carreteras,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1201102,ocds-dgv273-seacev3-1201102-2026-06-04T10:34:47.745739-05:00,1201102-1778056,21236784,72121406.0,Servicios de construcción de escuelas,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-200248-5,ocds-dgv273-seacev3-2026-200248-5-2026-06-04T10:34:47.616695-05:00,1199227-20611079258,21230974,72141003.0,Servicios de mantenimiento de pistas y carreteras,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1200818,ocds-dgv273-seacev3-1200818-2026-06-04T10:34:38.021585-05:00,1200818-1779463,21235898,72141121.0,Servicios de construcción de tuberías principales de agua,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-200248-9,ocds-dgv273-seacev3-2026-200248-9-2026-06-04T10:34:37.708724-05:00,1199238-20601829607,21230996,72141003.0,Servicios de mantenimiento de pistas y carreteras,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1197658,ocds-dgv273-seacev3-1197658-2026-06-04T10:34:37.619738-05:00,1197658-1785984,21226539,81101508.0,Ingeniería arquitectónica,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1199123,ocds-dgv273-seacev3-1199123-2026-06-04T10:34:37.499462-05:00,1199123-10036828302,21230771,72121201.0,Servicios de construcción de granjas,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1203162,ocds-dgv273-seacev3-1203162-2026-06-04T10:34:36.912636-05:00,1203162-1780018,21244262,72141121.0,Servicios de construcción de tuberías principales de agua,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1198740,ocds-dgv273-seacev3-1198740-2026-06-04T10:34:36.746917-05:00,1198740-1778639,21229714,81101515.0,Ingeniería de infraestructura de plantas o instalaciones,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-200248-4,ocds-dgv273-seacev3-2026-200248-4-2026-06-04T10:34:35.836332-05:00,1199207-20611079258,21230949,72141003.0,Servicios de mantenimiento de pistas y carreteras,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1197157,ocds-dgv273-seacev3-1197157-2026-06-04T10:34:26.608497-05:00,1197157-1785435,21225429,72121203.0,Servicios de construcción de silos y de edificaciones para servicio agrícola,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1201600,ocds-dgv273-seacev3-1201600-2026-06-04T10:34:26.422487-05:00,1201600-20611570334,21238042,81101706.0,Mantenimiento de equipo de laboratorio,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1192752,ocds-dgv273-seacev3-1192752-2026-06-04T10:34:26.204766-05:00,1192752-1779988,21214633,81101508.0,Ingeniería arquitectónica,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1199533,ocds-dgv273-seacev3-1199533-2026-06-04T10:34:26.160387-05:00,1199533-10046318582,21231750,80131502.0,Alquiler de instalaciones comerciales o industriales,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1200981,ocds-dgv273-seacev3-1200981-2026-06-04T10:34:26.079783-05:00,1200981-20505110651,21236400,41116106.0,Tiras o papeles para pruebas de productos químicos,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-2543-600,ocds-dgv273-seacev3-2026-2543-600-2026-06-04T10:34:25.522518-05:00,1197934-20601539498,21227314,77111602.0,Servicios de descontaminación ambiental,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1200470,ocds-dgv273-seacev3-1200470-2026-06-04T10:34:25.094651-05:00,1200470-20480455453,21234922,50131702.0,Leche o productos de mantequilla estables sin refrigerar,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-877-1,ocds-dgv273-seacev3-2026-877-1-2026-06-04T10:34:14.256541-05:00,1194051-10284538787,21218055,81101515.0,Ingeniería de infraestructura de plantas o instalaciones,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1200153,ocds-dgv273-seacev3-1200153-2026-06-04T10:34:14.059567-05:00,1200153-1778590,21233820,81101515.0,Ingeniería de infraestructura de plantas o instalaciones,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1193827,ocds-dgv273-seacev3-1193827-2026-06-04T10:34:13.899193-05:00,1193827-20600989040,21217588,50131702.0,Leche o productos de mantequilla estables sin refrigerar,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1193827,ocds-dgv273-seacev3-1193827-2026-06-04T10:34:13.899193-05:00,1193827-20611902329,21217589,50221101.0,Granos de cereal,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-2000-46,ocds-dgv273-seacev3-2026-2000-46-2026-06-04T10:34:13.582910-05:00,1191365-1789899,21211169,78101803.0,Servicios de transporte de vehículos,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1197970,ocds-dgv273-seacev3-1197970-2026-06-03T10:34:56.964723-05:00,1197970-1783666,21227445,72121105.0,Servicios de construcción de centros comerciales y galerías,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1201372,ocds-dgv273-seacev3-1201372-2026-06-03T10:34:56.628301-05:00,1201372-1792587,21237713,81101508.0,Ingeniería arquitectónica,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1194312,ocds-dgv273-seacev3-1194312-2026-06-03T10:34:56.467656-05:00,1194312-1779814,21218786,72141001.0,Servicios de construcción de pistas y carreteras nuevas,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1199845,ocds-dgv273-seacev3-1199845-2026-06-03T10:34:56.429464-05:00,1199845-1781937,21232869,72141121.0,Servicios de construcción de tuberías principales de agua,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1201605,ocds-dgv273-seacev3-1201605-2026-06-03T10:34:55.884019-05:00,1201605-1780979,21238244,72153102.0,Servicios de construcción de campos deportivos interiores,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1194343,ocds-dgv273-seacev3-1194343-2026-06-03T10:34:55.545192-05:00,1194343-1775289,21218821,72121411.0,Servicio de construcción de centros para convenciones,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1200904,ocds-dgv273-seacev3-1200904-2026-06-03T10:34:55.473696-05:00,1200904-20604029997,21236256,72141003.0,Servicios de mantenimiento de pistas y carreteras,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1201260,ocds-dgv273-seacev3-1201260-2026-06-03T10:34:48.306733-05:00,1201260-10023910328,21237130,80131502.0,Alquiler de instalaciones comerciales o industriales,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1195870,ocds-dgv273-seacev3-1195870-2026-06-03T10:34:47.744792-05:00,1195870-1781783,21222620,76111501.0,Servicios de limpieza de edificios,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1194086,ocds-dgv273-seacev3-1194086-2026-06-03T10:34:47.506366-05:00,1194086-10107195756,21218111,80131502.0,Alquiler de instalaciones comerciales o industriales,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-705-8,ocds-dgv273-seacev3-2026-705-8-2026-06-03T10:34:36.599562-05:00,1194844-1781393,21219881,72141001.0,Servicios de construcción de pistas y carreteras nuevas,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-310-1,ocds-dgv273-seacev3-2026-310-1-2026-06-03T10:34:36.549629-05:00,1196991-1782040,21225020,72121101.0,Servicios de construcción de nuevos edificios comerciales y de oficinas,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-200085-1,ocds-dgv273-seacev3-2026-200085-1-2026-06-03T10:34:35.996120-05:00,1197797-20538403378,21227007,50131702.0,Leche o productos de mantequilla estables sin refrigerar,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1205266,ocds-dgv273-seacev3-1205266-2026-06-03T10:34:35.475240-05:00,1205266-1781745,21248726,72121501.0,Servicios de construcción de plantas químicas,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1200482,ocds-dgv273-seacev3-1200482-2026-06-03T10:34:25.939468-05:00,1200482-1780160,21234933,81101508.0,Ingeniería arquitectónica,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1199030,ocds-dgv273-seacev3-1199030-2026-06-03T10:34:25.860405-05:00,1199030-1777861,21230652,72121408.0,Servicios de construcción de estadios,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1200639,ocds-dgv273-seacev3-1200639-2026-06-03T10:34:25.746073-05:00,1200639-1782308,21235394,81101515.0,Ingeniería de infraestructura de plantas o instalaciones,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-200190-134,ocds-dgv273-seacev3-2026-200190-134-2026-06-03T10:34:25.619724-05:00,1201632-20600325346,21238299,78101803.0,Servicios de transporte de vehículos,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1201898,ocds-dgv273-seacev3-1201898-2026-06-03T10:34:25.477438-05:00,1201898-10166907271,21241219,72151502.0,Servicios de instalación de sistemas de energía eléctrica,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1198121,ocds-dgv273-seacev3-1198121-2026-06-03T10:34:24.781814-05:00,1198121-20527909059,21227671,56121704.0,Armarios para almacenamiento en instituciones,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-11-26,ocds-dgv273-seacev3-2026-11-26-2026-06-03T10:34:24.729448-05:00,1198568-20409401032,21229056,78111808.0,Alquiler de vehículos,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-1983-6,ocds-dgv273-seacev3-2026-1983-6-2026-06-03T10:34:24.653426-05:00,1198122-20560001861,21227672,92101501.0,Servicios de vigilancia,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-48-21,ocds-dgv273-seacev3-2026-48-21-2026-06-03T10:34:15.043245-05:00,1195862-20600225821,21222570,72121406.0,Servicios de construcción de escuelas,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1196548,ocds-dgv273-seacev3-1196548-2026-06-03T10:34:04.379496-05:00,1196548-1776439,21224056,72141505.0,Servicios de movimientos de tierras,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-1621-45,ocds-dgv273-seacev3-2026-1621-45-2026-06-03T10:34:03.751399-05:00,1199551-20418896915,21232138,84131612.0,Seguro de compensación laboral,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1195721,ocds-dgv273-seacev3-1195721-2026-06-03T10:34:03.699975-05:00,1195721-20550683645,21222356,72121406.0,Servicios de construcción de escuelas,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1195511,ocds-dgv273-seacev3-1195511-2026-06-03T10:34:03.293703-05:00,1195511-1775038,21221846,72141106.0,Servicios de construcción de caminos de grava o tierra,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1198219,ocds-dgv273-seacev3-1198219-2026-06-03T10:34:02.693872-05:00,1198219-10101356367,21228046,80131502.0,Alquiler de instalaciones comerciales o industriales,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1199011,ocds-dgv273-seacev3-1199011-2026-06-03T10:33:52.941415-05:00,1199011-20525250122,21230642,78111808.0,Alquiler de vehículos,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1192581,ocds-dgv273-seacev3-1192581-2026-06-03T10:33:52.931764-05:00,1192581-20600008812,21214060,50131702.0,Leche o productos de mantequilla estables sin refrigerar,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1199750,ocds-dgv273-seacev3-1199750-2026-06-03T10:33:52.881492-05:00,1199750-20574710937,21232734,72121406.0,Servicios de construcción de escuelas,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1193458,ocds-dgv273-seacev3-1193458-2026-06-03T10:33:51.680265-05:00,1193458-1773199,21216433,72141128.0,Servicio de remodelación  y/o construcción de plazas públicas,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1201412,ocds-dgv273-seacev3-1201412-2026-06-03T10:33:41.523318-05:00,1201412-1781718,21237714,81101508.0,Ingeniería arquitectónica,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1192441,ocds-dgv273-seacev3-1192441-2026-06-03T10:33:40.550820-05:00,1192441-1771486,21213904,81101515.0,Ingeniería de infraestructura de plantas o instalaciones,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-998-1,ocds-dgv273-seacev3-2026-998-1-2026-06-03T10:33:40.521963-05:00,1193025-20603398123,21215329,15101505.0,Diesel,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-998-1,ocds-dgv273-seacev3-2026-998-1-2026-06-03T10:33:40.521963-05:00,1193025-20573330499,21215329,15101505.0,Diesel,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1193599,ocds-dgv273-seacev3-1193599-2026-06-03T10:33:40.379381-05:00,1193599-1787207,21216873,81101508.0,Ingeniería arquitectónica,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1199895,ocds-dgv273-seacev3-1199895-2026-06-03T10:33:40.257472-05:00,1199895-20609971691,21233123,30141701.0,Capa de sellado de plancha de asfalto,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1199679,ocds-dgv273-seacev3-1199679-2026-06-03T10:33:40.226096-05:00,1199679-20611802499,21232503,50424501.0,Lentejas secas,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1199679,ocds-dgv273-seacev3-1199679-2026-06-03T10:33:40.226096-05:00,1199679-10722809012,21232503,50424501.0,Lentejas secas,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1197609,ocds-dgv273-seacev3-1197609-2026-06-03T10:33:40.211187-05:00,1197609-20100210909,21226479,78181847.0,Seguro especializado para aeronaves de ala fija,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-6-49,ocds-dgv273-seacev3-2026-6-49-2026-06-03T10:33:40.110648-05:00,1202039-1783218,21241434,26131801.0,Paneles de control eléctrico para generadores,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1198835,ocds-dgv273-seacev3-1198835-2026-06-03T10:33:39.910601-05:00,1198835-20487493059,21229999,81101508.0,Ingeniería arquitectónica,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1201364,ocds-dgv273-seacev3-1201364-2026-06-03T10:33:39.872123-05:00,1201364-20611570334,21237574,72151207.0,"Servicio de mantenimiento e instalación de HVAC calentamiento, enfriamiento y aire acondicionado.",UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1199240,ocds-dgv273-seacev3-1199240-2026-06-02T10:23:01.516167-05:00,1199240-20528976701,21231006,15101505.0,Diesel,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1216255,ocds-dgv273-seacev3-1216255-2026-05-31T10:15:02.423019-05:00,1216255-20490893254,21279598,24101601.0,Ascensores,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1210800,ocds-dgv273-seacev3-1210800-2026-05-31T10:15:01.338025-05:00,1210800-20541491318,21263569,82121504.0,Impresión tipográfica o serigrafía,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1201006,ocds-dgv273-seacev3-1201006-2026-05-31T10:14:58.528690-05:00,1201006-1790245,21236675,72121406.0,Servicios de construcción de escuelas,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1192732,ocds-dgv273-seacev3-1192732-2026-05-31T10:14:58.404159-05:00,1192732-20600481020,21214581,76111501.0,Servicios de limpieza de edificios,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1201570,ocds-dgv273-seacev3-1201570-2026-05-31T10:14:58.282396-05:00,1201570-20507852549,21238002,93131608.0,Servicios de suministro de alimentos,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-857-1,ocds-dgv273-seacev3-2026-857-1-2026-05-31T10:14:58.267308-05:00,1196219-20538403378,21223151,50131701.0,Leche fresca y productos de mantequilla,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1192211,ocds-dgv273-seacev3-1192211-2026-05-31T10:14:57.634445-05:00,1192211-20412214618,21213533,30111601.0,Cemento,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-200022-42,ocds-dgv273-seacev3-2026-200022-42-2026-05-31T10:14:50.791851-05:00,1201983-20605511393,21239625,92101501.0,Servicios de vigilancia,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-20002-44,ocds-dgv273-seacev3-2026-20002-44-2026-05-31T10:14:50.422369-05:00,1197647-20505110651,21226519,41116108.0,Kits o suministros para pruebas de coagulación,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-1112-11,ocds-dgv273-seacev3-2026-1112-11-2026-05-31T10:14:50.413475-05:00,1198058-1777857,21227567,72121407.0,Servicios de construcción de mausoleos,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1201730,ocds-dgv273-seacev3-1201730-2026-05-31T10:14:50.116115-05:00,1201730-20601921376,21238505,91111603.0,Servicios de cocina o preparación de comidas,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1199937,ocds-dgv273-seacev3-1199937-2026-05-31T10:14:49.956020-05:00,1199937-1785849,21233187,83101804.0,Servicios de transmisión de energía eléctrica,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1197494,ocds-dgv273-seacev3-1197494-2026-05-31T10:14:49.766062-05:00,1197494-1778271,21226194,72141121.0,Servicios de construcción de tuberías principales de agua,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1197976,ocds-dgv273-seacev3-1197976-2026-05-31T10:14:49.743847-05:00,1197976-1777976,21227479,81101510.0,Ingeniería de carreteras,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-28-81,ocds-dgv273-seacev3-2026-28-81-2026-05-31T10:14:49.626271-05:00,1200556-20515319574,21235220,80161801.0,Servicio de arrendamiento o alquiler de fotocopia,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-200013-2,ocds-dgv273-seacev3-2026-200013-2-2026-05-31T10:14:49.552204-05:00,1184681-20607882291,21195424,91111603.0,Servicios de cocina o preparación de comidas,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-200013-2,ocds-dgv273-seacev3-2026-200013-2-2026-05-31T10:14:49.552204-05:00,1193094-20613914146,21215515,91111603.0,Servicios de cocina o preparación de comidas,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-200013-2,ocds-dgv273-seacev3-2026-200013-2-2026-05-31T10:14:49.552204-05:00,1193094-10334170689,21215515,91111603.0,Servicios de cocina o preparación de comidas,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-209149-4,ocds-dgv273-seacev3-2026-209149-4-2026-05-31T10:14:40.394154-05:00,1199799-10225213629,21232752,80101604.0,Administración o planificación de proyectos,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-1252-1,ocds-dgv273-seacev3-2026-1252-1-2026-05-31T10:14:39.812391-05:00,1199762-20100027021,21232733,22101526.0,Excavadoras sobre orugas,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1201841,ocds-dgv273-seacev3-1201841-2026-05-31T10:14:39.646458-05:00,1201841-20101102204,21241081,42201712.0,Unidades de ecografía o ecografía de pulso o doppler o ultrasonido médico para uso diagnóstico general,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1195119,ocds-dgv273-seacev3-1195119-2026-05-31T10:14:39.578439-05:00,1195119-20100041953,21221029,78181847.0,Seguro especializado para aeronaves de ala fija,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1190940,ocds-dgv273-seacev3-1190940-2026-05-31T10:14:39.365679-05:00,1190940-20505120451,21210223,72121008.0,Servicios de construcción y remodelación de almacenes,UNSPSC,2026-03_seace_v3_csv_es
