Open Contracting ID,Entrega compilada:ID de Entrega,Entrega compilada:Fuentes:ID,Entrega compilada:Fuentes:Nombre,Entrega compilada:Fuentes:URL,_mes_origen
ocds-dgv273-seacev3-1189108,ocds-dgv273-seacev3-1189108-2026-04-02T10:14:33.040659-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1189110,ocds-dgv273-seacev3-1189110-2026-04-02T10:14:31.318444-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-200302-10,ocds-dgv273-seacev3-2026-200302-10-2026-04-02T10:14:31.112433-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1189205,ocds-dgv273-seacev3-1189205-2026-04-02T10:14:29.915025-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1185975,ocds-dgv273-seacev3-1185975-2026-04-02T10:14:29.023956-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1184406,ocds-dgv273-seacev3-1184406-2026-04-02T10:14:28.970153-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1186737,ocds-dgv273-seacev3-1186737-2026-04-02T10:14:28.836657-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-144-4,ocds-dgv273-seacev3-2026-144-4-2026-04-02T10:14:28.826303-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1186667,ocds-dgv273-seacev3-1186667-2026-04-02T10:14:28.768724-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1187818,ocds-dgv273-seacev3-1187818-2026-04-02T10:14:28.388888-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-104-2,ocds-dgv273-seacev3-2026-104-2-2026-04-02T10:14:24.042624-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1189872,ocds-dgv273-seacev3-1189872-2026-04-02T10:14:23.816027-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1189520,ocds-dgv273-seacev3-1189520-2026-04-02T10:14:23.800078-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-10601-1,ocds-dgv273-seacev3-2026-10601-1-2026-04-02T10:14:23.773448-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-1877-4,ocds-dgv273-seacev3-2026-1877-4-2026-04-02T10:14:23.439355-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1191577,ocds-dgv273-seacev3-1191577-2026-04-02T10:14:22.977082-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-926-1,ocds-dgv273-seacev3-2026-926-1-2026-04-02T10:14:22.495780-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1191934,ocds-dgv273-seacev3-1191934-2026-04-02T10:14:22.212247-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1192124,ocds-dgv273-seacev3-1192124-2026-04-02T10:14:21.406576-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1195013,ocds-dgv273-seacev3-1195013-2026-04-02T10:14:21.362975-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1190186,ocds-dgv273-seacev3-1190186-2026-04-02T10:14:19.583340-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1191195,ocds-dgv273-seacev3-1191195-2026-04-02T10:14:19.437652-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1187472,ocds-dgv273-seacev3-1187472-2026-04-02T10:14:18.498000-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1187714,ocds-dgv273-seacev3-1187714-2026-04-02T10:14:18.059466-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1186265,ocds-dgv273-seacev3-1186265-2026-04-02T10:14:18.040819-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1190972,ocds-dgv273-seacev3-1190972-2026-04-02T10:14:12.424269-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-713-1,ocds-dgv273-seacev3-2026-713-1-2026-04-02T10:14:12.409655-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1197476,ocds-dgv273-seacev3-1197476-2026-04-02T10:14:11.809526-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-2000-7,ocds-dgv273-seacev3-2026-2000-7-2026-04-02T10:14:11.616698-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1190853,ocds-dgv273-seacev3-1190853-2026-04-02T10:14:10.955030-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-1689-5,ocds-dgv273-seacev3-2026-1689-5-2026-04-02T10:14:10.422985-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-10049-16,ocds-dgv273-seacev3-2026-10049-16-2026-04-02T10:14:10.342060-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1191619,ocds-dgv273-seacev3-1191619-2026-04-02T10:14:10.102249-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-90-2,ocds-dgv273-seacev3-2026-90-2-2026-04-02T10:14:09.469047-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-90229-0,ocds-dgv273-seacev3-2026-90229-0-2026-04-02T10:14:09.427433-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-1003000934-1,ocds-dgv273-seacev3-2026-1003000934-1-2026-04-02T10:14:09.316048-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1188637,ocds-dgv273-seacev3-1188637-2026-04-02T10:14:05.803821-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-1468-7,ocds-dgv273-seacev3-2026-1468-7-2026-04-01T10:15:21.640680-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1189629,ocds-dgv273-seacev3-1189629-2026-04-01T10:15:21.239917-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1189581,ocds-dgv273-seacev3-1189581-2026-04-01T10:15:17.038355-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-200374-4,ocds-dgv273-seacev3-2026-200374-4-2026-04-01T10:15:16.821764-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1190396,ocds-dgv273-seacev3-1190396-2026-04-01T10:15:16.577966-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1187162,ocds-dgv273-seacev3-1187162-2026-04-01T10:15:16.158283-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1186722,ocds-dgv273-seacev3-1186722-2026-04-01T10:15:14.952121-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1187781,ocds-dgv273-seacev3-1187781-2026-04-01T10:15:14.586267-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1187118,ocds-dgv273-seacev3-1187118-2026-04-01T10:15:14.532440-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1191119,ocds-dgv273-seacev3-1191119-2026-04-01T10:15:10.358170-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-127816-2,ocds-dgv273-seacev3-2026-127816-2-2026-04-01T10:15:10.143999-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1190736,ocds-dgv273-seacev3-1190736-2026-04-01T10:15:09.580256-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1188228,ocds-dgv273-seacev3-1188228-2026-04-01T10:15:08.523275-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1191766,ocds-dgv273-seacev3-1191766-2026-04-01T10:15:07.814190-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1191509,ocds-dgv273-seacev3-1191509-2026-04-01T10:15:06.938540-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1190541,ocds-dgv273-seacev3-1190541-2026-04-01T10:15:05.539107-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-1116-6,ocds-dgv273-seacev3-2026-1116-6-2026-04-01T10:15:03.757720-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1187894,ocds-dgv273-seacev3-1187894-2026-04-01T10:15:03.629377-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1189831,ocds-dgv273-seacev3-1189831-2026-04-01T10:14:59.505419-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1189266,ocds-dgv273-seacev3-1189266-2026-04-01T10:14:58.289837-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1190834,ocds-dgv273-seacev3-1190834-2026-04-01T10:14:57.890046-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1190016,ocds-dgv273-seacev3-1190016-2026-04-01T10:14:57.635887-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1189446,ocds-dgv273-seacev3-1189446-2026-04-01T10:14:57.201386-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1190410,ocds-dgv273-seacev3-1190410-2026-04-01T10:14:57.113094-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-326-21,ocds-dgv273-seacev3-2026-326-21-2026-04-01T10:14:57.096016-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1191686,ocds-dgv273-seacev3-1191686-2026-04-01T10:14:55.488396-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-10536-4,ocds-dgv273-seacev3-2026-10536-4-2026-04-01T10:14:54.953284-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1190772,ocds-dgv273-seacev3-1190772-2026-04-01T10:14:54.743581-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-1164-8,ocds-dgv273-seacev3-2026-1164-8-2026-04-01T10:14:54.725076-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1190977,ocds-dgv273-seacev3-1190977-2026-04-01T10:14:54.511932-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-200374-8,ocds-dgv273-seacev3-2026-200374-8-2026-04-01T10:14:54.410660-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1191511,ocds-dgv273-seacev3-1191511-2026-04-01T10:14:54.219696-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1188661,ocds-dgv273-seacev3-1188661-2026-04-01T10:14:53.811926-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-803-2,ocds-dgv273-seacev3-2026-803-2-2026-04-01T10:14:53.486867-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1190932,ocds-dgv273-seacev3-1190932-2026-04-01T10:14:53.265519-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1188257,ocds-dgv273-seacev3-1188257-2026-04-01T10:14:52.860103-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1187805,ocds-dgv273-seacev3-1187805-2026-04-01T10:14:52.816404-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-1052-8,ocds-dgv273-seacev3-2026-1052-8-2026-04-01T10:14:52.798580-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-1514-4,ocds-dgv273-seacev3-2026-1514-4-2026-04-01T10:14:52.755504-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1189053,ocds-dgv273-seacev3-1189053-2026-04-01T10:14:52.740181-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1188264,ocds-dgv273-seacev3-1188264-2026-04-01T10:14:52.488618-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1186883,ocds-dgv273-seacev3-1186883-2026-04-01T10:14:51.815205-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-1245-4,ocds-dgv273-seacev3-2026-1245-4-2026-04-01T10:14:51.537253-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1188949,ocds-dgv273-seacev3-1188949-2026-04-01T10:14:48.273007-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-200124-1,ocds-dgv273-seacev3-2026-200124-1-2026-04-01T10:14:47.462575-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-200374-5,ocds-dgv273-seacev3-2026-200374-5-2026-04-01T10:14:46.635364-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1190415,ocds-dgv273-seacev3-1190415-2026-04-01T10:14:44.498267-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1189577,ocds-dgv273-seacev3-1189577-2026-04-01T10:14:44.429076-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1189517,ocds-dgv273-seacev3-1189517-2026-04-01T10:14:44.200168-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-10151-18,ocds-dgv273-seacev3-2026-10151-18-2026-04-01T10:14:42.405860-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-02_seace_v3_csv_es
