Open Contracting ID,Entrega compilada:ID de Entrega,Entrega compilada:Adjudicaciones:ID de Adjudicación,Entrega compilada:Adjudicaciones:Valor:Monto,Entrega compilada:Adjudicaciones:Valor:Moneda,Entrega compilada:Adjudicaciones:Valor:Nombre de Moneda,Entrega compilada:Adjudicaciones:Fecha de adjudicación,_mes_origen
ocds-dgv273-seacev3-1203109,ocds-dgv273-seacev3-1203109-2026-06-24T10:31:10.139726-05:00,1203109-1778403,367704.89,PEN,Soles,2026-04-07T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1221268,ocds-dgv273-seacev3-1221268-2026-06-24T10:31:03.091994-05:00,1221268-1797093,260671.1,PEN,Soles,2026-06-01T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1201685,ocds-dgv273-seacev3-1201685-2026-06-24T10:31:00.562548-05:00,1201685-10775336001,393000.0,PEN,Soles,2026-05-04T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1199663,ocds-dgv273-seacev3-1199663-2026-06-24T10:31:00.465207-05:00,1199663-1787063,1655457.81,PEN,Soles,2026-05-19T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-200195-97,ocds-dgv273-seacev3-2026-200195-97-2026-06-24T10:31:00.319155-05:00,1193652-20601792517,98000.0,PEN,Soles,2026-05-14T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1199453,ocds-dgv273-seacev3-1199453-2026-06-24T10:31:00.197589-05:00,1199453-20107589989,77595.0,PEN,Soles,2026-05-25T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1199453,ocds-dgv273-seacev3-1199453-2026-06-24T10:31:00.197589-05:00,1199453-20536390201,71000.0,PEN,Soles,2026-05-25T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1199453,ocds-dgv273-seacev3-1199453-2026-06-24T10:31:00.197589-05:00,1199453-20600413571,112250.0,PEN,Soles,2026-05-25T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1199453,ocds-dgv273-seacev3-1199453-2026-06-24T10:31:00.197589-05:00,1199453-20604767513,74800.0,PEN,Soles,2026-05-25T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1199453,ocds-dgv273-seacev3-1199453-2026-06-24T10:31:00.197589-05:00,1199453-20606441038,41250.0,PEN,Soles,2026-05-25T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1199453,ocds-dgv273-seacev3-1199453-2026-06-24T10:31:00.197589-05:00,1199453-20610490981,56600.0,PEN,Soles,2026-05-25T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1195313,ocds-dgv273-seacev3-1195313-2026-06-24T10:30:59.666051-05:00,1195313-20541491318,73920.93,PEN,Soles,2026-04-16T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1213864,ocds-dgv273-seacev3-1213864-2026-06-24T10:30:50.595604-05:00,1213864-10418930697,108000.0,PEN,Soles,2026-05-19T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1200247,ocds-dgv273-seacev3-1200247-2026-06-24T10:30:48.904301-05:00,1200247-20602250807,109997.0,PEN,Soles,2026-06-01T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1198486,ocds-dgv273-seacev3-1198486-2026-06-24T10:30:48.789332-05:00,1198486-20542694638,322868.0,PEN,Soles,2026-04-13T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1198486,ocds-dgv273-seacev3-1198486-2026-06-24T10:30:48.789332-05:00,1198486-20490971824,307580.0,PEN,Soles,2026-04-13T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1198387,ocds-dgv273-seacev3-1198387-2026-06-24T10:30:48.548146-05:00,1198387-10710403657,344612.79,PEN,Soles,2026-05-14T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-28-100,ocds-dgv273-seacev3-2026-28-100-2026-06-24T10:30:38.338529-05:00,1201882-20546561497,531480.0,PEN,Soles,2026-05-13T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1192603,ocds-dgv273-seacev3-1192603-2026-06-24T10:30:38.004441-05:00,1192603-1777305,1808004.43,PEN,Soles,2026-04-24T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1211844,ocds-dgv273-seacev3-1211844-2026-06-24T10:30:33.667160-05:00,1211844-1786899,404582.28,PEN,Soles,2026-05-04T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-2525-33,ocds-dgv273-seacev3-2026-2525-33-2026-06-24T10:30:27.340178-05:00,1192305-1780427,6089242.0,PEN,Soles,2026-05-12T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-2525-33,ocds-dgv273-seacev3-2026-2525-33-2026-06-24T10:30:27.340178-05:00,1192305-20541280538,916431.09,PEN,Soles,2026-05-12T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-2525-33,ocds-dgv273-seacev3-2026-2525-33-2026-06-24T10:30:27.340178-05:00,1192305-20607249939,918252.4,PEN,Soles,2026-05-12T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1192495,ocds-dgv273-seacev3-1192495-2026-06-24T10:30:27.321866-05:00,1192495-1783131,660990.0,PEN,Soles,2026-05-07T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1192384,ocds-dgv273-seacev3-1192384-2026-06-24T10:30:27.301692-05:00,1192384-20527786461,820154.16,PEN,Soles,2026-05-14T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1202094,ocds-dgv273-seacev3-1202094-2026-06-24T10:30:27.115837-05:00,1202094-1780604,248364.6,PEN,Soles,2026-04-14T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-372-5,ocds-dgv273-seacev3-2026-372-5-2026-06-24T10:30:27.063942-05:00,1195575-20603096828,2675598.0,PEN,Soles,2026-05-18T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1200084,ocds-dgv273-seacev3-1200084-2026-06-24T10:30:17.303755-05:00,1200084-20610307818,199897.94,PEN,Soles,2026-04-29T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1200346,ocds-dgv273-seacev3-1200346-2026-06-24T10:30:17.250758-05:00,1200346-1776997,1234000.0,PEN,Soles,2026-03-31T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1200346,ocds-dgv273-seacev3-1200346-2026-06-24T10:30:17.250758-05:00,1200346-20480044071,414000.0,PEN,Soles,2026-03-31T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1199560,ocds-dgv273-seacev3-1199560-2026-06-24T10:30:17.109804-05:00,1199560-20603713703,157500.0,PEN,Soles,2026-06-03T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1194319,ocds-dgv273-seacev3-1194319-2026-06-24T10:30:16.884673-05:00,1194319-1784222,36447317.52,PEN,Soles,2026-05-06T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1199588,ocds-dgv273-seacev3-1199588-2026-06-24T10:30:16.568670-05:00,1199588-20605127801,183000.0,PEN,Soles,2026-04-29T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-695-5,ocds-dgv273-seacev3-2026-695-5-2026-06-24T10:30:04.691419-05:00,1198999-1784957,11634354.0,PEN,Soles,2026-04-29T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1199941,ocds-dgv273-seacev3-1199941-2026-06-24T10:30:04.670472-05:00,1199941-10483644243,310000.0,PEN,Soles,2026-04-14T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1199941,ocds-dgv273-seacev3-1199941-2026-06-24T10:30:04.670472-05:00,1199941-20394001113,315256.0,PEN,Soles,2026-05-26T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1193106,ocds-dgv273-seacev3-1193106-2026-06-24T10:30:04.436115-05:00,1193106-20601258812,100857.48,PEN,Soles,2026-03-09T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1193231,ocds-dgv273-seacev3-1193231-2026-06-24T10:30:04.383288-05:00,1193231-1773359,8191877.46,PEN,Soles,2026-03-24T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1200449,ocds-dgv273-seacev3-1200449-2026-06-24T10:30:04.366677-05:00,1200449-1789979,1797185.57,PEN,Soles,2026-06-18T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1193645,ocds-dgv273-seacev3-1193645-2026-06-23T10:16:33.519030-05:00,1193645-20615149587,227734.0,PEN,Soles,2026-03-18T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1196274,ocds-dgv273-seacev3-1196274-2026-06-22T10:04:17.796170-05:00,1196274-1777351,241525.43,PEN,Soles,2026-04-14T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-185233-24,ocds-dgv273-seacev3-2026-185233-24-2026-06-21T10:12:26.008679-05:00,1200291-10449114359,80000.0,PEN,Soles,2026-05-19T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1190951,ocds-dgv273-seacev3-1190951-2026-06-21T10:12:25.878792-05:00,1190951-1786620,474594.24,PEN,Soles,2026-05-18T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-185233-36,ocds-dgv273-seacev3-2026-185233-36-2026-06-21T10:12:25.637784-05:00,1200850-10443195641,81000.0,PEN,Soles,2026-05-19T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1193691,ocds-dgv273-seacev3-1193691-2026-06-21T10:12:25.560107-05:00,1193691-1784496,575990.26,PEN,Soles,2026-04-29T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1198340,ocds-dgv273-seacev3-1198340-2026-06-21T10:12:25.422143-05:00,1198340-20603085192,367800.0,PEN,Soles,2026-04-16T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1194187,ocds-dgv273-seacev3-1194187-2026-06-21T10:12:16.088873-05:00,1194187-20501887286,164310.0,PEN,Soles,2026-06-17T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1200898,ocds-dgv273-seacev3-1200898-2026-06-21T10:12:15.966500-05:00,1200898-10731779797,72000.0,PEN,Soles,2026-05-19T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-185233-22,ocds-dgv273-seacev3-2026-185233-22-2026-06-21T10:12:15.911489-05:00,1200804-10450761619,54000.0,PEN,Soles,2026-05-19T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1200010,ocds-dgv273-seacev3-1200010-2026-06-21T10:12:15.784418-05:00,1200010-1778580,565003.06,PEN,Soles,2026-04-13T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-1209-8,ocds-dgv273-seacev3-2026-1209-8-2026-06-21T10:12:15.766456-05:00,1198856-1787000,2112442.71,PEN,Soles,2026-05-21T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-10461-2,ocds-dgv273-seacev3-2026-10461-2-2026-06-21T10:12:15.698213-05:00,1196808-20607400301,144000.0,PEN,Soles,2026-04-13T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-1995-77,ocds-dgv273-seacev3-2026-1995-77-2026-06-21T10:12:15.669025-05:00,1201710-20604103836,450872.23,PEN,Soles,2026-05-12T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-2543-430,ocds-dgv273-seacev3-2026-2543-430-2026-06-21T10:12:15.647584-05:00,1200227-20608151771,1140000.0,PEN,Soles,2026-05-15T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1197809,ocds-dgv273-seacev3-1197809-2026-06-21T10:12:15.483422-05:00,1197809-1792619,168804.9,PEN,Soles,2026-05-26T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1200894,ocds-dgv273-seacev3-1200894-2026-06-21T10:12:15.342661-05:00,1200894-1787048,6181891.0,PEN,Soles,2026-05-14T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1218353,ocds-dgv273-seacev3-1218353-2026-06-21T10:12:07.089629-05:00,1218353-20603096755,50050.0,PEN,Soles,2026-05-27T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1199137,ocds-dgv273-seacev3-1199137-2026-06-21T10:12:06.229182-05:00,1199137-1779436,336828.83,PEN,Soles,2026-04-16T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-200302-36,ocds-dgv273-seacev3-2026-200302-36-2026-06-21T10:12:06.181293-05:00,1202051-10415740871,61548.8,PEN,Soles,2026-04-17T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-200302-36,ocds-dgv273-seacev3-2026-200302-36-2026-06-21T10:12:06.181293-05:00,1202051-1781702,62592.0,PEN,Soles,2026-05-27T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1207076,ocds-dgv273-seacev3-1207076-2026-06-21T10:12:06.106907-05:00,1207076-1785781,856669.0,PEN,Soles,2026-05-05T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-185233-21,ocds-dgv273-seacev3-2026-185233-21-2026-06-21T10:12:06.068343-05:00,1200778-10455643690,54000.0,PEN,Soles,2026-05-19T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1199184,ocds-dgv273-seacev3-1199184-2026-06-21T10:12:06.015747-05:00,1199184-1793978,452158.3,PEN,Soles,2026-05-26T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-200351-2,ocds-dgv273-seacev3-2026-200351-2-2026-06-21T10:12:05.749547-05:00,1195274-1786580,3161070.0,PEN,Soles,2026-05-04T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1194029,ocds-dgv273-seacev3-1194029-2026-06-21T10:12:05.711024-05:00,1194029-20605701435,905116.9,PEN,Soles,2026-05-04T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1203909,ocds-dgv273-seacev3-1203909-2026-06-21T10:12:05.655697-05:00,1203909-20611379057,520000.0,PEN,Soles,2026-05-08T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1223375,ocds-dgv273-seacev3-1223375-2026-06-21T10:12:00.196296-05:00,1223375-1799684,1752960.0,PEN,Soles,2026-06-08T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1200325,ocds-dgv273-seacev3-1200325-2026-06-21T10:11:56.374463-05:00,1200325-10423323651,231200.0,PEN,Soles,2026-04-23T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-1962-7,ocds-dgv273-seacev3-2026-1962-7-2026-06-21T10:11:56.209958-05:00,1196674-20504979092,333690.4,PEN,Soles,2026-05-26T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-200404-6,ocds-dgv273-seacev3-2026-200404-6-2026-06-21T10:11:56.096361-05:00,1192438-20613896563,1006560.0,PEN,Soles,2026-04-17T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-200404-6,ocds-dgv273-seacev3-2026-200404-6-2026-06-21T10:11:56.096361-05:00,1192438-20554249184,1055520.0,PEN,Soles,2026-04-17T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1200100,ocds-dgv273-seacev3-1200100-2026-06-21T10:11:56.082979-05:00,1200100-10403762704,50000.0,PEN,Soles,2026-04-22T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-1647-1,ocds-dgv273-seacev3-2026-1647-1-2026-06-21T10:11:56.027275-05:00,1201656-1787603,6215788.85,PEN,Soles,2026-05-07T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1200275,ocds-dgv273-seacev3-1200275-2026-06-21T10:11:55.991192-05:00,1200275-10022784051,754540.0,PEN,Soles,2026-06-03T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1200692,ocds-dgv273-seacev3-1200692-2026-06-21T10:11:55.551832-05:00,1200692-20600531370,234035.2,PEN,Soles,2026-04-14T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1192268,ocds-dgv273-seacev3-1192268-2026-06-21T10:11:55.457984-05:00,1192268-1780269,9174391.56,PEN,Soles,2026-04-20T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1192268,ocds-dgv273-seacev3-1192268-2026-06-21T10:11:55.457984-05:00,1192268-1780211,9414911.31,PEN,Soles,2026-04-20T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-200082-10,ocds-dgv273-seacev3-2026-200082-10-2026-06-20T10:19:13.084767-05:00,1200941-20600606884,70000.0,PEN,Soles,2026-04-24T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1197803,ocds-dgv273-seacev3-1197803-2026-06-20T10:19:12.762539-05:00,1197803-1783134,550000.0,PEN,Soles,2026-05-05T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1206004,ocds-dgv273-seacev3-1206004-2026-06-20T10:19:12.431076-05:00,1206004-20608388100,183233.31,PEN,Soles,2026-04-23T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-200485-2,ocds-dgv273-seacev3-2026-200485-2-2026-06-20T10:19:03.254624-05:00,1201582-20568567570,76242.0,PEN,Soles,2026-04-15T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1207590,ocds-dgv273-seacev3-1207590-2026-06-20T10:19:03.061109-05:00,1207590-10799993487,69950.0,PEN,Soles,2026-05-29T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1187172,ocds-dgv273-seacev3-1187172-2026-06-20T10:19:02.919971-05:00,1187172-20611336285,135000.0,PEN,Soles,2026-04-21T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-200485-3,ocds-dgv273-seacev3-2026-200485-3-2026-06-20T10:18:52.440802-05:00,1201607-20600170857,91783.0,PEN,Soles,2026-04-15T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-1033-1,ocds-dgv273-seacev3-2026-1033-1-2026-06-20T10:18:52.423197-05:00,1201106-1780877,295893.93,PEN,Soles,2026-05-21T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-200485-4,ocds-dgv273-seacev3-2026-200485-4-2026-06-20T10:18:52.309698-05:00,1201586-20568567570,96359.0,PEN,Soles,2026-04-15T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-190-3,ocds-dgv273-seacev3-2026-190-3-2026-06-20T10:18:51.982288-05:00,1192991-1771875,199138.53,PEN,Soles,2026-03-16T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-200485-5,ocds-dgv273-seacev3-2026-200485-5-2026-06-20T10:18:51.914058-05:00,1201590-20600170857,133178.0,PEN,Soles,2026-04-17T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1213414,ocds-dgv273-seacev3-1213414-2026-06-20T10:18:44.368177-05:00,1213414-20615391752,1515400.27,PEN,Soles,2026-05-15T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-603-3,ocds-dgv273-seacev3-2026-603-3-2026-06-20T10:18:41.757010-05:00,1196003-20601710316,69282.0,PEN,Soles,2026-04-10T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-10247-120,ocds-dgv273-seacev3-2026-10247-120-2026-06-20T10:18:41.560162-05:00,1191801-1771485,67190.0,PEN,Soles,2026-03-19T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1197999,ocds-dgv273-seacev3-1197999-2026-06-20T10:18:41.455149-05:00,1197999-1783910,611284.32,PEN,Soles,2026-05-22T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1197750,ocds-dgv273-seacev3-1197750-2026-06-20T10:18:41.378596-05:00,1197750-1776786,501550.57,PEN,Soles,2026-05-12T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-857-4,ocds-dgv273-seacev3-2026-857-4-2026-06-20T10:18:41.263627-05:00,1198555-1785240,619530.0,PEN,Soles,2026-05-12T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1219952,ocds-dgv273-seacev3-1219952-2026-06-20T10:18:31.417982-05:00,1219952-20612526924,103000.0,PEN,Soles,2026-06-01T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1195676,ocds-dgv273-seacev3-1195676-2026-06-20T10:18:30.676751-05:00,1195676-20607571890,59728.4,PEN,Soles,2026-06-01T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-2543-721,ocds-dgv273-seacev3-2026-2543-721-2026-06-20T10:18:30.581238-05:00,1196571-99999999999,750000.0,PEN,Soles,2026-05-05T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-2543-721,ocds-dgv273-seacev3-2026-2543-721-2026-06-20T10:18:30.581238-05:00,1196571-20519374499,976200.0,PEN,Soles,2026-05-05T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-1891-7,ocds-dgv273-seacev3-2026-1891-7-2026-06-20T10:18:30.375143-05:00,1198682-20101704352,336738.19,PEN,Soles,2026-05-19T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-1891-7,ocds-dgv273-seacev3-2026-1891-7-2026-06-20T10:18:30.375143-05:00,1198682-20600531370,247868.4,PEN,Soles,2026-05-19T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1192790,ocds-dgv273-seacev3-1192790-2026-06-20T10:18:20.718936-05:00,1192790-20511037001,111570.0,PEN,Soles,2026-03-18T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1192497,ocds-dgv273-seacev3-1192497-2026-06-20T10:18:20.221910-05:00,1192497-1779688,8083984.2,PEN,Soles,2026-04-29T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-200485-6,ocds-dgv273-seacev3-2026-200485-6-2026-06-20T10:18:19.913134-05:00,1201612-20600170857,76315.0,PEN,Soles,2026-04-15T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1197559,ocds-dgv273-seacev3-1197559-2026-06-20T10:18:19.897518-05:00,1197559-20613289918,448880.0,PEN,Soles,2026-04-13T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-200485-7,ocds-dgv273-seacev3-2026-200485-7-2026-06-20T10:18:19.861331-05:00,1201618-20602468586,114813.0,PEN,Soles,2026-04-15T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1193417,ocds-dgv273-seacev3-1193417-2026-06-20T10:18:19.675631-05:00,1193417-20603101503,478170.0,PEN,Soles,2026-04-20T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1196298,ocds-dgv273-seacev3-1196298-2026-06-20T10:18:19.620571-05:00,1196298-1792462,129000.0,PEN,Soles,2026-05-20T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1211136,ocds-dgv273-seacev3-1211136-2026-06-20T10:18:14.399966-05:00,1211136-20100041953,3078360.16,PEN,Soles,2026-05-22T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1201071,ocds-dgv273-seacev3-1201071-2026-06-20T10:18:09.589398-05:00,1201071-1781632,269000.0,PEN,Soles,2026-04-17T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-1526-6,ocds-dgv273-seacev3-2026-1526-6-2026-06-20T10:18:09.512005-05:00,1195850-20613917277,327938.88,PEN,Soles,2026-03-30T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-1526-6,ocds-dgv273-seacev3-2026-1526-6-2026-06-20T10:18:09.512005-05:00,1195850-20610059369,332584.08,PEN,Soles,2026-05-26T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1201452,ocds-dgv273-seacev3-1201452-2026-06-20T10:18:09.313531-05:00,1201452-20531016662,283849.39,PEN,Soles,2026-04-22T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1198305,ocds-dgv273-seacev3-1198305-2026-06-20T10:18:09.110315-05:00,1198305-1785385,10170339.85,PEN,Soles,2026-05-07T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1199158,ocds-dgv273-seacev3-1199158-2026-06-20T10:18:09.039521-05:00,1199158-20613745425,58735.0,PEN,Soles,2026-04-16T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1199158,ocds-dgv273-seacev3-1199158-2026-06-20T10:18:09.039521-05:00,1199158-20257654193,213450.0,PEN,Soles,2026-06-03T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-481-1,ocds-dgv273-seacev3-2026-481-1-2026-06-19T10:30:18.132754-05:00,1192215-1771143,440824.2,PEN,Soles,2026-03-13T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1202046,ocds-dgv273-seacev3-1202046-2026-06-19T10:30:17.973638-05:00,1202046-10437274822,145000.0,PEN,Soles,2026-05-15T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1193403,ocds-dgv273-seacev3-1193403-2026-06-19T10:30:17.840897-05:00,1193403-20546357377,84648.17,PEN,Soles,2026-03-24T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-32-5,ocds-dgv273-seacev3-2026-32-5-2026-06-19T10:30:17.312534-05:00,1197139-1780485,144970.0,PEN,Soles,2026-05-06T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1195298,ocds-dgv273-seacev3-1195298-2026-06-19T10:30:17.250795-05:00,1195298-20603757794,530100.0,PEN,Soles,2026-04-20T00:00:00-05:00,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1201762,ocds-dgv273-seacev3-1201762-2026-06-19T10:30:17.233513-05:00,1201762-20529425351,102693.86,PEN,Soles,2026-05-12T00:00:00-05:00,2026-03_seace_v3_csv_es
