Open Contracting ID,Entrega compilada:ID de Entrega,Entrega compilada:Adjudicaciones:ID de Adjudicación,Entrega compilada:Adjudicaciones:Artículos Adjudicados:ID,compiledRelease/awards/0/items/0/position,Entrega compilada:Adjudicaciones:Artículos Adjudicados:Descripción,compiledRelease/awards/0/items/0/statusDetails,compiledRelease/awards/0/items/0/status,Entrega compilada:Adjudicaciones:Artículos Adjudicados:Clasificación:ID,Entrega compilada:Adjudicaciones:Artículos Adjudicados:Clasificación:Descripción,Entrega compilada:Adjudicaciones:Artículos Adjudicados:Clasificación:Esquema,Entrega compilada:Adjudicaciones:Artículos Adjudicados:Cantidad,compiledRelease/awards/0/items/0/totalValue/amount,compiledRelease/awards/0/items/0/totalValue/currency,compiledRelease/awards/0/items/0/totalValue/currencyName,Entrega compilada:Adjudicaciones:Artículos Adjudicados:Unidad:ID,Entrega compilada:Adjudicaciones:Artículos Adjudicados:Unidad:Nombre,Entrega compilada:Adjudicaciones:Artículos Adjudicados:Unidad:Esquema,_mes_origen
ocds-dgv273-seacev3-1187503,ocds-dgv273-seacev3-1187503-2026-03-15T10:14:37.020044-05:00,1187503-10454181226,21201294,606,SERVICIO DE EVALUACION EN TEMAS AMBIENTALES,CONTRATADO,active,7710180500314145.0,SERVICIO DE EVALUACION EN TEMAS AMBIENTALES,CUBSO,1.0,16000.0,PEN,Nuevos Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1187135,ocds-dgv273-seacev3-1187135-2026-03-15T10:14:36.808560-05:00,1187135-20338570041,21200713,1,SUMINISTRO DE NITROGENO LIQUIDO,CONTRATADO,active,1214190300024703.0,NITROGENO LIQUIDO,CUBSO,24188.0,165687.8,PEN,Soles,26,M3,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-1330-2,ocds-dgv273-seacev3-2026-1330-2-2026-03-15T10:14:36.791701-05:00,1186856-20606962071,21200443,1,ADQUISICION DE ALIMENTOS PARA EL PROGRAMA DE COMPLEMENTACION ALIMENTARIA ¿ PCA MODALIDAD COMEDORES,CONTRATADO,active,,,,1.0,167000.0,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1187838,ocds-dgv273-seacev3-1187838-2026-03-15T10:14:36.719011-05:00,1187838-10002314385,21201959,1,CONTRATACIÓN DEL SERVICIO DE ALQUILER DE LOCAL PARA LA OFICINA DEPARTAMENTAL DE ESTADÍSTICA E INFORMÁTICA DE TUMBES DEL INSTITUTO NACIONAL DE ESTADÍSTICA E INFORMÁTICA,CONTRATADO,active,8013150200094959.0,SERVICIO DE ALQUILER DE INMUEBLE,CUBSO,1.0,84000.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-270-47,ocds-dgv273-seacev3-2026-270-47-2026-03-15T10:14:36.595621-05:00,1188989-20611109246,21204792,1,"MANTENIMIENTO DE LA PTAR Y PTAP DEL CENTRO POBLADO DE VINZOS DEL DISTRITO DE CHIMBOTE, PROVINCIA DEL SANTA, DEPARTAMENTO DE ANCASH",CONTRATADO,active,7212150500348604.0,SERVICIO DE MANTENIMIENTO DE LA PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES,CUBSO,1.0,190400.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1187532,ocds-dgv273-seacev3-1187532-2026-03-15T10:14:36.464213-05:00,1187532-10107343020,21201384,611,SERVICIO DE EVALUACION EN TEMAS AMBIENTALES,CONTRATADO,active,7710180500314145.0,SERVICIO DE EVALUACION EN TEMAS AMBIENTALES,CUBSO,1.0,16000.0,PEN,Nuevos Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-1895-18,ocds-dgv273-seacev3-2026-1895-18-2026-03-15T10:14:36.449873-05:00,1187226-20409473459,21200791,1,SUMINISTRO DE COMBUSTIBLE DESTINADO PARA EL PARQUE AUTOMOTOR Y ESTACIONARIO DE LA UNIVERSIDAD NACIONAL DE TUMBES PARA EL AÑO 2026,CONTRATADO,active,,,,19750.0,295875.0,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1185826,ocds-dgv273-seacev3-1185826-2026-03-15T10:14:36.115219-05:00,1185826-20511037001,21197230,1,BARRA PARA CONSTRUCCION DE 5/8 in GRADO 60,CONTRATADO,active,3010240300130023.0,BARRA PARA CONSTRUCCION DE 5/8 in GRADO 60,CUBSO,5.0,115177.0,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1187855,ocds-dgv273-seacev3-1187855-2026-03-15T10:14:35.681757-05:00,1187855-10436197671,21202208,1,"CONTRATACIÓN DE MÉDICO PSIQUIATRA POR LOCACIÓN DE SERVICIOS ¿ CSMC PICHARI, 2026",CONTRATADO,active,8510150300226539.0,SERVICIO DE ATENCIONES MEDICAS ESPECIALIZADAS,CUBSO,1.0,150000.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-993-1,ocds-dgv273-seacev3-2026-993-1-2026-03-15T10:14:35.625170-05:00,1187539-20600119886,21201105,1,"CONTRATACIÓN DEL SUMINISTRO DE BIENES PARA LA ADQUISICIÓN DE PRODUCTOS PARA EL PROGRAMA DEL VASO DE LECHE (PVL) PARA EL AÑO 2026, DISTRITO DE MARIANO DÁMASO BERAÚN DE LA PROVINCIA DE LEONCIO PRADO DEL DEPARTAMENTO DE HUÁNUCO",CONTRATADO,active,,,,2.0,325669.6,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-1731-11,ocds-dgv273-seacev3-2026-1731-11-2026-03-15T10:14:35.585120-05:00,1186775-20448076378,21200367,1,ADQUISICIÓN DE MATERIAL DE SUB BASE (PUESTO EN OBRA) PARA LA OBRA MEJORAMIENTO DEL SERVICIO DE LA MOVILIDAD URBANA DE LAS URBANIZACIONES SAUL CANTORAL Y VALLECITO DEL DISTRITO DE JULIACA - PROVINCIA DE SAN ROMÁN - DEPARTAMENTO DE PUNO CON CUI N° 2560133,CONTRATADO,active,3011180100372694.0,MATERIAL GRANULAR PARA SUB BASE TIPO A,CUBSO,2876.0,71800.0,PEN,Soles,26,M3,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1187213,ocds-dgv273-seacev3-1187213-2026-03-15T10:14:35.542552-05:00,1187213-10701959626,21198350,593,SERVICIO DE EVALUACION EN TEMAS AMBIENTALES,CONTRATADO,active,7710180500314145.0,SERVICIO DE EVALUACION EN TEMAS AMBIENTALES,CUBSO,1.0,18000.0,PEN,Nuevos Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1187158,ocds-dgv273-seacev3-1187158-2026-03-15T10:14:35.528647-05:00,1187158-10074918854,21198304,580,SERVICIO DE EVALUACION EN TEMAS AMBIENTALES,CONTRATADO,active,7710180500314145.0,SERVICIO DE EVALUACION EN TEMAS AMBIENTALES,CUBSO,1.0,24000.0,PEN,Nuevos Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1187113,ocds-dgv273-seacev3-1187113-2026-03-15T10:14:35.514736-05:00,1187113-10727587212,21200704,578,SERVICIO DE EVALUACION EN TEMAS AMBIENTALES,CONTRATADO,active,7710180500314145.0,SERVICIO DE EVALUACION EN TEMAS AMBIENTALES,CUBSO,1.0,6000.0,PEN,Nuevos Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-1731-21,ocds-dgv273-seacev3-2026-1731-21-2026-03-15T10:14:35.411910-05:00,1186803-20511037001,21198025,1,ADQUISICION DE CEMENTO PORTLAND TIPO IP X 42.5 KG PARA LA OBRA MEJORAMIENTO DEL SERVICIO DE PRÁCTICA DEPORTIVA Y RECREATIVA EN LA URBANIZACIÓN AEROPUERTO II ETAPA DEL DISTRITO DE JULIACA - PROVINCIA DE SAN ROMÁN - DEPARTAMENTO DE PUNO CON CUI N° 2507501,CONTRATADO,active,3011160100012953.0,CEMENTO PORTLAND PUZOLANICO TIPO IP X 42.50 kg,CUBSO,7500.0,194390.0,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-1788-1,ocds-dgv273-seacev3-2026-1788-1-2026-03-15T10:14:35.397162-05:00,1186666-1766581,21200274,1,"ADQUISICION DE HOJUELA  PRECOCIDA DE AVENA, QUINUA CON HARINA DE  MACA, MAIZ TOSTADO Y HARINA DE SOYA, ENIQUECIDA CON VITAMINAS Y MINERALES",CONTRATADO,active,5022110100002739.0,HOJUELA DE AVENA CON KIWICHA,CUBSO,25851.0,166808.0,PEN,Soles,18,Kilogramo,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1187639,ocds-dgv273-seacev3-1187639-2026-03-15T10:14:35.383222-05:00,1187639-10433764485,21201647,619,SERVICIO DE EVALUACION EN TEMAS AMBIENTALES,CONTRATADO,active,7710180500314145.0,SERVICIO DE EVALUACION EN TEMAS AMBIENTALES,CUBSO,1.0,30000.0,PEN,Nuevos Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1187636,ocds-dgv273-seacev3-1187636-2026-03-15T10:14:34.909140-05:00,1187636-10425201617,21201481,616,SERVICIO DE EVALUACION EN TEMAS AMBIENTALES,CONTRATADO,active,7710180500314145.0,SERVICIO DE EVALUACION EN TEMAS AMBIENTALES,CUBSO,1.0,6000.0,PEN,Nuevos Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-270-28,ocds-dgv273-seacev3-2026-270-28-2026-03-15T10:14:30.727698-05:00,1188993-1768158,21204913,1,"MANTENIMIENTO DE CARPETA DE RODADURA EN EL AREA DE DESINFECCION DEL MUELLE MUNICIPAL, DISTRITO CHIMBOTE - PROVINCIA DE SANTA - DEPARTAMENTO DE ANCASH",CONTRATADO,active,7214120400230691.0,SERVICIO DE MANTENIMIENTO DE MUELLES,CUBSO,1.0,80000.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-10249-39,ocds-dgv273-seacev3-2026-10249-39-2026-03-15T10:14:30.443970-05:00,1191882-10107006651,21212240,1,SERVICIO ESPECIALIZADO EN PROYECTOS DE INVERSIÓN PÚBLICA PARA EL SEING - PP 9001,CONTRATADO,active,8010160100255243.0,CONSULTORIA DE ELABORACION DE PREFACTIBLIDAD PARA PROYECTO DE INVERSION PUBLICA,CUBSO,1.0,50000.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1189424,ocds-dgv273-seacev3-1189424-2026-03-15T10:14:30.343523-05:00,1189424-10442012682,21205865,363,SERVICIO DE EVALUACION EN TEMAS AMBIENTALES,CONTRATADO,active,7710180500314145.0,SERVICIO DE EVALUACION EN TEMAS AMBIENTALES,CUBSO,1.0,16000.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1191308,ocds-dgv273-seacev3-1191308-2026-03-15T10:14:30.169290-05:00,1191308-20606475510,21211031,1,CONTRATACION DEL SERVICIO DE ALQUILER DE 10 CAMIONETAS 4X4 PARA EL SERVICIO DE SUPERVISION Y MONITOREO DE LAS ACTIVIDADES EN EL MARCO DE LA DECLARATORIA DE EMERGENCIA - DS 003-2026-PCM,CONTRATADO,active,7811180800371310.0,SERVICIO DE ALQUILER DE CAMIONETA PICK UP CABINA DOBLE 4 X 4,CUBSO,1.0,720000.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1190992,ocds-dgv273-seacev3-1190992-2026-03-15T10:14:30.121738-05:00,1190992-10428323616,21210386,1,SERVICO DE ALQUILER DE 02 UNIDADES DE CAMION VOLQUETE DE 15M3,CONTRATADO,active,7810180500392672.0,SERVICIO DE ALQUILER DE CAMION VOLQUETE DE 15 m3,CUBSO,2.0,97920.0,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-746-2,ocds-dgv273-seacev3-2026-746-2-2026-03-15T10:14:29.651185-05:00,1188894-20602288111,21204829,1,"SERVICIO DE ELABORACION, IMPRESION, COMPAGINADO, ARMADO, EMBOLSADO Y NOTIFICACION DE LAS CARPETAS TRIBUTARIAS 2026",CONTRATADO,active,8212150700360158.0,SERVICIO DE IMPRESION DE CUPONERA PARA IMPUESTO PREDIAL,CUBSO,1.0,145000.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1189711,ocds-dgv273-seacev3-1189711-2026-03-15T10:14:29.414876-05:00,1189711-20610474790,21206565,1,LADRILLO K.K. DE ARCILLA 10X14X24 CM DE 18 HUECOS,CONTRATADO,active,3013160200147581.0,LADRILLO DE ARCILLA KING KONG DE 10 cm X 14 cm X 24 cm,CUBSO,40100.0,54135.0,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1191523,ocds-dgv273-seacev3-1191523-2026-03-15T10:14:29.347123-05:00,1191523-10106071981,21211478,25,SERVICIO DE EVALUACION EN TEMAS AMBIENTALES,CONTRATADO,active,7710180500314145.0,SERVICIO DE EVALUACION EN TEMAS AMBIENTALES,CUBSO,1.0,40000.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1184439,ocds-dgv273-seacev3-1184439-2026-03-15T10:14:28.960565-05:00,1184439-20256211310,21194354,1,CAMIONETA PICK UP CABINA DOBLE 4 X 2,ADJUDICADO,pending,2510150700065079.0,CAMIONETA PICK UP CABINA DOBLE 4 X 2,CUBSO,28.0,3850000.0,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1191419,ocds-dgv273-seacev3-1191419-2026-03-15T10:14:28.900732-05:00,1191419-20338570041,21211301,1,"¿ADQUISICIÓN DE OXÍGENO LIQUIDO MEDICINAL DEL HOSPITAL CARLOS LAN FRANCO LA HOZ¿,",CONTRATADO,active,4227170100298973.0,BALON DE ACERO 1 m3 DE PARA OXIGENO MEDICINAL,CUBSO,30000.0,94200.0,PEN,Soles,26,M3,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-90-1,ocds-dgv273-seacev3-2026-90-1-2026-03-15T10:14:28.261596-05:00,1187451-20611819367,21201046,1,ADQUISICIÓN DE LECHE EVAPORADA X 410 GR PARA EL PROGRAMA VASO DE LECHE DE LA MUNICIPALIDAD DISTRITAL DE ARAMANGO,CONTRATADO,active,5013170200307453.0,LECHE EVAPORADA ENTERA X 400 g  APROX.,CUBSO,52880.0,227384.0,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1189828,ocds-dgv273-seacev3-1189828-2026-03-15T10:14:28.089031-05:00,1189828-10704089428,21207098,387,SERVICIO DE EVALUACION EN TEMAS AMBIENTALES,CONTRATADO,active,7710180500314145.0,SERVICIO DE EVALUACION EN TEMAS AMBIENTALES,CUBSO,1.0,12000.0,PEN,Nuevos Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1190168,ocds-dgv273-seacev3-1190168-2026-03-15T10:14:27.769131-05:00,1190168-10734694997,21208407,366,SERVICIO DE EVALUACION EN TEMAS AMBIENTALES,CONTRATADO,active,7710180500314145.0,SERVICIO DE EVALUACION EN TEMAS AMBIENTALES,CUBSO,1.0,12000.0,PEN,Nuevos Soles,1008,Pulgada,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-1609-1,ocds-dgv273-seacev3-2026-1609-1-2026-03-15T10:14:25.975598-05:00,1187400-20526112700,21201001,1,ADQUISICIÓN DE SUMINISTRO DE COMBUSTIBLE DIESEL B5 S-50 PARA MANTENIMIENTO DE VIAS VECINALES Y ABASTECIMIENTO A LAS UNIDADES MÓVILES DE LA MUNICIPALIDAD DISTRITAL DE SONDOR -AÑO 2026.,CONTRATADO,active,1510150500233280.0,DIESEL B5 S-50,CUBSO,14117.0,239989.0,PEN,Soles,13,Galon,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-42031-9,ocds-dgv273-seacev3-2026-42031-9-2026-03-15T10:14:25.961426-05:00,1187217-L0000006053,21198356,1,"Servicio de calibración de contador patron monofasico clase 0,01 (LPE 01 027)",CONTRATADO,active,8114150400356330.0,SERVICIO DE CALIBRACION DE MEDIDORES DE CONDUCTIVIDAD (TDS),CUBSO,1.0,23133.7,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1188102,ocds-dgv273-seacev3-1188102-2026-03-15T10:14:25.759980-05:00,1188102-20606572159,21203112,1,ADQUISICIÓN COMBUSTIBLE (DIESEL B5 S50 Y GASOHOL REGULAR) PARA LAS DIFERENTES UNIDADES ORGÁNICAS DE LA MUNICIPALIDAD DISTRITAL DE LURICOCHA.,CONTRATADO,active,,,,1.0,63371.0,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-10438-3,ocds-dgv273-seacev3-2026-10438-3-2026-03-15T10:14:25.738922-05:00,1187404-20605844139,21201166,1,DIESEL B5 S-50,ADJUDICADO,pending,1510150500233280.0,DIESEL B5 S-50,CUBSO,4100.0,59368.0,PEN,Soles,13,Galon,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1187149,ocds-dgv273-seacev3-1187149-2026-03-15T10:14:25.623731-05:00,1187149-10725799042,21200716,581,SERVICIO DE EVALUACION EN TEMAS AMBIENTALES,CONTRATADO,active,7710180500314145.0,SERVICIO DE EVALUACION EN TEMAS AMBIENTALES,CUBSO,1.0,16000.0,PEN,Nuevos Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1186977,ocds-dgv273-seacev3-1186977-2026-03-15T10:14:25.599602-05:00,1186977-10418436978,21198171,572,SERVICIO DE EVALUACION EN TEMAS AMBIENTALES,CONTRATADO,active,7710180500314145.0,SERVICIO DE EVALUACION EN TEMAS AMBIENTALES,CUBSO,1.0,30000.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-10249-72,ocds-dgv273-seacev3-2026-10249-72-2026-03-15T10:14:25.532134-05:00,1188146-10062562795,21203149,1,ADQUISICIÓN DE MATERIALES PARA PRUEBAS ABREVIADAS PP-0135 PP-032,CONTRATADO,active,,,,3.0,117480.0,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1187950,ocds-dgv273-seacev3-1187950-2026-03-15T10:14:25.486053-05:00,1187950-10181625819,21202042,1,CONTRATACION DE LOCAL PARA ARCHIVO DOCUMENTARIO PARA LA GESTIÓN DEL PROYECTO CON CUI 2588352 Y 2628512 DE LA SUB GERENCIA DE PROMOCIÓN DE LA INVERSIÓN PRIVADA,CONTRATADO,active,8013150200094977.0,SERVICIO DE ALQUILER DE LOCAL COMERCIAL,CUBSO,1.0,60000.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-200130-4,ocds-dgv273-seacev3-2026-200130-4-2026-03-15T10:14:25.478936-05:00,1187034-10200597431,21200623,1,DIESEL B5 S-50,CONSENTIDO,active,1510150500233280.0,DIESEL B5 S-50,CUBSO,6578.0,129586.6,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-192-3,ocds-dgv273-seacev3-2026-192-3-2026-03-15T10:14:24.827170-05:00,1187325-20602882901,21200945,1,"ADQUISICION DE TUBOS ACERO LAC A500 PARA LA EJECUCION DE LA IOARR:CONSTRUCCION DE COBERTURA DE INSTALACIONES DEPORTIVAS; EN EL(LA) CAMPO DEPORTIVO DE LA LOCALIDAD DE HUANCHIN  DISTRITO DE ANTA, PROVINCIA CARHUAZ, DEPARTAMENTO ANCASH",CONTRATADO,active,,,,1.0,85232.18,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1187179,ocds-dgv273-seacev3-1187179-2026-03-15T10:14:24.784286-05:00,1187179-10430460001,21198323,583,SERVICIO DE EVALUACION EN TEMAS AMBIENTALES,CONTRATADO,active,7710180500314145.0,SERVICIO DE EVALUACION EN TEMAS AMBIENTALES,CUBSO,1.0,24000.0,PEN,Nuevos Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-10457-13,ocds-dgv273-seacev3-2026-10457-13-2026-03-15T10:14:24.770578-05:00,1186192-10232618529,21197588,1,ADQUISICIÓN DE FRUTAS PARA EL DEPARTAMENTO DE NUTRICIÓN Y DIETÉTICA DEL HOSPITAL DEPARTAMENTAL DE HUANCAVELICA.,CONTRATADO,active,,,,13.0,51900.0,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-1485-1,ocds-dgv273-seacev3-2026-1485-1-2026-03-15T10:14:24.664483-05:00,1186380-20493640322,21199931,1,EJECUCIÓN DE OBRA: ¿CREACIÓN DEL SERVICIO DE AGUA POTABLE RURAL Y CREACIÓN DEL SERVICIO DE ALCANTARILLADO U OTRAS FORMAS DE DISPOSICIÓN SANITARIA DE EXCRETAS EN LA COMUNIDAD NATIVA SHAPAJAL DEL DISTRITO DE NAPO DE LA PROVINCIA DE MAYNAS DEL DEPARTAMENTO DE LORETO ¿ CUI N° 2595470,CONTRATADO,active,7214112100364484.0,AMPLIACION DE SISTEMA DE AGUA POTABLE Y DE SISTEMA DE ALCANTARILLADO,CUBSO,1.0,3527116.0,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-2356-6,ocds-dgv273-seacev3-2026-2356-6-2026-03-15T10:14:24.649420-05:00,1187764-20606961261,21201757,1,"ADQUSICION DE 2508 MEDIDORES DE ½, META DE ESTUDIO TARIFARIO 2024-2026.",CONSENTIDO,active,4111250400147906.0,MEDIDOR DIGITAL DE AGUA POTABLE DE CHORRO UNICO DE 4 in,CUBSO,2508.0,230836.32,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1187559,ocds-dgv273-seacev3-1187559-2026-03-15T10:14:24.593079-05:00,1187559-10467335729,21201551,613,SERVICIO DE EVALUACION EN TEMAS AMBIENTALES,CONTRATADO,active,7710180500314145.0,SERVICIO DE EVALUACION EN TEMAS AMBIENTALES,CUBSO,1.0,12000.0,PEN,Nuevos Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1187644,ocds-dgv273-seacev3-1187644-2026-03-15T10:14:24.179757-05:00,1187644-10454390607,21201651,576,SERVICIO DE EVALUACION EN TEMAS AMBIENTALES,CONTRATADO,active,7710180500314145.0,SERVICIO DE EVALUACION EN TEMAS AMBIENTALES,CUBSO,1.0,24000.0,PEN,Nuevos Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1187641,ocds-dgv273-seacev3-1187641-2026-03-15T10:14:24.165769-05:00,1187641-10411757531,21201484,620,SERVICIO DE EVALUACION EN TEMAS AMBIENTALES,CONTRATADO,active,7710180500314145.0,SERVICIO DE EVALUACION EN TEMAS AMBIENTALES,CUBSO,1.0,24000.0,PEN,Nuevos Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1190204,ocds-dgv273-seacev3-1190204-2026-03-15T10:14:19.142943-05:00,1190204-10167917769,21208446,373,SERVICIO DE EVALUACION EN TEMAS AMBIENTALES,CONTRATADO,active,7710180500314145.0,SERVICIO DE EVALUACION EN TEMAS AMBIENTALES,CUBSO,1.0,24000.0,PEN,Nuevos Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1190220,ocds-dgv273-seacev3-1190220-2026-03-15T10:14:18.860393-05:00,1190220-10471645040,21208258,372,SERVICIO DE EVALUACION EN TEMAS AMBIENTALES,CONTRATADO,active,7710180500314145.0,SERVICIO DE EVALUACION EN TEMAS AMBIENTALES,CUBSO,1.0,24000.0,PEN,Nuevos Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1190211,ocds-dgv273-seacev3-1190211-2026-03-15T10:14:18.695949-05:00,1190211-10420638359,21208474,376,SERVICIO DE EVALUACION EN TEMAS AMBIENTALES,CONTRATADO,active,7710180500314145.0,SERVICIO DE EVALUACION EN TEMAS AMBIENTALES,CUBSO,1.0,16000.0,PEN,Nuevos Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1189866,ocds-dgv273-seacev3-1189866-2026-03-15T10:14:18.512819-05:00,1189866-10728798446,21207053,390,SERVICIO DE EVALUACION EN TEMAS AMBIENTALES,CONTRATADO,active,7710180500314145.0,SERVICIO DE EVALUACION EN TEMAS AMBIENTALES,CUBSO,1.0,12000.0,PEN,Nuevos Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1188038,ocds-dgv273-seacev3-1188038-2026-03-15T10:14:18.309738-05:00,1188038-20605167498,21203075,1,"CONTRATACIÓN DE LA ADQUISICIÓN DE COMBUSTIBLES PARA LAS UNIDADES VEHICULARES DE TRANSPORTE TERRESTRE Y FLUVIAL DE LA UGEL INTERCULTURAL BILINGÜE Y RURAL IMAZA ¿ BAGUA, CORRESPONDIENTE AL PERIODO 2026",CONTRATADO,active,,,,1.0,81400.0,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1191814,ocds-dgv273-seacev3-1191814-2026-03-15T10:14:18.116450-05:00,1191814-10708315121,21212299,401,SERVICIO DE EVALUACION EN TEMAS AMBIENTALES,CONTRATADO,active,7710180500314145.0,SERVICIO DE EVALUACION EN TEMAS AMBIENTALES,CUBSO,1.0,16000.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
