Open Contracting ID,Entrega compilada:ID de Entrega,Entrega compilada:Contratos:ID del Contrato,Entrega compilada:Contratos:Artículos Contratados:ID,compiledRelease/contracts/0/items/0/position,Entrega compilada:Contratos:Artículos Contratados:Descripción,compiledRelease/contracts/0/items/0/statusDetails,compiledRelease/contracts/0/items/0/status,Entrega compilada:Contratos:Artículos Contratados:Clasificación:ID,Entrega compilada:Contratos:Artículos Contratados:Clasificación:Descripción,Entrega compilada:Contratos:Artículos Contratados:Clasificación:Esquema,Entrega compilada:Contratos:Artículos Contratados:Cantidad,compiledRelease/contracts/0/items/0/totalValue/amount,compiledRelease/contracts/0/items/0/totalValue/currency,compiledRelease/contracts/0/items/0/totalValue/currencyName,Entrega compilada:Contratos:Artículos Contratados:Unidad:ID,Entrega compilada:Contratos:Artículos Contratados:Unidad:Nombre,Entrega compilada:Contratos:Artículos Contratados:Unidad:Esquema,_mes_origen
ocds-dgv273-seacev3-1199825,ocds-dgv273-seacev3-1199825-2026-04-12T10:04:35.061879-05:00,2385702,21232863,1,ADQUISICIÓN DE MATERIALES DE LIMPIEZA (DETERGENTE 4KG) PARA LAS INSTITUCIONES EDUCATIVAS DEL AMBITO DE LA UGEL HUANTA,Contratado,active,4713181100005546.0,DETERGENTE EN POLVO INDUSTRIAL,CUBSO,2592.0,71280.0,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1192734,ocds-dgv273-seacev3-1192734-2026-04-12T10:04:33.921752-05:00,2385835,21214587,1,CEMENTO PORTLAND TIPO I X 42.50 KG,Contratado,active,3011160100012771.0,CEMENTO PORTLAND TIPO I X 42.50 kg,CUBSO,4324.0,121071.9,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-1493-5,ocds-dgv273-seacev3-2026-1493-5-2026-04-12T10:04:33.818582-05:00,2385848,21214078,1,CONTRATACIÓN PARA LA EJECUCIÓN DE LA OBRA: MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE EDUCACION PRIMARIA EN I.E. 62568 EN EL CENTRO POBLADO UNGURAHUI DEL DISTRITO DE CAHUAPANAS - PROVINCIA DE DATEM DEL MARAÑON - DEPARTAMENTO DE LORETO CON CUI Nº 2675502,Contratado,active,7212140600233069.0,CONSTRUCCION DE CENTROS EDUCATIVOS,CUBSO,1.0,2109744.21,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1197893,ocds-dgv273-seacev3-1197893-2026-04-12T10:04:33.725193-05:00,2385860,21227223,1,SERVICIO DE SEGURIDAD Y VIGILANCIA PARA LA EPS SEDACUSCO S.A.,Contratado,active,9210150100094854.0,SERVICIO DE SEGURIDAD Y VIGILANCIA,CUBSO,1.0,349458.07,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-1910-9,ocds-dgv273-seacev3-2026-1910-9-2026-04-12T10:04:33.549464-05:00,2385836,21218677,1,"ADQUISICIÓN DE SUMINISTRO DE VERDURAS, HORTALIZAS Y TUBÉRCULOS PARA EL COMEDOR UNIVERSITARIO DE LA UNIVERSIDAD NACIONAL SAN CRISTÓBAL DE HUAMANGA - PERIODO 2026",Contratado,active,,,,1.0,212500.0,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-200305-2,ocds-dgv273-seacev3-2026-200305-2-2026-04-12T10:04:33.456895-05:00,2385758,21214904,1,"¿SERVICIO DE MANTENIMIENTO RUTINARIO DE LA VIA VECINAL NO PAVIMENTADO TRAMO: EMP. AN-1161 (ERAJIRCA) - MALVAS (KM 19+640); MALVAS (KM 20+720) -  COCHAPETI (KM 38+190); COCHAPETI (KM 38+660) - LIM. PROV. RECUAY (KM 45+480), DISTRITO DE MALVAS Y COCHAPETI, PROVINCIA DE HUARMEY, DEPARTAMENTO DE ANCASH¿.",Contratado,active,7214100300230730.0,SERVICIO DE MANTENIMIENTO RUTINARIO DE CAMINOS,CUBSO,1.0,238935.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1193533,ocds-dgv273-seacev3-1193533-2026-04-12T10:04:33.340463-05:00,2385762,21216619,1,"CONTRATACION DEL SERVICIO DE EXCAVACION MASIVA, RELLENO, NIVELADO, COMPACTADO, CONFORMACION DE EXPLANACIONES Y ELIMINACION DE MATERIAL EXCEDENTE CON MAQUINARIA, PARA EL PROYECTO:  ""CREACION DEL SERVICIO DE PRÁCTICA DEPORTIVA Y/O RECREATIVA EN ESTADIO",Contratado,active,7210290500086275.0,SERVICIO DE EXCAVACION DE TERRENO Y OTROS,CUBSO,1.0,264000.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1196066,ocds-dgv273-seacev3-1196066-2026-04-12T10:04:33.173116-05:00,2385839,21222900,1,"CONTRATACIÓN DE LOS SERVICIOS DE UN (01) ) VERIFICADOR  CATASTRAL II, PARA EL PROYECTO ""MEJORAMIENTO DEL SERVICIO DE CATASTRO, TITULACION Y REGISTRO DE PREDIOS RURALES EN TODAS LAS PROVINCIAS Y DISTRITOS DEL DEPARTAMENTO DE JUNÍN; DISTRITO DE CHANCHA",Contratado,active,8115160400226913.0,SERVICIO DE LEVANTAMIENTO CATASTRAL,CUBSO,1.0,67500.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1198020,ocds-dgv273-seacev3-1198020-2026-04-12T10:04:33.115123-05:00,2385872,21227508,1,ESTABILIZADOR SOLIDO 1.5 KVA 220V,Contratado,active,3912104100278896.0,ESTABILIZADOR DE TENSION EN ESTADO SOLIDO DE 2 KVA,CUBSO,101.0,57065.0,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-200305-4,ocds-dgv273-seacev3-2026-200305-4-2026-04-12T10:04:32.920042-05:00,2385770,21214928,1,"¿SERVICIO DE MANTENIMIENTO RUTINARIO DE LA VIA VECINAL NO PAVIMENTADO TRAMO: EMP. AN-1228 (SANTA CRUZ) - YAUYAN - SAN ISIDRO, DISTRITO DE COCHAPETI, PROVINCIA DE HUARMEY, DEPARTAMENTO DE ANCASH¿.",Contratado,active,7214100300230730.0,SERVICIO DE MANTENIMIENTO RUTINARIO DE CAMINOS,CUBSO,1.0,97217.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-200305-1,ocds-dgv273-seacev3-2026-200305-1-2026-04-12T10:04:32.904136-05:00,2385788,21214740,1,"¿SERVICIO DE MANTENIMIENTO RUTINARIO DE LA VIA VECINAL NO PAVIMENTADO TRAMO: EMP AN - 109 (HUAMBA) - SAN MIGUEL- ERAJIRCA - HUAYAN (KM 52+220); HUAYAN (KM 52+890) - CURMIN - LIM. PROV. AIJA (KM 61+050), DISTRITO DE HUAYAN Y MALVAS, PROVINCIA DE HUARMEY, DEPARTAMENTO DE ANCASH¿.",Contratado,active,7214100300230730.0,SERVICIO DE MANTENIMIENTO RUTINARIO DE CAMINOS,CUBSO,1.0,328407.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1197740,ocds-dgv273-seacev3-1197740-2026-04-12T10:04:32.362630-05:00,2385798,21226848,9,CESPED AMERICANO,Contratado,active,1015170400131104.0,CESPED AMERICANO - STENOTAPHRUM SECUNDATUM,CUBSO,8000.0,98400.0,PEN,Soles,25,M2,PE-SEACE3-UnidadMedida,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1195819,ocds-dgv273-seacev3-1195819-2026-04-11T10:15:11.553009-05:00,2385588,21222459,1,EQUIPOS MOTORIZADOS,Contratado,active,,,,2.0,62882.0,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1195859,ocds-dgv273-seacev3-1195859-2026-04-11T10:15:11.403593-05:00,2385422,21222593,1,"CONTRATACIÓN DE LOS SERVICIOS DE UN (01) ) ASISTENTE TECNICO DE SUPERVISIÓN, PARA EL PROYECTO ""MEJORAMIENTO DEL SERVICIO DE CATASTRO, TITULACION Y REGISTRO DE PREDIOS RURALES EN TODAS LAS PROVINCIAS Y DISTRITOS DEL DEPARTAMENTO DE JUNÍN; DISTRITO DE",Contratado,active,8010150500345052.0,SERVICIO DE SEGUIMIENTO Y COORDINACION DE ACTIVIDADES ADMINISTRATIVAS,CUBSO,1.0,49500.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-1947-329,ocds-dgv273-seacev3-2026-1947-329-2026-04-11T10:15:10.444538-05:00,2385526,21234037,1,SERVICIO DE IMPLEMENTACIÓN Y PRODUCCIÓN PARA LA FERIA WTMLA BRASIL 2026,Contratado,active,7215361200225235.0,SERVICIO DE DECORACION DE SALON DE EVENTOS,CUBSO,1.0,324523.68,USD,Dólar Norteamericano,36,Servicio,PE-SEACE3-UnidadMedida,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1194493,ocds-dgv273-seacev3-1194493-2026-04-11T10:15:10.195954-05:00,2385684,21219267,1,"SERVICIO DE TRANSPORTE FLUVIAL PARA LA DISTRIBUCION DE MATERIALES EDUCATIVOS DOTACION 2026 EN LAS RUTAS VII, VIII, IX, X, XI DE LA JURISDICCION DE LA UGEL UCAYALI - CONTAMANA. PROVINCIA DE UCAYALI, REGION LORETO.",Contratado,active,7810170300286786.0,SERVICIO DE TRANSPORTE FLUVIAL DE CARGA,CUBSO,48594.5,352785.0,PEN,Soles,18,Kilogramo,PE-SEACE3-UnidadMedida,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1197735,ocds-dgv273-seacev3-1197735-2026-04-11T10:15:09.994418-05:00,2385559,21226794,1,ADQUISICION DE,Contratado,active,,,,1.0,132293.25,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1197299,ocds-dgv273-seacev3-1197299-2026-04-11T10:15:08.172933-05:00,2385453,21225678,1,CONTRATACION DE SERVICIOS PARA EL ALQUILER DE INMUEBLE (LOCAL) PARA ACTIVIDADES DE LA UNIVERSIDAD NACIONAL CIRO ALEGRIA,Contratado,active,8013150200094959.0,SERVICIO DE ALQUILER DE INMUEBLE,CUBSO,1.0,198000.0,PEN,Nuevos Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1198076,ocds-dgv273-seacev3-1198076-2026-04-11T10:15:05.510843-05:00,2385640,21227677,1,"AQUISICIÓN DE CÁMARAS DE VIDEOVIGILANCIA, MATERIALES Y SUMINISTROS DE INSTALACIÓN POR REPOSICIÓN PARA REEMPLAZAR LAS CÁMARAS DISGNOSTICADO COMO INOPERATIVAS Y/O IRREPARABLE DE LA CENTRAL OPERATIVA DE SEGURIDAD (COS) DE LA SUB GERENCIA DE SERENAZGO DE",Contratado,active,,,,8.0,78665.0,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1192990,ocds-dgv273-seacev3-1192990-2026-04-11T10:15:00.621615-05:00,2385104,21215289,1,"SERVICIO DE INSTALACIONES ESPECIALES DE ILUMINACION DE ALUMBRADO PUBLICO SUPERIOR AL ESTANDAR REGULADO, MEDIANTE TECNOLOGIA DE LUMINARIAS LED PARA EJECUCION DE LA IOARR: RENOVACION DE LUMINARIA EN LA VIA DE LA COSTA VERDE (ALTURA DEL JR. YUNGAY HASTA",Contratado,active,7215150100370413.0,SERVICIO DE INSTALACION DE LUMINARIAS DE ALUMBRADO PUBLICO,CUBSO,1.0,1445013.85,PEN,Nuevos Soles,40,Unidad,PE-SEACE3-UnidadMedida,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-10489-3,ocds-dgv273-seacev3-2026-10489-3-2026-04-11T10:14:59.855677-05:00,2385441,21214675,1,ADQUISICIÓN DE PRODUCTO LÁCTEO (LECHE EVAPORADA ENTERA X 400 GRAMOS APROX.) PARA EL PERSONAL DE LA GERENCIA REGIONAL DE AGRICULTURA DE LA LIBERTAD,Contratado,active,5013170200307453.0,LECHE EVAPORADA ENTERA X 400 g  APROX.,CUBSO,42340.0,153482.5,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1197883,ocds-dgv273-seacev3-1197883-2026-04-11T10:14:58.419796-05:00,2385458,21227182,1,CREACION DEL SERVICIO DE DRENAJE PLUVIAL EN LA ZONA URBANA DE  CENTRO POBLADO EL MIRADOR DISTRITTO DE BUENOS AIRES DE LA PROVINCIA DE PICOTA DEPARTAMENTO DE SAN MARTIN¿,Contratado,active,8110151500383370.0,ELABORACION DE EXPEDIENTE TECNICO DE OBRA PARA CONSTRUCCION DE SISTEMA DE DRENAJE PLUVIAL,CUBSO,1.0,180000.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-1868-1,ocds-dgv273-seacev3-2026-1868-1-2026-04-11T10:14:57.264223-05:00,2385455,21214620,1,ADQUISICION DE COMBUSTIBLE PARA LAS DIFERENTES UNIDADES MOVILES DE LA MUNICIPALIDAD DISTRITAL DE AGUAS VERDES AÑO 2026,Contratado,active,,,,27624.0,469608.0,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1194153,ocds-dgv273-seacev3-1194153-2026-04-11T10:14:56.927517-05:00,2385329,21218315,1,SUMINISTRO DE PAN INDIVIDUAL PARA EL AREA DE NUTRICION,Contratado,active,5018190100004090.0,PAN INTEGRAL,CUBSO,396000.0,130680.0,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1197828,ocds-dgv273-seacev3-1197828-2026-04-11T10:14:56.332349-05:00,2385391,21227098,1,ADQUISICION DE ACCESORIO: CILINDRO HIDRAULICO DOBLE EFECTO DE 5 A 6 CUERPOS PARA USO DEL SEMIREMOLQUE MADRINA DE LA MUNICIPALIDAD PROVINCIAL DEL SANTA - CHIMBOTE,Contratado,active,2519151400375947.0,BARRA DE REMOLQUE CON ENGANCHE DE ANILLO PARA AERONAVE,CUBSO,1.0,61900.0,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1201982,ocds-dgv273-seacev3-1201982-2026-04-11T10:14:56.284324-05:00,2385451,21241374,1,CONTRATACIÓN DE LA CONTRATACIÓN DEL SERVICIO DE ARRENDAMIENTO DE INMUEBLE PARA LAS OFICINAS ADMINISTRATIVAS Y OPERATIVAS DE LA AGENCIA DESCENTRALIZADA DE GAMARRA Y GERENCIAS DEPENDIENTES ORGÁNICAMENTE DE LA MUNICIPALIDAD DE LA VICTORIA,Contratado,active,8013150200094959.0,SERVICIO DE ALQUILER DE INMUEBLE,CUBSO,1.0,140400.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1192187,ocds-dgv273-seacev3-1192187-2026-04-11T10:14:55.759780-05:00,2385396,21213476,1,"ADQUISICIÓN DE ALIMENTOS DE CONSUMO HUMANO (SIN FICHA TÉCNICA) PARA EL SERVICIO DE NUTRICIÓN Y DIETETICA DEL HOSPITAL REGIONAL DE PUCALLPA, PERIODO 2026",Contratado,active,,,,104.0,387481.5,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1192832,ocds-dgv273-seacev3-1192832-2026-04-11T10:14:55.583781-05:00,2385649,21214789,1,"ADQUISICIÓN DE MADERAS PARA EL SUB PROYECTO SISTEMA HIDRÁULICO N° 03 - MEJORAMIENTO Y AMPLIACIÓN DEL SERVICIO DE AGUA PARA RIEGO EN LAS COMUNIDADES DE ÑAHUINPUQUIO, CUMANAYLLA, HUANCABAMBA, SECTORES AYAPATA, HATUNCURVA, PROGRESO, SEÑALPATA, PANTEONPA",Contratado,active,,,,3709.0,154126.0,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1195765,ocds-dgv273-seacev3-1195765-2026-04-11T10:14:55.068856-05:00,2385544,21222416,1,"CONSTRUCCION DE AREA ADMINISTRATIVA Y DE ATENCION AL CLIENTE; EN EL(LA) OFICINA DE SALUD Y BIENESTAR SOCIAL DE LA MUNICIPALIDAD DISTRITAL DE SAN JUAN DE MIRAFLORES, ZONA URBANA, DISTRITO DE SAN JUAN DE MIRAFLORES, PROVINCIA Y DPTO. LIMA, CUI: 2723385",Contratado,active,7212110100337690.0,CONSTRUCCION DE EDIFICIO ADMINISTRATIVO,CUBSO,1.0,847031.4,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1194873,ocds-dgv273-seacev3-1194873-2026-04-11T10:14:54.876057-05:00,2385435,21220208,1,SERVICIO DE MANTENIMIENTO CORRECTIVO DE PLANTA DE TRATAMIENTO DE AGUA BLANDA,Contratado,active,7215402200094798.0,SERVICIO DE MANTENIMIENTO CORRECTIVO DE PLANTA DE TRATAMIENTO DE AGUA BLANDA,CUBSO,1.0,79900.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-1490-6,ocds-dgv273-seacev3-2026-1490-6-2026-04-11T10:14:54.786030-05:00,2385641,21219846,1,LECHE EVAPORADA DE 400 GR,Contratado,active,5013170200307453.0,LECHE EVAPORADA ENTERA X 400 g  APROX.,CUBSO,17625.0,78960.0,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1192692,ocds-dgv273-seacev3-1192692-2026-04-11T10:14:54.306079-05:00,2385575,21214465,1,ADQUISICION DE COMBUSTIBLE PARA LAS DIFERENTES UNIDADES ORGANICAS DE LA MUNICIPALIDAD DISTRITAL DE YAULI - HUANCAVELICA,Contratado,active,,,,9063.0,162227.7,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1200561,ocds-dgv273-seacev3-1200561-2026-04-11T10:14:54.216198-05:00,2385585,21235266,1,SEGURO DE BIENES PATRIMONIALES,Contratado,active,8413151200375879.0,SEGURO DE BIENES PATRIMONIALES,CUBSO,1.0,179043.6,USD,Dólar Norteamericano,36,Servicio,PE-SEACE3-UnidadMedida,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1194665,ocds-dgv273-seacev3-1194665-2026-04-11T10:14:49.287349-05:00,2385678,21219692,1,ADQUSICIÓN DE PESCADO SECO SALADO (GAMITANA) PARA LOS CENTROS DE ATENCION COMEDORES POPULARES,Contratado,active,5019211100388846.0,PESCADO BOQUICHICO ENTERO DESHIDRATADO,CUBSO,3680.0,107824.0,PEN,Soles,18,Kilogramo,PE-SEACE3-UnidadMedida,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1193924,ocds-dgv273-seacev3-1193924-2026-04-11T10:14:49.108286-05:00,2385623,21217575,1,ADQUISICION DE MADERA,Contratado,active,,,,2216.0,79116.0,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-1003006184-1,ocds-dgv273-seacev3-2026-1003006184-1-2026-04-11T10:14:48.779458-05:00,2385599,21224530,1,ADQUISICION DE DIESEL B5-S50 Y GASOLINA REGULAR PARA SER UTILIZADO EN LA CALDERA DE CASA DE FUERZA Y EN LAS AMBULANCIAS DEL HOSPITAL JOSE HERNAN SOTO CADENILLAS CHOTA,Contratado,active,,,,6732.0,100980.0,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1196584,ocds-dgv273-seacev3-1196584-2026-04-11T10:14:48.496919-05:00,2385576,21224148,1,ALUZINC TR4 CON PERALTE DE 4.5CM E=0.35MM,Contratado,active,3010220400392448.0,PLANCHA DE ACERO CON ALUZINC TRAPEZOIDAL TR4 DE 0.4 mm X 1.00 m X 6.00 m,CUBSO,4880.0,99552.0,PEN,Soles,25,M2,PE-SEACE3-UnidadMedida,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1193585,ocds-dgv273-seacev3-1193585-2026-04-11T10:14:47.689999-05:00,2385434,21216762,1,CONSULTORIA DE OBRA PAR SU SUPERVICON DE OBRA,Contratado,active,8110150800337178.0,SUPERVISION DE OBRA DE CONSTRUCCION DE CENTROS EDUCATIVOS,CUBSO,1.0,196944.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1201214,ocds-dgv273-seacev3-1201214-2026-04-11T10:14:47.609940-05:00,2385445,21236997,1,SERVICIO DE INSPECCIÓN Y MANTENIMIENTO DE ESTRUCTURAS,Contratado,active,7215290200364285.0,SERVICIO DE MANTENIMIENTO DE ESTRUCTURAS DE CONCRETO PARA SOPORTE DE EQUIPOS INDUSTRIALES,CUBSO,1.0,488369.2,USD,Dólar Norteamericano,36,Servicio,PE-SEACE3-UnidadMedida,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1195761,ocds-dgv273-seacev3-1195761-2026-04-11T10:14:47.137806-05:00,2385570,21222395,1,ADQUISCION DE COMBUSTIBLE DIESEL B5 S50 UV PARA LAS UNIDADES MOVILES DE LA MUNICIPALIDAD DISTRITAL DE SARTIMBAMBA,Contratado,active,1510150500233280.0,DIESEL B5 S-50,CUBSO,9000.0,162000.0,PEN,Soles,13,Galon,PE-SEACE3-UnidadMedida,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1198287,ocds-dgv273-seacev3-1198287-2026-04-11T10:14:45.895974-05:00,2385505,21228268,1,"ADQUISICIÓN DE LUMINARIAS PARA EL PROYECTO: ""MEJORAMIENTO DE LOS SERVICIOS DE PROMOCIÓN DEL COMERCIO INTERNO DEL CAMPO FERIAL CANAAN BAJO DEL DISTRITO DE ANDRES AVELINO CACERES - PROVINCIA DE HUAMANGA - REGIÓN AYACUCHO - SEDE CENTRAL"", CON CUI N° 253",Contratado,active,3911170900377200.0,LUMINARIA DE EMERGENCIA LED RECTANGULAR DE 8 W 3 H 1300 lm 4500 K,CUBSO,285.0,98205.0,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1196824,ocds-dgv273-seacev3-1196824-2026-04-11T10:14:44.039289-05:00,2385476,21224595,1,"ADQUISICION DE TUBO ROMPEAGUAS DE HIERRO DUCTIL SEGUN EETT PARA LA OBRA: CREACION DEL SERVICIO DE AGUA PARA RIEGO TECNIFICADO EN LAS COMUNIDADES DE IPARO, ARICATO, QUENEQUE, MORORIA, CCAPUNA Y APABUCO DEL DISTRITO DE SANDIA - PROVINCIA DE SANDIA - DE",Contratado,active,4017460400223938.0,TEE DE HIERRO DUCTIL PARA SOLDAR O PEGAR DE 6 1/4 in X 6 1/4 in,CUBSO,1.0,53900.0,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-1332-1,ocds-dgv273-seacev3-2026-1332-1-2026-04-11T10:14:44.023221-05:00,2385541,21216509,1,ADQUISICION DE ALIMENTOS PARA EL PROGRAMA DE COMPLEMENTACION ALIMENTARIA - PCA (MODALIDAD OLLAS COMUNES) DE LA MUNICIPALIDAD DISTRITAL DE PUNTA HERMOSA,Contratado,active,,,,1.0,225479.5,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-1490-5,ocds-dgv273-seacev3-2026-1490-5-2026-04-11T10:14:38.173066-05:00,2385636,21216359,1,ADQUISCION DE ALIMENTOS PANTBC 2026,Contratado,active,,,,1.0,238006.5,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1196687,ocds-dgv273-seacev3-1196687-2026-04-11T10:14:38.084607-05:00,2385383,21224378,1,"CONTRATACIÓN DEL SERVICIO DE INTERNET PARA LOS PUNTOS DE DIGITACIÓN Y FARMACIA DE LOS ESTABLECIMIENTOS DE SALUD KUSU KUBAIN, IPAKUMA, YUTUPIS, TAYUNTSA CORRESPONDIENTE DE MARZO ¿ DICIEMBRE 2026",Contratado,active,8312170300350736.0,SERVICIO DE INTERNET POR RADIO ENLACE,CUBSO,1.0,60000.0,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1194268,ocds-dgv273-seacev3-1194268-2026-04-11T10:14:37.746843-05:00,2385390,21218641,1,ADQUISICION DE ALIMENTOS PARA EL PROGRAMA DE COMPLEMENTACION ALIMENTARIA (PCA) PERIODO FISCAL 2026,Contratado,active,,,,1.0,330000.0,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1195752,ocds-dgv273-seacev3-1195752-2026-04-11T10:14:36.048486-05:00,2385475,21222376,1,ASFALTO LIQUIDO CUT-BACK GRADO MC- 250,Contratado,active,3012160100329935.0,ASFALTO LIQUIDO CUT-BACK GRADO MC- 250,CUBSO,10537.0,220000.0,PEN,Soles,13,Galon,PE-SEACE3-UnidadMedida,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1192363,ocds-dgv273-seacev3-1192363-2026-04-11T10:14:34.644850-05:00,2385508,21213703,1,DIESEL B5 S-50,Contratado,active,1510150500233280.0,DIESEL B5 S-50,CUBSO,4500.0,99500.0,PEN,Nuevos Soles,13,Galon,PE-SEACE3-UnidadMedida,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-1878-1,ocds-dgv273-seacev3-2026-1878-1-2026-04-11T10:14:34.319377-05:00,2385583,21216132,1,DIESEL B5 S-50,Contratado,active,1510150500233280.0,DIESEL B5 S-50,CUBSO,101538.5,2122154.65,PEN,Soles,13,Galon,PE-SEACE3-UnidadMedida,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1195847,ocds-dgv273-seacev3-1195847-2026-04-11T10:14:34.238697-05:00,2385420,21222547,1,CONSULTORIA ESTUDIO DE INVESTIG. EN EL MARCO DE LA AGENDA DE INVESTIGACION CIENTIFICA,Contratado,active,8014160700228146.0,SERVICIO DE ATENCION PARA ACTIVIDADES CIENTIFICAS ACADEMICAS,CUBSO,1.0,26315.8,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-03_seace_v3_csv_es
