Open Contracting ID,Entrega compilada:ID de Entrega,Entrega compilada:Etiqueta de entrega,Entrega compilada:Fecha de entrega,Entrega compilada:Open Contracting ID,compiledRelease/publishedDate,Entrega compilada:Tipo de inicio,Entrega compilada:Comprador:ID de Organización,Entrega compilada:Comprador:Nombre de la Organización,Entrega compilada:Planeación:Presupuesto:Fuente del Presupuesto,Entrega compilada:Planeación:Presupuesto:Título del Proyecto,Entrega compilada:Planeación:Presupuesto:Identificador de proyecto,Entrega compilada:Planeación:Presupuesto:Monto:Monto,Entrega compilada:Planeación:Presupuesto:Monto:Moneda,Entrega compilada:Planeación:Presupuesto:Monto:Nombre de Moneda,Entrega compilada:Licitación:ID de licitación,Entrega compilada:Licitación:Título de la licitación,Entrega compilada:Licitación:Descripción de la licitación,Entrega compilada:Licitación:Entidad contratante:ID de Organización,Entrega compilada:Licitación:Entidad contratante:Nombre de la Organización,compiledRelease/tender/datePublished,Entrega compilada:Licitación:Método de contratación,Entrega compilada:Licitación:Detalles del método de contratación,Entrega compilada:Licitación:Categoría principal de contratación,Entrega compilada:Licitación:Categorías adicionales de contratación,Entrega compilada:Licitación:Valor:Monto,Entrega compilada:Licitación:Valor:Moneda,Entrega compilada:Licitación:Valor:Nombre de Moneda,compiledRelease/tender/value/amount_PEN,Entrega compilada:Licitación:Periodo de licitación:Fecha de inicio,Entrega compilada:Licitación:Periodo de licitación:Fecha de fin,Entrega compilada:Licitación:Número de licitantes,Entrega compilada:Licitación:Información Protegida,Entrega compilada:Segmentación:ID,Entrega compilada:Segmentación:Criterio,Entrega compilada:Licitación:Periodo de consulta:Fecha de inicio,Entrega compilada:Licitación:Periodo de consulta:Fecha de fin,Entrega compilada:Licitación:Periodo de consulta:Duración (días)
ocds-dgv273-seacev3-1192437,ocds-dgv273-seacev3-1192437-2026-04-16T10:35:30.105373-05:00,compiled,2026-04-16T10:35:30.105361-05:00,ocds-dgv273-seacev3-1192437,2026-04-16T10:35:30.105378-05:00,tender,PE-CONSUCODE-1514,MUNICIPALIDAD DISTRITAL DE MAQUIA,Fondos Públicos,"REMODELACION DE SUMINISTRO DE ENERGIA ELECTRICA; EN EL(LA) EN LA LOCALIDAD DE SAN ROQUE  DISTRITO DE MAQUIA, PROVINCIA REQUENA, DEPARTAMENTO LORETO",2671402,,,,1192437,LP-ABR-1-2026-CS-MDM-1,"IOARR - REMODELACIÓN DE SUMINISTRO DE ENERGÍA ELÉCTRICA; EN EL (LA) EN LA LOCALIDAD EN LA LOCALIDAD DE SAN ROQUE DISTRITO DE MAQUIA, PROVINCIA REQUENA, DEPARTAMENTO LORETO, CUI N° 2671402",PE-CONSUCODE-1514,MUNICIPALIDAD DISTRITAL DE MAQUIA,2026-03-02T21:47:00-05:00,,Licitación Pública Abreviada,works,works,1391246.48,PEN,Soles,1391246.48,2026-03-02T00:00:00-05:00,2026-03-02T00:00:00-05:00,2,False,2026-03,añoInicioConvocatoria;mesInicioConvocatoria,2026-03-03T00:01:00-05:00,2026-03-05T23:59:00-05:00,2
ocds-dgv273-seacev3-1194181,ocds-dgv273-seacev3-1194181-2026-04-16T10:35:29.825886-05:00,compiled,2026-04-16T10:35:29.825874-05:00,ocds-dgv273-seacev3-1194181,2026-04-16T10:35:29.825891-05:00,tender,PE-CONSUCODE-10546,GOBIERNO REGIONAL DE PASCO - DIRECCION  REGIONAL  DE TRANSPORTES Y COMUNICACIONES,Fondos Públicos,,,,,,1194181,CP-ABR-1-2026-DRTC/C-1,CONTRATACIÓN DE SERVICIO DE MANTENIMIENTO VIAL: SERVICIO DE MANTENIMIENTO RUTINARIO DE LA VÍA DEPARTAMETAL PA-110 TRAYECTORIA: EMP. PE-18 (DV. MISCA) - PTE. MISCA - PAUCALIN - TANGOR (KM 12+181); TANGOR (KM 12+347) - HUARUSH - PAUCAR (KM 27+533); PAUCAR (KM 27+663) - YACAN (KM 32+803); YACAN (KM 33,PE-CONSUCODE-10546,GOBIERNO REGIONAL DE PASCO - DIRECCION  REGIONAL  DE TRANSPORTES Y COMUNICACIONES,2026-03-10T20:54:00-05:00,,Concurso Público Abreviado,services,services,306317.0,PEN,Soles,306317.0,2026-03-10T00:00:00-05:00,2026-03-10T00:00:00-05:00,18,False,2026-03,añoInicioConvocatoria;mesInicioConvocatoria,2026-03-11T00:01:00-05:00,2026-03-13T23:59:00-05:00,2
ocds-dgv273-seacev3-1197918,ocds-dgv273-seacev3-1197918-2026-04-16T10:35:29.676156-05:00,compiled,2026-04-16T10:35:29.676143-05:00,ocds-dgv273-seacev3-1197918,2026-04-16T10:35:29.676161-05:00,tender,PE-CONSUCODE-200278,GOBIERNO REGIONAL DE HUANCAVELICA - GERENCIA SUB REGIONAL CHURCAMPA,Fondos Públicos,,,,,,1197918,SIE-SIE-1-2026-GSRCH/DEC-1,ADQUISICION DE COMBUSTIBLES (PETRÓLEO D5 Y GASOHOL REGULAR) PARA LOS ESTABLECIMIENTOS DE SALUD Y OPERATIVIDAD DE LA RED INTEGRAL DE SALUD DURANTE EL EJERCICIO FISCAL DEL AÑO 2026,PE-CONSUCODE-200278,GOBIERNO REGIONAL DE HUANCAVELICA - GERENCIA SUB REGIONAL CHURCAMPA,2026-03-19T09:38:00-05:00,open,Subasta Inversa Electrónica,goods,goods,105640.5,PEN,Soles,105640.5,2026-03-19T00:00:00-05:00,2026-03-19T00:00:00-05:00,,False,2026-03,añoInicioConvocatoria;mesInicioConvocatoria,,,
ocds-dgv273-seacev3-1202076,ocds-dgv273-seacev3-1202076-2026-04-16T10:35:29.659213-05:00,compiled,2026-04-16T10:35:29.659200-05:00,ocds-dgv273-seacev3-1202076,2026-04-16T10:35:29.659218-05:00,tender,PE-CONSUCODE-832,MUNICIPALIDAD PROVINCIAL DE PAUCARTAMBO,Fondos Públicos,,,,,,1202076,SIE-SIE-4-2026-DEC/MPP-1,"ADQUISICION DE PRODUCTOS ALIMENTICIOS PARA EL PROGRAMA DE COMPLEMENTACIÒN ALIMENTARIA, PRODUCTOS QUE INCLUYEN: CEREALES, MENESTRAS, CARNICAS Y OLEAGINOSAS, PARA LA ATENCIÒN DE LOS BENEFICIARIOS DEL PROGRAMA PCA, DEL AMBITO DE ATENCIÒN DE LA MUNICIPALIDAD PROVINCIAL DE PAUCARTAMBO",PE-CONSUCODE-832,MUNICIPALIDAD PROVINCIAL DE PAUCARTAMBO,2026-03-31T22:03:00-05:00,open,Subasta Inversa Electrónica,goods,goods,590424.8,PEN,Soles,590424.8,2026-03-31T00:00:00-05:00,2026-03-31T00:00:00-05:00,6,False,2026-03,añoInicioConvocatoria;mesInicioConvocatoria,,,
ocds-dgv273-seacev3-1194767,ocds-dgv273-seacev3-1194767-2026-04-16T10:35:29.503284-05:00,compiled,2026-04-16T10:35:29.503271-05:00,ocds-dgv273-seacev3-1194767,2026-04-16T10:35:29.503289-05:00,tender,PE-CONSUCODE-1873,MUNICIPALIDAD DISTRITAL DE MASISEA,Fondos Públicos,MEJORAMIENTO DEL SERVICIO DE ATENCIÓN Y PROMOCIÓN DE LAS FAMILIAS EN EL LOCAL COMUNAL  DE CENTRO POBLADO PUERTO ALEGRE DISTRITO DE MASISEA DE LA PROVINCIA DE CORONEL PORTILLO DEL DEPARTAMENTO DE UCAYALI,2682465,,,,1194767,LP-ABR-4-2026-MDM-1,"CONTRATACION DE EJECUCION DE OBRA DEL PROYECTO ""MEJORAMIENTO DEL SERVICIO DE ATENCION Y PROMOCION DE LAS FAMILIAS EN LOCAL COMUNAL DEL CENTRO POBLADO PUERTO ALEGRE, DISTRITO DE MASISEA, PROVINCIA DE CORONEL PORTILLO, DEPARTAMENTO DE UCAYALI"" CON CUI N° 2682465",PE-CONSUCODE-1873,MUNICIPALIDAD DISTRITAL DE MASISEA,2026-03-12T12:48:00-05:00,,Licitación Pública Abreviada,works,works,413711.8,PEN,Soles,413711.8,2026-03-12T00:00:00-05:00,2026-03-12T00:00:00-05:00,5,False,2026-03,añoInicioConvocatoria;mesInicioConvocatoria,2026-03-13T00:01:00-05:00,2026-03-17T23:59:00-05:00,4
ocds-dgv273-seacev3-1198065,ocds-dgv273-seacev3-1198065-2026-04-16T10:35:29.282644-05:00,compiled,2026-04-16T10:35:29.282632-05:00,ocds-dgv273-seacev3-1198065,2026-04-16T10:35:29.282649-05:00,tender,PE-CONSUCODE-1737,MUNICIPALIDAD DISTRITAL DE COPANI,Fondos Públicos,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE PRÁCTICA DEPORTIVA Y/O RECREATIVA EN CAMPO DEPORTIVO CON GRASS SINTÉTICO EN LA COMUNIDAD CAMPESINA DE AMAQUILLA   DISTRITO DE COPANI DE LA PROVINCIA DE YUNGUYO DEL DEPARTAMENTO DE PUNO,2657427,67155.0,PEN,Soles,1198065,COMPRE-COMPRE-1-2026-MDC/DEC-1,ADQUISICIÓN E INSTALACIÓN DE GRASS SINTÉTICO SEGÚN ESPECIFICACIONES TÉCNICAS PARA LA OBRA; MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE PRÁCTICA DEPORTIVA Y/O RECREATIVA EN CAMPO DEPORTIVO CON GRASS SINTÉTICO EN LA COMUNIDAD CAMPESINA DE AMAQUILLA DISTRITO DE COPANI DE LA PROVINCIA DE YUNGUYO DEL DEPAR,PE-CONSUCODE-1737,MUNICIPALIDAD DISTRITAL DE COPANI,2026-03-19T18:44:00-05:00,open,Comparación de Precios,goods,goods,67155.0,PEN,Soles,67155.0,2026-03-19T00:00:00-05:00,2026-03-19T00:00:00-05:00,3,False,2026-03,añoInicioConvocatoria;mesInicioConvocatoria,,,
ocds-dgv273-seacev3-1196690,ocds-dgv273-seacev3-1196690-2026-04-16T10:35:29.012388-05:00,compiled,2026-04-16T10:35:29.012376-05:00,ocds-dgv273-seacev3-1196690,2026-04-16T10:35:29.012393-05:00,tender,PE-CONSUCODE-200062,GOBIERNO REGIONAL DE ICA-HOSPITAL REGIONAL DE ICA,Fondos Públicos,,,269670.0,PEN,Soles,1196690,COMPRE-COMPRE-5-2026-DEC-HRI-1,ADQUISICION DE BOLSA DE POLIETILENO PARA EL SERVICIO DE LIMPIEZA DEL HOSPITAL REGIONAL DE ICA,PE-CONSUCODE-200062,GOBIERNO REGIONAL DE ICA-HOSPITAL REGIONAL DE ICA,2026-03-16T16:56:00-05:00,open,Comparación de Precios,goods,goods,89890.0,PEN,Soles,89890.0,2026-03-16T00:00:00-05:00,2026-03-16T00:00:00-05:00,3,False,2026-03,añoInicioConvocatoria;mesInicioConvocatoria,,,
ocds-dgv273-seacev3-1192816,ocds-dgv273-seacev3-1192816-2026-04-16T10:35:28.920839-05:00,compiled,2026-04-16T10:35:28.920828-05:00,ocds-dgv273-seacev3-1192816,2026-04-16T10:35:28.920845-05:00,tender,PE-CONSUCODE-203306,MUNICIPALIDAD DISTRITAL DE MEGANTONI,Fondos Públicos,"MEJORAMIENTO DEL SERVICIO DE APOYO AL DESARROLLO PRODUCTIVO DE AVES DE CORRAL EN LAS COMUNIDADES NATIVAS DE CAMISEA, TICUMPINIA CHOCORIARI, SHIVANKORENI, SEGAKIATO, CASHIRIARI Y AA.RR. SHINTORINI DEL  DISTRITO DE MEGANTONI - PROVINCIA DE LA CONVENCION - DEPARTAMENTO DE CUSCO",2561480,194287.5,PEN,Soles,1192816,SIE-SIE-3-2026-MDM/DEC-1,"CONTRATACION PARA LA ADQUISICION DE CEMENTO TIPO IP PARA EL PROYECTO: ¿MEJORAMIENTO DEL SERVICIO DE APOYO AL DESARROLLO PRODUCTIVO DE AVES DE CORRAL EN LAS COMUNIDADES NATIVAS DE CAMISEA, TICUMPINIA CHOCORIARI, SHIVANKORENI, SEGAKIATO, CASHIRIARI Y AA.RR. SHINTORINI DEL DISTRITO DE MEGANTONI - PROVI",PE-CONSUCODE-203306,MUNICIPALIDAD DISTRITAL DE MEGANTONI,2026-03-03T20:50:00-05:00,open,Subasta Inversa Electrónica,goods,goods,95287.5,PEN,Soles,95287.5,2026-03-03T00:00:00-05:00,2026-03-03T00:00:00-05:00,10,False,2026-03,añoInicioConvocatoria;mesInicioConvocatoria,,,
ocds-dgv273-seacev3-2026-143-1,ocds-dgv273-seacev3-2026-143-1-2026-04-16T10:35:28.473215-05:00,compiled,2026-04-16T10:35:28.473202-05:00,ocds-dgv273-seacev3-2026-143-1,2026-04-16T10:35:28.473220-05:00,tender,PE-CONSUCODE-143,MUNICIPALIDAD DISTRITAL DE RIO SANTIAGO,Fondos Públicos,"CREACION DEL SERVICIO DE TRÁNSITO PEATONAL INTERURBANO O RURAL EN LA COMUNIDAD NATIVA DE CHAPIZA, A TRAVÉS DE LA CREACIÓN DEL PUENTE PEATONAL ""CHAPIZA""   DISTRITO DE RIO SANTIAGO DE LA PROVINCIA DE CONDORCANQUI DEL DEPARTAMENTO DE AMAZONAS",2681362,681603.36,PEN,Soles,1194554,LP-ABR-2-2026-MDRS/CS-1,"CREACION DEL SERVICIO DE TRANSITO PEATONAL INTERURBANO O RURAL EN LA COMUNIDAD NATIVA DE CHAPIZA A TRAVES DE LA CREACION DEL PUENTE PEATONAL CHAPIZA DISTRITO DE RIO SANTIAGO, PROVINCIA DE CONDORCANQUI DEPARTAMENTO DE AMAZONAS CON CUI N 2681362",PE-CONSUCODE-143,MUNICIPALIDAD DISTRITAL DE RIO SANTIAGO,2026-03-09T22:53:00-05:00,,Licitación Pública Abreviada,works,works,681603.36,PEN,Soles,681603.36,2026-03-09T00:00:00-05:00,2026-03-09T00:00:00-05:00,3,False,2026-03,añoInicioConvocatoria;mesInicioConvocatoria,2026-03-10T00:01:00-05:00,2026-03-12T23:59:00-05:00,2
ocds-dgv273-seacev3-1197015,ocds-dgv273-seacev3-1197015-2026-04-16T10:35:27.972518-05:00,compiled,2026-04-16T10:35:27.972506-05:00,ocds-dgv273-seacev3-1197015,2026-04-16T10:35:27.972523-05:00,tender,PE-CONSUCODE-2432,PERUPETRO S.A.,Fondos Públicos,,,,,,1197015,CP-ABR-4-2025-PERUPETRO-2,SERVICIO DE SUSCRIPCIÓN Y SOPORTE DEL SOFTWARE PARA LA GESTIÓN INTEGRAL DE ACTIVOS Y SERVICIOS DE TECNOLOGÍAS DE LA INFORMACIÓN,PE-CONSUCODE-2432,PERUPETRO S.A.,2026-03-17T15:06:00-05:00,,Concurso Público Abreviado,services,services,199844.6,PEN,Soles,199844.6,2026-03-17T00:00:00-05:00,2026-03-17T00:00:00-05:00,7,False,2026-03,añoInicioConvocatoria;mesInicioConvocatoria,2026-03-18T00:01:00-05:00,2026-03-20T23:59:00-05:00,2
ocds-dgv273-seacev3-1193438,ocds-dgv273-seacev3-1193438-2026-04-16T10:35:27.751532-05:00,compiled,2026-04-16T10:35:27.751519-05:00,ocds-dgv273-seacev3-1193438,2026-04-16T10:35:27.751537-05:00,tender,PE-CONSUCODE-1908,UNIVERSIDAD NACIONAL SAN AGUSTIN,Fondos Públicos,,,150000.0,PEN,Soles,1193438,CP-ABR-1-2026-UNSA-2,SERVICIO DE CAPACITACIÓN PARA DOCENTES EN CURSO - TALLER VIRTUAL: INGLÉS BLENDED LEARNING UNSA,PE-CONSUCODE-1908,UNIVERSIDAD NACIONAL SAN AGUSTIN,2026-03-05T15:32:00-05:00,,Concurso Público Abreviado,services,services,150000.0,PEN,Soles,150000.0,2026-03-05T00:00:00-05:00,2026-03-05T00:00:00-05:00,2,False,2026-03,añoInicioConvocatoria;mesInicioConvocatoria,2026-03-06T00:01:00-05:00,2026-03-10T23:59:00-05:00,4
ocds-dgv273-seacev3-2026-1063-2,ocds-dgv273-seacev3-2026-1063-2-2026-04-16T10:35:27.245289-05:00,compiled,2026-04-16T10:35:27.245276-05:00,ocds-dgv273-seacev3-2026-1063-2,2026-04-16T10:35:27.245294-05:00,tender,PE-CONSUCODE-1063,MUNICIPALIDAD DISTRITAL DE INDEPENDENCIA - PISCO,Fondos Públicos,,,,,,1198799,SIE-SIE-1-2026-MDI/OEC-1,ADQUISICION DE COMBUSTIBLE PARA LAS UNIDADES DE LA MUNICIPALIDAD DISTRITAL DE INDEPENDENCIA PARA EL AÑO 2026,PE-CONSUCODE-1063,MUNICIPALIDAD DISTRITAL DE INDEPENDENCIA - PISCO,2026-03-26T15:08:00-05:00,open,Subasta Inversa Electrónica,goods,goods,341835.0,PEN,Soles,341835.0,2026-03-26T00:00:00-05:00,2026-03-26T00:00:00-05:00,2,False,2026-03,añoInicioConvocatoria;mesInicioConvocatoria,,,
ocds-dgv273-seacev3-1198318,ocds-dgv273-seacev3-1198318-2026-04-16T10:35:27.237577-05:00,compiled,2026-04-16T10:35:27.237565-05:00,ocds-dgv273-seacev3-1198318,2026-04-16T10:35:27.237582-05:00,tender,PE-CONSUCODE-1694,MUNICIPALIDAD DISTRITAL DE KELLUYO,Fondos Públicos,MEJORAMIENTO DE LOS SERVICIOS DE APOYO AL DESARROLLO PRODUCTIVO EN CADENA PRODUCTIVA DE BOVINOS DE LA ZONA ARACACHI Y MEDIA   DISTRITO DE KELLUYO DE LA PROVINCIA DE CHUCUITO DEL DEPARTAMENTO DE PUNO,2702506,,,,1198318,COMPRE-COMPRE-2-2026-MDK/OC-1,ADQUISICIÓN DE POSTE ESQUINERO DE FIERRO DE 1.80 M PARA LA EJECUCIÓN DEL PROYECTO: MEJORAMIENTO DE LOS SERVICIOS DE APOYO AL DESARROLLO PRODUCTIVO EN CADENA PRODUCTIVA DE BOVINOS DE LA ZONA ARACACHI Y MEDIA DEL DISTRITO DE KELLUYO DE LA PROVINCIA DE CHUCUITO DEL DEPARTAMENTO DE PUNO.,PE-CONSUCODE-1694,MUNICIPALIDAD DISTRITAL DE KELLUYO,2026-03-20T00:57:00-05:00,open,Comparación de Precios,goods,goods,99580.8,PEN,Soles,99580.8,2026-03-20T00:00:00-05:00,2026-03-20T00:00:00-05:00,3,False,2026-03,añoInicioConvocatoria;mesInicioConvocatoria,,,
ocds-dgv273-seacev3-1194076,ocds-dgv273-seacev3-1194076-2026-04-16T10:35:26.849064-05:00,compiled,2026-04-16T10:35:26.849051-05:00,ocds-dgv273-seacev3-1194076,2026-04-16T10:35:26.849069-05:00,tender,PE-CONSUCODE-10617,GOBIERNO REGIONAL DE UCAYALI - DIRECCION REGIONAL DE SALUD UCAYALI,Fondos Públicos,,,169800.0,PEN,Soles,1194076,CP-ABR-1-2026-GRU-DRSU-DEC-1,"CONTRATACIÓN DEL SERVICIO DE IMPRESIONES DE FORMATOS ÚNICOS DE ATENCIÓN (FUA)PARA PRESTACIONES DE SALUD, DE LA DIRECCION REGIONAL DE SALUD UCAYALI 2026",PE-CONSUCODE-10617,GOBIERNO REGIONAL DE UCAYALI - DIRECCION REGIONAL DE SALUD UCAYALI,2026-03-06T23:55:00-05:00,,Concurso Público Abreviado,services,services,169800.0,PEN,Soles,169800.0,2026-03-06T00:00:00-05:00,2026-03-06T00:00:00-05:00,14,False,2026-03,añoInicioConvocatoria;mesInicioConvocatoria,2026-03-07T00:01:00-05:00,2026-03-11T23:59:00-05:00,4
ocds-dgv273-seacev3-1199946,ocds-dgv273-seacev3-1199946-2026-04-16T10:35:26.685089-05:00,compiled,2026-04-16T10:35:26.685077-05:00,ocds-dgv273-seacev3-1199946,2026-04-16T10:35:26.685094-05:00,tender,PE-CONSUCODE-809,MUNICIPALIDAD DISTRITAL DE PALLPATA,Fondos Públicos,MEJORAMIENTO DE LOS SERVICIOS DE APOYO AL DESARROLLO PRODUCTIVO EN LA CADENA PRODUCTIVA DE GANADO VACUNO EN LAS COMUNIDADES CAMPESINAS DEL   DISTRITO DE PALLPATA DE LA PROVINCIA DE ESPINAR DEL DEPARTAMENTO DE CUSCO,2670386,86670.0,PEN,Soles,1199946,COMPRE-COMPRE-3-2026-MDP/OFIC-1,"ADQUISICIÓN DE TUBO CUADRADO DE ACERO NEGRO LAC 2¿X2¿ E=2MM LONGITUD 6M PARA EL PROYECTO ""MEJORAMIENTO DE LOS SERVICIOS DE APOYO AL DESARROLLO PRODUCTIVO EN LA CADENA PRODUCTIVA DE GANADO VACUNO EN LAS COMUNIDADES CAMPESINAS DEL DISTRITO DE PALLPATA, PROVINCIA DE ESPINAR, DEPARTAMENTO DE CUSCO""",PE-CONSUCODE-809,MUNICIPALIDAD DISTRITAL DE PALLPATA,2026-03-25T17:06:00-05:00,open,Comparación de Precios,goods,goods,86670.0,PEN,Soles,86670.0,2026-03-25T00:00:00-05:00,2026-03-25T00:00:00-05:00,3,False,2026-03,añoInicioConvocatoria;mesInicioConvocatoria,,,
ocds-dgv273-seacev3-1197128,ocds-dgv273-seacev3-1197128-2026-04-16T10:35:26.601822-05:00,compiled,2026-04-16T10:35:26.601810-05:00,ocds-dgv273-seacev3-1197128,2026-04-16T10:35:26.601827-05:00,tender,PE-CONSUCODE-200382,UNIVERSIDAD NACIONAL DE BARRANCA,Fondos Públicos,,,63500.0,PEN,Soles,1197128,DIRECTA-DIRECTA-2-2026-UNAB-1,SERVICIO DE SUSCRIPCIÓN A BASE DE DATOS DE PUBLICACIONES ACADÉMICAS Y CIENTÍFICAS (EMERALD),PE-CONSUCODE-200382,UNIVERSIDAD NACIONAL DE BARRANCA,2026-03-18T12:11:00-05:00,direct,Contratación Directa,services,services,63500.0,PEN,Soles,63500.0,,,1,False,2026-03,añoPublicacionProceso;mesPublicacionProceso,,,
ocds-dgv273-seacev3-2026-2406-53,ocds-dgv273-seacev3-2026-2406-53-2026-04-16T10:35:26.457218-05:00,compiled,2026-04-16T10:35:26.457203-05:00,ocds-dgv273-seacev3-2026-2406-53,2026-04-16T10:35:26.457223-05:00,tender,PE-CONSUCODE-2406,EMPRESA REGIONAL DE SERVICIOS PUBLICOS DE ELECTRICIDAD DEL ORIENTE,Fondos Públicos,,,,,,1199408,CP-ABR-25-2025-EO-L.-2,"SERVICIO DE INVENTARIO FÍSICO, CONCILIACIÓN DE EXISTENCIAS Y EVALUACIÓN DEL VALOR NETO DE REALIZACIÓN DE SUMINISTROS, REPUESTOS Y UNIDADES DE REEMPLAZO EN LOS ALMACENES DE ELECTRO ORIENTE S.A. CORRESPONDIENTE AL PERÍODO 31.12.2025",PE-CONSUCODE-2406,EMPRESA REGIONAL DE SERVICIOS PUBLICOS DE ELECTRICIDAD DEL ORIENTE,2026-03-24T15:28:00-05:00,,Concurso Público Abreviado,services,services,130000.0,PEN,Soles,130000.0,2026-03-24T00:00:00-05:00,2026-03-24T00:00:00-05:00,7,False,2026-03,añoInicioConvocatoria;mesInicioConvocatoria,2026-03-25T00:01:00-05:00,2026-03-27T23:59:00-05:00,2
ocds-dgv273-seacev3-2026-374-26,ocds-dgv273-seacev3-2026-374-26-2026-04-16T10:35:25.314334-05:00,compiled,2026-04-16T10:35:25.314321-05:00,ocds-dgv273-seacev3-2026-374-26,2026-04-16T10:35:25.314339-05:00,tender,PE-CONSUCODE-374,MUNICIPALIDAD DISTRITAL DE CHALLHUAHUACHO,Fondos Públicos,MEJORAMIENTO DE LOS SERVICIOS EDUCATIVOS EN LA I.E. INICIAL JARDÍN N° 893 DEL ANEXO CCAYCCOPAMPA DE LA COMUNIDAD CAMPESINA DE HUANCUIRE DEL DISTRITO DE CHALLHUAHUACHO - PROVINCIA DE COTABAMBAS - DEPARTAMENTO DE APURIMAC,2465109,87045.0,PEN,Soles,1195786,SIE-SIE-22-2026-DEC-MDCH-1,"ADQUISICION VARILLAS DE ACERO CORRUGADO, PARA EL PROYECTO: MEJORAMIENTO DE LOS SERVICIOS EDUCATIVOS EN LA I.E. INICIAL JARDIN Nro 893 DEL ANEXO CCAYCCOPAMPA DE LA COMUNIDAD CAMPESINA DE HUANCUIRE DEL DISTRITO DE CHALLHUAHUACHO, PROVINCIA DE COTABAMBAS Y DEPARTAMENTO DE APURIMAC.",PE-CONSUCODE-374,MUNICIPALIDAD DISTRITAL DE CHALLHUAHUACHO,2026-03-12T17:54:00-05:00,open,Subasta Inversa Electrónica,goods,goods,87045.0,PEN,Soles,87045.0,2026-03-12T00:00:00-05:00,2026-03-12T00:00:00-05:00,19,False,2026-03,añoInicioConvocatoria;mesInicioConvocatoria,,,
ocds-dgv273-seacev3-1195689,ocds-dgv273-seacev3-1195689-2026-04-16T10:35:25.299001-05:00,compiled,2026-04-16T10:35:25.298989-05:00,ocds-dgv273-seacev3-1195689,2026-04-16T10:35:25.299007-05:00,tender,PE-CONSUCODE-1536,MUNICIPALIDAD PROVINCIAL DE MARISCAL NIETO - MOQUEGUA,Fondos Públicos,"MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD VIAL DE LA RUTA: R1801258 EN LA JUNTA VECINAL DE CHARSAGUA Y ALTO LA VILLA DEL CENTRO POBLADO LOS ANGELES,  DISTRITO DE MOQUEGUA - PROVINCIA DE MARISCAL NIETO - DEPARTAMENTO DE MOQUEGUA",2568143,314025.0,PEN,Soles,1195689,SIE-SIE-4-2026-OC-MPMN-1,"""ADQUISICIÓN DE ADQUISICION DE MATERIAL GRANULAR PARA SUB BASE TIPO B"" PARA EL PROYECTO DENOMINADO: ""MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD VIAL EN LA RUTA: R1801258 EN LA JUNTA VECINAL CHARSAGUA Y ALTO VILLA DEL CENTRO POBLADO LOS ÁNGELES, DISTRITO DE MOQUEGUA, PROVINCIA MARISCAL NIETO, DEPAR",PE-CONSUCODE-1536,MUNICIPALIDAD PROVINCIAL DE MARISCAL NIETO - MOQUEGUA,2026-03-12T15:33:00-05:00,open,Subasta Inversa Electrónica,goods,goods,314025.0,PEN,Soles,314025.0,2026-03-12T00:00:00-05:00,2026-03-12T00:00:00-05:00,11,False,2026-03,añoInicioConvocatoria;mesInicioConvocatoria,,,
ocds-dgv273-seacev3-1195392,ocds-dgv273-seacev3-1195392-2026-04-16T10:35:25.210379-05:00,compiled,2026-04-16T10:35:25.210366-05:00,ocds-dgv273-seacev3-1195392,2026-04-16T10:35:25.210384-05:00,tender,PE-CONSUCODE-10590,GOBIERNO REGIONAL DE SAN MARTIN-TRANSPORTES,Fondos Públicos,,,,,,1195392,CP-ABR-11-2026-GRSM/DRTC-CS-1,"CONTRATACIÓN DE SERVICIO DE EJECUCIÓN DE MANTENIMIENTO PERIÓDICO DE LA RED VIAL DEPARTAMENTAL PAVIMENTADA, RUTA SM-114, L=4.286 KM, MULTIDISTRITAL, PROVINCIA RIOJA, DEPARTAMENTO SAN MARTIN.",PE-CONSUCODE-10590,GOBIERNO REGIONAL DE SAN MARTIN-TRANSPORTES,2026-03-11T19:10:00-05:00,,Concurso Público Abreviado,services,services,330022.0,PEN,Soles,330022.0,2026-03-11T00:00:00-05:00,2026-03-11T00:00:00-05:00,14,False,2026-03,añoInicioConvocatoria;mesInicioConvocatoria,2026-03-12T00:01:00-05:00,2026-03-16T23:59:00-05:00,4
ocds-dgv273-seacev3-2026-1947-296,ocds-dgv273-seacev3-2026-1947-296-2026-04-16T10:35:25.070362-05:00,compiled,2026-04-16T10:35:25.070349-05:00,ocds-dgv273-seacev3-2026-1947-296,2026-04-16T10:35:25.070368-05:00,tender,PE-CONSUCODE-1947,COMISION DE PROMOCION DEL PERU PARA LA EXPORTACION Y EL TURISMO - PROMPERU,Fondos Públicos,,,156060.0,PEN,Soles,1201835,INTER-PROC-80-2026-PROMPERU-1,SERVICIO DE PUBLICIDAD ¿CAMPAÑA: PERÚ FRONTERAS CHILE 2026¿ ¿ CHI06,PE-CONSUCODE-1947,COMISION DE PROMOCION DEL PERU PARA LA EXPORTACION Y EL TURISMO - PROMPERU,2026-03-31T15:48:00-05:00,open,Contratación Internacional,services,services,45000.0,USD,Dólar Norteamericano,156060.0,2026-03-31T00:00:00-05:00,2026-03-31T00:00:00-05:00,1,False,2026-03,añoInicioConvocatoria;mesInicioConvocatoria,,,
