Open Contracting ID,Entrega compilada:ID de Entrega,Entrega compilada:Licitación:ID de licitación,Entrega compilada:Licitación:Artículos que se adquirirán:ID,Entrega compilada:Licitación:Artículos que se adquirirán:Clasificaciones adicionales:ID,Entrega compilada:Licitación:Artículos que se adquirirán:Clasificaciones adicionales:Descripción,Entrega compilada:Licitación:Artículos que se adquirirán:Clasificaciones adicionales:Esquema
ocds-dgv273-seacev3-1192494,ocds-dgv273-seacev3-1192494-2026-06-10T10:32:52.051666-05:00,1192494,21214000,72141003,Servicios de mantenimiento de pistas y carreteras,UNSPSC
ocds-dgv273-seacev3-1210092,ocds-dgv273-seacev3-1210092-2026-06-10T10:32:51.487879-05:00,1210092,21261346,30121803,Césped artificial,UNSPSC
ocds-dgv273-seacev3-2026-10435-1,ocds-dgv273-seacev3-2026-10435-1-2026-06-10T10:32:51.281647-05:00,1195167,21221066,72141003,Servicios de mantenimiento de pistas y carreteras,UNSPSC
ocds-dgv273-seacev3-1217328,ocds-dgv273-seacev3-1217328-2026-06-10T10:32:42.781962-05:00,1217328,21282991,93121503,Servicios de seguridad diplomática,UNSPSC
ocds-dgv273-seacev3-1195898,ocds-dgv273-seacev3-1195898-2026-06-10T10:32:42.028786-05:00,1195898,21222648,81101505,Ingeniería estructural,UNSPSC
ocds-dgv273-seacev3-1201830,ocds-dgv273-seacev3-1201830-2026-06-10T10:32:41.969476-05:00,1201830,21241122,41111808,Equipo de examinación radiográfica por rayos X,UNSPSC
ocds-dgv273-seacev3-1197164,ocds-dgv273-seacev3-1197164-2026-06-10T10:32:41.434119-05:00,1197164,21225443,80131502,Alquiler de instalaciones comerciales o industriales,UNSPSC
ocds-dgv273-seacev3-1194919,ocds-dgv273-seacev3-1194919-2026-06-10T10:32:41.418622-05:00,1194919,21219953,21102401,Equipo para apicultura,UNSPSC
ocds-dgv273-seacev3-1200410,ocds-dgv273-seacev3-1200410-2026-06-10T10:32:41.402586-05:00,1200410,21234830,39121521,Controles de arrancador de motor,UNSPSC
ocds-dgv273-seacev3-2026-200252-1,ocds-dgv273-seacev3-2026-200252-1-2026-06-10T10:32:41.009068-05:00,1197352,21225897,72141003,Servicios de mantenimiento de pistas y carreteras,UNSPSC
ocds-dgv273-seacev3-2026-200190-135,ocds-dgv273-seacev3-2026-200190-135-2026-06-10T10:32:40.528016-05:00,1202001,21241394,84111502,Servicio de contabilidad financiera,UNSPSC
ocds-dgv273-seacev3-2026-1963-6,ocds-dgv273-seacev3-2026-1963-6-2026-06-10T10:32:40.397909-05:00,1202056,21241514,80131802,Servicio de tasación  y valuación de bienes inmuebles,UNSPSC
ocds-dgv273-seacev3-1201931,ocds-dgv273-seacev3-1201931-2026-06-10T10:32:40.347548-05:00,1201931,21241251,20122215,Tanque de compensación,UNSPSC
ocds-dgv273-seacev3-1199613,ocds-dgv273-seacev3-1199613-2026-06-10T10:32:39.983515-05:00,1199613,21232202,72141121,Servicios de construcción de tuberías principales de agua,UNSPSC
ocds-dgv273-seacev3-2026-1618-2,ocds-dgv273-seacev3-2026-1618-2-2026-06-10T10:32:39.874234-05:00,1196013,21222789,72121203,Servicios de construcción de silos y de edificaciones para servicio agrícola,UNSPSC
ocds-dgv273-seacev3-1201623,ocds-dgv273-seacev3-1201623-2026-06-10T10:32:30.266444-05:00,1201623,21238289,41114301,Corrientímetro de corriente abierta,UNSPSC
ocds-dgv273-seacev3-2026-10568-8,ocds-dgv273-seacev3-2026-10568-8-2026-06-10T10:32:30.248238-05:00,1197348,21225857,72141003,Servicios de mantenimiento de pistas y carreteras,UNSPSC
ocds-dgv273-seacev3-1198107,ocds-dgv273-seacev3-1198107-2026-06-10T10:32:30.014672-05:00,1198107,21227838,72141001,Servicios de construcción de pistas y carreteras nuevas,UNSPSC
ocds-dgv273-seacev3-1198705,ocds-dgv273-seacev3-1198705-2026-06-10T10:32:29.991482-05:00,1198705,21229545,72121501,Servicios de construcción de plantas químicas,UNSPSC
ocds-dgv273-seacev3-2026-2543-539,ocds-dgv273-seacev3-2026-2543-539-2026-06-10T10:32:29.675249-05:00,1199234,21231005,91111603,Servicios de cocina o preparación de comidas,UNSPSC
ocds-dgv273-seacev3-2026-2543-539,ocds-dgv273-seacev3-2026-2543-539-2026-06-10T10:32:29.675249-05:00,1199234,21230992,91111603,Servicios de cocina o preparación de comidas,UNSPSC
ocds-dgv273-seacev3-1193306,ocds-dgv273-seacev3-1193306-2026-06-10T10:32:29.661825-05:00,1193306,21216164,95101901,Granja,UNSPSC
ocds-dgv273-seacev3-2026-20002-29,ocds-dgv273-seacev3-2026-20002-29-2026-06-10T10:32:28.907740-05:00,1198790,21229858,12352202,Proteínas,UNSPSC
ocds-dgv273-seacev3-1197382,ocds-dgv273-seacev3-1197382-2026-06-10T10:32:18.680637-05:00,1197382,21226028,72141003,Servicios de mantenimiento de pistas y carreteras,UNSPSC
ocds-dgv273-seacev3-1193122,ocds-dgv273-seacev3-1193122-2026-06-10T10:32:18.310443-05:00,1193122,21215592,91111603,Servicios de cocina o preparación de comidas,UNSPSC
ocds-dgv273-seacev3-1193122,ocds-dgv273-seacev3-1193122-2026-06-10T10:32:18.310443-05:00,1193122,21215591,91111603,Servicios de cocina o preparación de comidas,UNSPSC
ocds-dgv273-seacev3-1193122,ocds-dgv273-seacev3-1193122-2026-06-10T10:32:18.310443-05:00,1193122,21215590,91111603,Servicios de cocina o preparación de comidas,UNSPSC
ocds-dgv273-seacev3-1193122,ocds-dgv273-seacev3-1193122-2026-06-10T10:32:18.310443-05:00,1193122,21215589,91111603,Servicios de cocina o preparación de comidas,UNSPSC
ocds-dgv273-seacev3-1193122,ocds-dgv273-seacev3-1193122-2026-06-10T10:32:18.310443-05:00,1193122,21215588,91111603,Servicios de cocina o preparación de comidas,UNSPSC
ocds-dgv273-seacev3-1193122,ocds-dgv273-seacev3-1193122-2026-06-10T10:32:18.310443-05:00,1193122,21215587,91111603,Servicios de cocina o preparación de comidas,UNSPSC
ocds-dgv273-seacev3-1217147,ocds-dgv273-seacev3-1217147-2026-06-10T10:32:07.833543-05:00,1217147,21282431,46181502,Chalecos antibalas,UNSPSC
ocds-dgv273-seacev3-2026-200191-66,ocds-dgv273-seacev3-2026-200191-66-2026-06-10T10:32:07.398843-05:00,1200309,21234604,81141504,Calibración o reparación de equipos de prueba,UNSPSC
ocds-dgv273-seacev3-1195399,ocds-dgv273-seacev3-1195399-2026-06-10T10:32:07.241118-05:00,1195399,21221436,81101515,Ingeniería de infraestructura de plantas o instalaciones,UNSPSC
ocds-dgv273-seacev3-1192183,ocds-dgv273-seacev3-1192183-2026-06-10T10:32:07.184291-05:00,1192183,21213280,30111505,Hormigón premezclado,UNSPSC
ocds-dgv273-seacev3-2026-10568-12,ocds-dgv273-seacev3-2026-10568-12-2026-06-10T10:32:06.709921-05:00,1198825,21229908,72141003,Servicios de mantenimiento de pistas y carreteras,UNSPSC
ocds-dgv273-seacev3-1195104,ocds-dgv273-seacev3-1195104-2026-06-10T10:32:06.332190-05:00,1195104,21235392,81101510,Ingeniería de carreteras,UNSPSC
ocds-dgv273-seacev3-1199482,ocds-dgv273-seacev3-1199482-2026-06-10T10:32:06.054379-05:00,1199482,21231680,49241706,Manta solar,UNSPSC
ocds-dgv273-seacev3-1195196,ocds-dgv273-seacev3-1195196-2026-06-08T10:03:54.744153-05:00,1195196,21221105,81102702,Servicio de ingeniería y diseño de sistema de control de proceso,UNSPSC
ocds-dgv273-seacev3-2026-10418-15,ocds-dgv273-seacev3-2026-10418-15-2026-06-07T10:10:52.308903-05:00,1198029,21227604,72121102,Servicios de construcción de edificios comerciales y de oficinas prefabricadas,UNSPSC
ocds-dgv273-seacev3-2026-1926-57,ocds-dgv273-seacev3-2026-1926-57-2026-06-07T10:10:52.287630-05:00,1199010,21230596,84121806,Servicios de custodia de valores,UNSPSC
ocds-dgv273-seacev3-2026-12-7,ocds-dgv273-seacev3-2026-12-7-2026-06-07T10:10:51.875108-05:00,1201999,21241380,91111603,Servicios de cocina o preparación de comidas,UNSPSC
ocds-dgv273-seacev3-1197714,ocds-dgv273-seacev3-1197714-2026-06-07T10:10:51.813439-05:00,1197714,21226785,53102306,Pañales para adultos,UNSPSC
ocds-dgv273-seacev3-1194713,ocds-dgv273-seacev3-1194713-2026-06-07T10:10:51.792793-05:00,1194713,21219982,50121538,Pescado estable sin refrigerar,UNSPSC
ocds-dgv273-seacev3-2026-200375-4,ocds-dgv273-seacev3-2026-200375-4-2026-06-07T10:10:51.765154-05:00,1201515,21237962,72141003,Servicios de mantenimiento de pistas y carreteras,UNSPSC
ocds-dgv273-seacev3-1217296,ocds-dgv273-seacev3-1217296-2026-06-07T10:10:48.572699-05:00,1217296,21282926,45121516,Videocámaras o cámaras de video digitales,UNSPSC
ocds-dgv273-seacev3-1217314,ocds-dgv273-seacev3-1217314-2026-06-07T10:10:47.981588-05:00,1217314,21283013,43223306,Cabina o caja para el sistema de la red,UNSPSC
ocds-dgv273-seacev3-2026-10-4,ocds-dgv273-seacev3-2026-10-4-2026-06-07T10:10:46.672881-05:00,1217375,21283139,72101518,Servicio de alquiler de generador portátil,UNSPSC
ocds-dgv273-seacev3-1196427,ocds-dgv273-seacev3-1196427-2026-06-07T10:10:44.668658-05:00,1196427,21223851,70171709,Servicios de administración de sistemas de riego,UNSPSC
ocds-dgv273-seacev3-1193197,ocds-dgv273-seacev3-1193197-2026-06-07T10:10:44.536285-05:00,1193197,21215965,78101805,Servicio de alquiler de camión pipa y tráiler,UNSPSC
ocds-dgv273-seacev3-1192168,ocds-dgv273-seacev3-1192168-2026-06-07T10:10:44.512841-05:00,1192168,21213444,72121406,Servicios de construcción de escuelas,UNSPSC
ocds-dgv273-seacev3-2026-20002-30,ocds-dgv273-seacev3-2026-20002-30-2026-06-07T10:10:44.482359-05:00,1190107,21207824,41115805,Analizadores de gases sanguíneos,UNSPSC
ocds-dgv273-seacev3-1199197,ocds-dgv273-seacev3-1199197-2026-06-07T10:10:44.393071-05:00,1199197,21230944,72141701,Servicio de arrendamiento o alquiler de maquinaria de construcción,UNSPSC
ocds-dgv273-seacev3-1201968,ocds-dgv273-seacev3-1201968-2026-06-07T10:10:44.376664-05:00,1201968,21241300,83121703,Servicios relacionados con Internet,UNSPSC
ocds-dgv273-seacev3-2026-2407-39,ocds-dgv273-seacev3-2026-2407-39-2026-06-07T10:10:44.229396-05:00,1192173,21213450,83101804,Servicios de transmisión de energía eléctrica,UNSPSC
ocds-dgv273-seacev3-1196613,ocds-dgv273-seacev3-1196613-2026-06-07T10:10:44.174178-05:00,1196613,21224215,15101505,Diesel,UNSPSC
ocds-dgv273-seacev3-2026-1735-19,ocds-dgv273-seacev3-2026-1735-19-2026-06-07T10:10:44.087228-05:00,1196856,21224619,72121101,Servicios de construcción de nuevos edificios comerciales y de oficinas,UNSPSC
ocds-dgv273-seacev3-1199389,ocds-dgv273-seacev3-1199389-2026-06-07T10:10:43.883544-05:00,1199389,21231324,15101506,Gasolina o Petróleo,UNSPSC
ocds-dgv273-seacev3-1189662,ocds-dgv273-seacev3-1189662-2026-06-07T10:10:43.827075-05:00,1189662,21206439,80101606,Evaluación y monitoreo de proyectos,UNSPSC
ocds-dgv273-seacev3-1201937,ocds-dgv273-seacev3-1201937-2026-06-07T10:10:43.686109-05:00,1201937,21241280,91111603,Servicios de cocina o preparación de comidas,UNSPSC
ocds-dgv273-seacev3-2026-10-22,ocds-dgv273-seacev3-2026-10-22-2026-06-07T10:10:35.352233-05:00,1217334,21283033,78102203,"Servicios de envío, recojo o entrega de correspondencia",UNSPSC
ocds-dgv273-seacev3-1217321,ocds-dgv273-seacev3-1217321-2026-06-07T10:10:33.695961-05:00,1217321,21282932,32101515,Atenuadores,UNSPSC
ocds-dgv273-seacev3-2026-1901-8,ocds-dgv273-seacev3-2026-1901-8-2026-06-07T10:10:32.867472-05:00,1201967,21239585,80111601,Asistencia administrativa o de oficina temporal,UNSPSC
ocds-dgv273-seacev3-1197028,ocds-dgv273-seacev3-1197028-2026-06-07T10:10:32.784693-05:00,1197028,21225106,70151505,Inventario forestal,UNSPSC
ocds-dgv273-seacev3-1197028,ocds-dgv273-seacev3-1197028-2026-06-07T10:10:32.784693-05:00,1197028,21225094,70151505,Inventario forestal,UNSPSC
ocds-dgv273-seacev3-1197028,ocds-dgv273-seacev3-1197028-2026-06-07T10:10:32.784693-05:00,1197028,21225095,70151505,Inventario forestal,UNSPSC
ocds-dgv273-seacev3-1199614,ocds-dgv273-seacev3-1199614-2026-06-07T10:10:32.670071-05:00,1199614,21232216,81101510,Ingeniería de carreteras,UNSPSC
ocds-dgv273-seacev3-1199751,ocds-dgv273-seacev3-1199751-2026-06-07T10:10:32.549092-05:00,1199751,21232735,81101508,Ingeniería arquitectónica,UNSPSC
ocds-dgv273-seacev3-1200378,ocds-dgv273-seacev3-1200378-2026-06-07T10:10:32.493990-05:00,1200378,21234707,80101505,Desarrollo de objetivos o políticas corporativas,UNSPSC
ocds-dgv273-seacev3-2026-200261-39,ocds-dgv273-seacev3-2026-200261-39-2026-06-07T10:10:32.329729-05:00,1198726,21229642,13102018,Polietileno de Baja Densidad (LDPE),UNSPSC
ocds-dgv273-seacev3-2026-200375-3,ocds-dgv273-seacev3-2026-200375-3-2026-06-07T10:10:24.973262-05:00,1201510,21237950,72141003,Servicios de mantenimiento de pistas y carreteras,UNSPSC
ocds-dgv273-seacev3-1196482,ocds-dgv273-seacev3-1196482-2026-06-07T10:10:24.894761-05:00,1196482,21223922,41116120,Kits o suministros para pruebas de hematología,UNSPSC
ocds-dgv273-seacev3-2026-1747-9,ocds-dgv273-seacev3-2026-1747-9-2026-06-07T10:10:24.807741-05:00,1200117,21233756,30121803,Césped artificial,UNSPSC
ocds-dgv273-seacev3-1207231,ocds-dgv273-seacev3-1207231-2026-06-07T10:10:24.769309-05:00,1207231,21253506,53102799,Uniformes,UNSPSC
ocds-dgv273-seacev3-2026-1323-10,ocds-dgv273-seacev3-2026-1323-10-2026-06-07T10:10:24.722726-05:00,1198767,21229766,15101506,Gasolina o Petróleo,UNSPSC
ocds-dgv273-seacev3-2026-10418-13,ocds-dgv273-seacev3-2026-10418-13-2026-06-07T10:10:24.540241-05:00,1198951,21230425,72121102,Servicios de construcción de edificios comerciales y de oficinas prefabricadas,UNSPSC
ocds-dgv273-seacev3-1201368,ocds-dgv273-seacev3-1201368-2026-06-07T10:10:24.361078-05:00,1201368,21237665,81112105,Servicios de hosting de operación de sitios Web WWW a nivel mundial,UNSPSC
ocds-dgv273-seacev3-2026-1323-4,ocds-dgv273-seacev3-2026-1323-4-2026-06-07T10:10:24.206082-05:00,1198380,21228425,84131612,Seguro de compensación laboral,UNSPSC
ocds-dgv273-seacev3-2026-200030-24,ocds-dgv273-seacev3-2026-200030-24-2026-06-07T10:10:24.050928-05:00,1201877,21241201,81101510,Ingeniería de carreteras,UNSPSC
ocds-dgv273-seacev3-1195681,ocds-dgv273-seacev3-1195681-2026-06-07T10:10:23.904656-05:00,1195681,21222275,81101505,Ingeniería estructural,UNSPSC
ocds-dgv273-seacev3-1198598,ocds-dgv273-seacev3-1198598-2026-06-07T10:10:23.857480-05:00,1198598,21229097,78111808,Alquiler de vehículos,UNSPSC
ocds-dgv273-seacev3-1197472,ocds-dgv273-seacev3-1197472-2026-06-07T10:10:23.843318-05:00,1197472,21226357,72152605,Servicios de montaje y reparación de techos,UNSPSC
ocds-dgv273-seacev3-1201824,ocds-dgv273-seacev3-1201824-2026-06-07T10:10:23.774790-05:00,1201824,21239484,72141003,Servicios de mantenimiento de pistas y carreteras,UNSPSC
ocds-dgv273-seacev3-2026-1003013319-11,ocds-dgv273-seacev3-2026-1003013319-11-2026-06-07T10:10:23.756389-05:00,1199985,21233188,82121504,Impresión tipográfica o serigrafía,UNSPSC
ocds-dgv273-seacev3-2026-1003013319-11,ocds-dgv273-seacev3-2026-1003013319-11-2026-06-07T10:10:23.756389-05:00,1199985,21233189,82121504,Impresión tipográfica o serigrafía,UNSPSC
ocds-dgv273-seacev3-2026-1003013319-11,ocds-dgv273-seacev3-2026-1003013319-11-2026-06-07T10:10:23.756389-05:00,1199985,21233190,82121504,Impresión tipográfica o serigrafía,UNSPSC
ocds-dgv273-seacev3-2026-1003013319-11,ocds-dgv273-seacev3-2026-1003013319-11-2026-06-07T10:10:23.756389-05:00,1199985,21233191,82121504,Impresión tipográfica o serigrafía,UNSPSC
ocds-dgv273-seacev3-2026-200308-1,ocds-dgv273-seacev3-2026-200308-1-2026-06-07T10:10:23.671333-05:00,1200661,21235480,72141003,Servicios de mantenimiento de pistas y carreteras,UNSPSC
ocds-dgv273-seacev3-1201453,ocds-dgv273-seacev3-1201453-2026-06-07T10:10:23.661995-05:00,1201453,21238064,72141106,Servicios de construcción de caminos de grava o tierra,UNSPSC
ocds-dgv273-seacev3-1217112,ocds-dgv273-seacev3-1217112-2026-06-07T10:10:17.311438-05:00,1217112,21282401,76111501,Servicios de limpieza de edificios,UNSPSC
ocds-dgv273-seacev3-1217405,ocds-dgv273-seacev3-1217405-2026-06-07T10:10:16.313192-05:00,1217405,21283325,32101515,Atenuadores,UNSPSC
ocds-dgv273-seacev3-1217022,ocds-dgv273-seacev3-1217022-2026-06-07T10:10:15.855072-05:00,1217022,21282149,81111819,Servicios de aseguramiento de calidad,UNSPSC
ocds-dgv273-seacev3-2026-200030-29,ocds-dgv273-seacev3-2026-200030-29-2026-06-07T10:10:13.911183-05:00,1192983,21215231,72141003,Servicios de mantenimiento de pistas y carreteras,UNSPSC
ocds-dgv273-seacev3-1196466,ocds-dgv273-seacev3-1196466-2026-06-07T10:10:13.877871-05:00,1196466,21223919,41115843,Analizador de diagnóstico molecular,UNSPSC
ocds-dgv273-seacev3-1194390,ocds-dgv273-seacev3-1194390-2026-06-07T10:10:13.673579-05:00,1194390,21218947,72152301,Servicios de carpintería rústica,UNSPSC
ocds-dgv273-seacev3-2026-1323-9,ocds-dgv273-seacev3-2026-1323-9-2026-06-07T10:10:13.598782-05:00,1198769,21229768,15101505,Diesel,UNSPSC
ocds-dgv273-seacev3-1200040,ocds-dgv273-seacev3-1200040-2026-06-07T10:10:13.583967-05:00,1200040,21233297,80101604,Administración o planificación de proyectos,UNSPSC
ocds-dgv273-seacev3-1207518,ocds-dgv273-seacev3-1207518-2026-06-07T10:10:13.463748-05:00,1207518,21254227,72121203,Servicios de construcción de silos y de edificaciones para servicio agrícola,UNSPSC
ocds-dgv273-seacev3-2026-200375-5,ocds-dgv273-seacev3-2026-200375-5-2026-06-07T10:10:13.391448-05:00,1201529,21238130,72141003,Servicios de mantenimiento de pistas y carreteras,UNSPSC
ocds-dgv273-seacev3-1196454,ocds-dgv273-seacev3-1196454-2026-06-07T10:10:13.377449-05:00,1196454,21226089,72121203,Servicios de construcción de silos y de edificaciones para servicio agrícola,UNSPSC
ocds-dgv273-seacev3-1194963,ocds-dgv273-seacev3-1194963-2026-06-07T10:10:13.088516-05:00,1194963,21220557,72141701,Servicio de arrendamiento o alquiler de maquinaria de construcción,UNSPSC
ocds-dgv273-seacev3-1198981,ocds-dgv273-seacev3-1198981-2026-06-07T10:10:12.844393-05:00,1198981,21230475,12141904,Oxígeno (O),UNSPSC
ocds-dgv273-seacev3-1193375,ocds-dgv273-seacev3-1193375-2026-06-07T10:10:12.724629-05:00,1193375,21216385,42141501,Fibra o bolitas de algodón,UNSPSC
ocds-dgv273-seacev3-2026-200266-50,ocds-dgv273-seacev3-2026-200266-50-2026-06-07T10:10:12.656735-05:00,1202087,21239783,92101501,Servicios de vigilancia,UNSPSC
ocds-dgv273-seacev3-1198205,ocds-dgv273-seacev3-1198205-2026-06-07T10:10:12.642930-05:00,1198205,21228050,83111603,Servicios de telefonía móvil,UNSPSC
ocds-dgv273-seacev3-2026-2009-65,ocds-dgv273-seacev3-2026-2009-65-2026-06-07T10:10:12.485596-05:00,1198691,21229465,11111611,Grava,UNSPSC
ocds-dgv273-seacev3-1210480,ocds-dgv273-seacev3-1210480-2026-06-06T10:22:07.119157-05:00,1210480,21262340,82121507,Impresión de formularios comerciales o papelería,UNSPSC
ocds-dgv273-seacev3-1195954,ocds-dgv273-seacev3-1195954-2026-06-06T10:22:01.240412-05:00,1195954,21222731,72141003,Servicios de mantenimiento de pistas y carreteras,UNSPSC
ocds-dgv273-seacev3-1194918,ocds-dgv273-seacev3-1194918-2026-06-06T10:22:00.925948-05:00,1194918,21220216,72154013,Servicios de construcción de cercos,UNSPSC
ocds-dgv273-seacev3-1196506,ocds-dgv273-seacev3-1196506-2026-06-06T10:22:00.627539-05:00,1196506,21223951,72141003,Servicios de mantenimiento de pistas y carreteras,UNSPSC
ocds-dgv273-seacev3-1198077,ocds-dgv273-seacev3-1198077-2026-06-06T10:22:00.349935-05:00,1198077,21227833,72141001,Servicios de construcción de pistas y carreteras nuevas,UNSPSC
ocds-dgv273-seacev3-1200365,ocds-dgv273-seacev3-1200365-2026-06-06T10:22:00.212540-05:00,1200365,21234653,72121403,Servicios de construcción de hospitales,UNSPSC
ocds-dgv273-seacev3-1197189,ocds-dgv273-seacev3-1197189-2026-06-06T10:22:00.081460-05:00,1197189,21225486,72141121,Servicios de construcción de tuberías principales de agua,UNSPSC
ocds-dgv273-seacev3-1193686,ocds-dgv273-seacev3-1193686-2026-06-06T10:22:00.065679-05:00,1193686,21217164,81101515,Ingeniería de infraestructura de plantas o instalaciones,UNSPSC
ocds-dgv273-seacev3-1205775,ocds-dgv273-seacev3-1205775-2026-06-06T10:22:00.033197-05:00,1205775,21250184,72151203,Servicios de construcción de energía solar para CVAA,UNSPSC
ocds-dgv273-seacev3-1195930,ocds-dgv273-seacev3-1195930-2026-06-06T10:21:51.128949-05:00,1195930,21222714,72121406,Servicios de construcción de escuelas,UNSPSC
ocds-dgv273-seacev3-1198120,ocds-dgv273-seacev3-1198120-2026-06-06T10:21:50.944751-05:00,1198120,21227686,72151511,Servicios de mantenimiento o reparación de sistemas de iluminación,UNSPSC
ocds-dgv273-seacev3-1198702,ocds-dgv273-seacev3-1198702-2026-06-06T10:21:50.807316-05:00,1198702,21229544,72121406,Servicios de construcción de escuelas,UNSPSC
ocds-dgv273-seacev3-1201687,ocds-dgv273-seacev3-1201687-2026-06-06T10:21:50.690995-05:00,1201687,21238375,81101706,Mantenimiento de equipo de laboratorio,UNSPSC
ocds-dgv273-seacev3-1191334,ocds-dgv273-seacev3-1191334-2026-06-06T10:21:50.453776-05:00,1191334,21211096,72141128,Servicio de remodelación  y/o construcción de plazas públicas,UNSPSC
ocds-dgv273-seacev3-1195952,ocds-dgv273-seacev3-1195952-2026-06-06T10:21:50.312070-05:00,1195952,21222723,72121406,Servicios de construcción de escuelas,UNSPSC
ocds-dgv273-seacev3-1200302,ocds-dgv273-seacev3-1200302-2026-06-06T10:21:50.295480-05:00,1200302,21234571,72141003,Servicios de mantenimiento de pistas y carreteras,UNSPSC
ocds-dgv273-seacev3-1200106,ocds-dgv273-seacev3-1200106-2026-06-06T10:21:50.264741-05:00,1200106,21233680,50192504,Rellenos para sándwich congelados,UNSPSC
ocds-dgv273-seacev3-1195897,ocds-dgv273-seacev3-1195897-2026-06-06T10:21:50.127387-05:00,1195897,21222722,72141003,Servicios de mantenimiento de pistas y carreteras,UNSPSC
ocds-dgv273-seacev3-1195149,ocds-dgv273-seacev3-1195149-2026-06-06T10:21:50.053838-05:00,1195149,21221050,80101604,Administración o planificación de proyectos,UNSPSC
ocds-dgv273-seacev3-1217149,ocds-dgv273-seacev3-1217149-2026-06-06T10:21:41.573373-05:00,1217149,21282447,81112501,Servicio de licencias para software de computadoras,UNSPSC
ocds-dgv273-seacev3-2026-674-5,ocds-dgv273-seacev3-2026-674-5-2026-06-06T10:21:40.261461-05:00,1199800,21232753,72141121,Servicios de construcción de tuberías principales de agua,UNSPSC
ocds-dgv273-seacev3-2026-21-24,ocds-dgv273-seacev3-2026-21-24-2026-06-06T10:21:40.113445-05:00,1201990,21239638,50202301,Agua,UNSPSC
ocds-dgv273-seacev3-1199403,ocds-dgv273-seacev3-1199403-2026-06-06T10:21:40.100238-05:00,1199403,21231592,42231802,Fórmulas o barras o budines suplementarios pediátricos para uso general,UNSPSC
ocds-dgv273-seacev3-1199403,ocds-dgv273-seacev3-1199403-2026-06-06T10:21:40.100238-05:00,1199403,21231591,42231802,Fórmulas o barras o budines suplementarios pediátricos para uso general,UNSPSC
ocds-dgv273-seacev3-1202126,ocds-dgv273-seacev3-1202126-2026-06-06T10:21:39.517205-05:00,1202126,21239845,56111511,Conjuntos modulares para oficinas administrativas,UNSPSC
ocds-dgv273-seacev3-1196238,ocds-dgv273-seacev3-1196238-2026-06-06T10:21:39.508819-05:00,1196238,21223247,80141607,Gestión de eventos,UNSPSC
ocds-dgv273-seacev3-1192587,ocds-dgv273-seacev3-1192587-2026-06-06T10:21:39.491889-05:00,1192587,21214271,46171610,Cámaras de seguridad,UNSPSC
ocds-dgv273-seacev3-2026-1065-3,ocds-dgv273-seacev3-2026-1065-3-2026-06-06T10:21:39.378838-05:00,1197579,21226290,72141121,Servicios de construcción de tuberías principales de agua,UNSPSC
ocds-dgv273-seacev3-1202010,ocds-dgv273-seacev3-1202010-2026-06-06T10:21:39.225295-05:00,1202010,21239651,11151516,Fibra de poliuretano o spandex,UNSPSC
ocds-dgv273-seacev3-1196273,ocds-dgv273-seacev3-1196273-2026-06-06T10:21:38.918554-05:00,1196273,21223373,72141505,Servicios de movimientos de tierras,UNSPSC
ocds-dgv273-seacev3-1197360,ocds-dgv273-seacev3-1197360-2026-06-06T10:21:38.778274-05:00,1197360,21225992,81101510,Ingeniería de carreteras,UNSPSC
ocds-dgv273-seacev3-1197421,ocds-dgv273-seacev3-1197421-2026-06-06T10:21:38.559171-05:00,1197421,21226054,72121103,Servicios de renovación y reparación de edificios comerciales y de oficinas,UNSPSC
ocds-dgv273-seacev3-1217128,ocds-dgv273-seacev3-1217128-2026-06-06T10:21:32.588501-05:00,1217128,21282362,81112102,Proveedor de servicio de correo electrónico,UNSPSC
ocds-dgv273-seacev3-1222204,ocds-dgv273-seacev3-1222204-2026-06-06T10:21:32.322625-05:00,1222204,21298257,72141115,Servicios de tendido de cables eléctricos,UNSPSC
ocds-dgv273-seacev3-2026-200049-3,ocds-dgv273-seacev3-2026-200049-3-2026-06-06T10:21:28.361390-05:00,1185310,21222076,76111501,Servicios de limpieza de edificios,UNSPSC
ocds-dgv273-seacev3-1199766,ocds-dgv273-seacev3-1199766-2026-06-06T10:21:28.179404-05:00,1199766,21232846,72121008,Servicios de construcción y remodelación de almacenes,UNSPSC
ocds-dgv273-seacev3-2026-30-5,ocds-dgv273-seacev3-2026-30-5-2026-06-06T10:21:28.034930-05:00,1202099,21241517,82101504,Publicidad en periódicos,UNSPSC
ocds-dgv273-seacev3-1199388,ocds-dgv273-seacev3-1199388-2026-06-06T10:21:27.933091-05:00,1199388,21231292,31191506,Discos abrasivos,UNSPSC
ocds-dgv273-seacev3-1194642,ocds-dgv273-seacev3-1194642-2026-06-06T10:21:27.467655-05:00,1194642,21219673,72121403,Servicios de construcción de hospitales,UNSPSC
ocds-dgv273-seacev3-1199435,ocds-dgv273-seacev3-1199435-2026-06-06T10:21:27.171371-05:00,1199435,21231483,70141804,Servicios de siembra de cultivos,UNSPSC
ocds-dgv273-seacev3-1215816,ocds-dgv273-seacev3-1215816-2026-06-06T10:21:21.535925-05:00,1215816,21277384,72121406,Servicios de construcción de escuelas,UNSPSC
ocds-dgv273-seacev3-1201373,ocds-dgv273-seacev3-1201373-2026-06-06T10:21:17.082270-05:00,1201373,21237489,72154022,Servicios de instalación y mantenimiento de equipos hidráulicos,UNSPSC
